timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
281288996,-0.002861566,-4.9712726e-06,-3.8085047e-05,5001,0,-0.28546363,-0.30240464,-9.774381,5001,0
281293999,-0.0035877763,-8.175943e-05,0.00040609456,5003,0,-0.26058224,-0.27641067,-9.774719,5003,0
281298998,-0.002645895,-0.00045161584,0.0004929111,4999,0,-0.25707215,-0.27439633,-9.776404,4999,0
281303997,-0.00417544,0.0005012729,-0.0005635365,4999,0,-0.25489864,-0.2883717,-9.761867,4999,0
281309000,-0.0035987492,0.0009697711,-0.00018487038,5003,0,-0.2631928,-0.27095634,-9.763045,5003,0
281314006,-0.004702119,0.0012840038,-0.0010197386,5006,0,-0.26047382,-0.29060754,-9.776162,5006,0
281319034,-0.0052177818,-0.0005114393,-0.00041179112,5028,0,-0.2770218,-0.29053178,-9.7731905,5028,0
281324005,-0.0037811147,0.00036443232,0.00041986568,4971,0,-0.2800914,-0.29951864,-9.778581,4971,0
281329006,-0.00446971,0.0004970585,-0.00048513972,5001,0,-0.2786198,-0.2795977,-9.755172,5001,0
281334012,-0.0054780515,0.0014742651,0.0002863894,5006,0,-0.26595974,-0.28058448,-9.765969,5006,0
281339009,-0.0044022556,0.00088219,0.001282589,4997,0,-0.26355243,-0.29503664,-9.795294,4997,0
281344041,-0.004569439,0.00039263663,0.00037883557,5032,0,-0.25951308,-0.28416812,-9.760243,5032,0
281349010,-0.003810215,-0.000984474,0.0010995719,4969,0,-0.25972292,-0.28458872,-9.777377,4969,0
281354011,-0.003444149,0.0012519276,-0.00075113744,5001,0,-0.26645243,-0.2651505,-9.764853,5001,0
281359013,-0.004093781,0.0011227321,0.0006251174,5002,0,-0.2674145,-0.27874127,-9.77423,5002,0
281364013,-0.0052644312,0.00026157676,0.00026896372,5000,0,-0.24129602,-0.279843,-9.785306,5000,0
281369016,-0.0048251697,0.0009306434,0.0005569907,5003,0,-0.2567555,-0.2742274,-9.796008,5003,0
281374016,-0.004351574,0.0009896696,-0.0001639596,5000,0,-0.27557936,-0.2818921,-9.801546,5000,0
281379017,-0.005667641,0.0012343265,0.0015908079,5001,0,-0.28299507,-0.27613965,-9.789456,5001,0
281384018,-0.006200838,0.0008486802,-9.6482785e-05,5001,0,-0.27361897,-0.28434888,-9.774252,5001,0
281389021,-0.003346316,0.00049646146,-0.0006148081,5003,0,-0.26208487,-0.26879045,-9.758273,5003,0
281394034,-0.0027434514,0.0014189426,0.00021510382,5013,0,-0.26102424,-0.27637175,-9.781556,5013,0
281399022,-0.00519873,0.0016708662,-8.143013e-05,4988,0,-0.27295974,-0.26248017,-9.783053,4988,0
281404023,-0.003926242,0.00043112694,-0.00044386883,5001,0,-0.28583798,-0.2665018,-9.772771,5001,0
281409024,-0.0043798,0.0012454777,-0.00058008265,5001,0,-0.24853303,-0.27586517,-9.796636,5001,0
281414026,-0.005293327,0.00095596537,-0.000706483,5002,0,-0.2621652,-0.29766273,-9.768081,5002,0
281419026,-0.006008051,0.0003589096,-0.00056967797,5000,0,-0.24310483,-0.27648616,-9.781451,5000,0
281424030,-0.0040062214,0.0009186524,-0.0006388526,5004,0,-0.2634005,-0.27207166,-9.777218,5004,0
281429029,-0.003625071,0.0014596314,0.00024938086,4999,0,-0.27516907,-0.2771428,-9.79207,4999,0
