timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
85741940,63.93164,6294.9624,0,21,13381,65536,0,3,239
86745233,115.05469,113.527855,0,21,8411,65536,0,3,239
87745458,161.50879,80.206024,0,21,6026,65536,0,3,239
88746267,204.3252,67.78117,0,21,7021,65536,0,3,239
89747269,245.23828,61.073128,0,21,8970,65536,0,3,239
90748496,285.6582,56.941322,0,21,8647,65536,0,3,239
91749307,328.05273,54.516243,0,21,5772,65536,0,3,239
92750315,364.41895,51.922398,0,21,8565,65536,0,3,239
93751277,404.1709,50.398563,0,21,8681,65536,0,3,239
94752317,452.50098,50.163445,0,21,50,65536,0,3,239
95753292,492.35352,49.12968,0,21,100,65536,0,3,239
96754915,532.60645,48.31716,0,21,150,65536,0,3,239
97755333,571.95996,47.569977,0,21,111,65536,0,3,239
98756276,611.6953,46.965004,0,21,161,65536,0,3,239
99757364,644.5801,45.957466,0,21,7106,65536,0,3,239
100758294,686.2324,45.668118,0,21,5313,65536,0,3,239
101759271,730.8135,45.59751,0,21,161,65536,0,3,239
102760476,768.0,45.10036,0,21,2271,65536,0,3,239
103761289,809.32715,44.88904,0,21,211,65536,0,3,239
104762286,848.87695,44.606125,0,21,314,65536,0,3,239
105763285,888.6924,44.36474,0,21,264,65536,0,3,239
106764283,927.959,44.120243,0,21,434,65536,0,3,239
107765270,967.5088,43.910835,0,21,314,65536,0,3,239
108767116,1006.8242,43.70782,0,21,364,65536,0,3,239
109767987,1046.2568,43.528374,0,21,364,65536,0,3,239
110768272,1085.9238,43.37365,0,21,364,65536,0,3,239
111769353,1125.4736,43.224987,0,21,364,65536,0,3,239
112770274,1164.9062,43.08326,0,21,565,65536,0,3,239
113771274,1204.5732,42.95988,0,21,445,65536,0,3,239
114772379,1244.0059,42.83679,0,21,495,65536,0,3,239
115773561,1280.0,42.60733,0,21,4136,65536,0,3,239
116774325,1322.7539,42.611004,0,21,495,65536,0,3,239
117775306,1361.7178,42.495884,0,21,495,65536,0,3,239
118776270,1400.7988,42.3913,0,21,495,65536,0,3,239
119777307,1440.6514,42.31544,0,21,665,65536,0,3,239
120779316,1480.1328,42.232155,0,21,545,65536,0,3,239
121779527,1519.6826,42.157494,0,21,545,65536,0,3,239
122780278,1559.1836,42.084938,0,21,613,65536,0,3,239
123781358,1598.3818,42.007874,0,21,613,65536,0,3,239
124782289,1637.7461,41.93918,0,21,666,65536,0,3,239
125783285,1676.8271,41.86677,0,21,786,65536,0,3,239
126784454,1716.0732,41.801743,0,21,1006,65536,0,3,239
127785290,1756.209,41.7613,0,21,766,65536,0,3,239
128786322,1796.1143,41.71719,0,21,328,65536,0,3,239
129787350,1834.8398,41.648308,0,21,953,65536,0,3,239
130789070,1874.2725,41.597546,0,21,953,65536,0,3,239
131789275,1913.4707,41.545265,0,21,953,65536,0,3,239
132791071,1953.1201,41.50339,0,21,985,65536,0,3,239
133791309,1992.2188,41.45315,0,21,985,65536,0,3,239
134792290,2031.3477,41.40495,0,21,1378,65536,0,3,239
135793324,2070.961,41.36833,0,21,1433,65536,0,3,239
136794305,2110.628,41.33419,0,21,1433,65536,0,3,239
137795313,2149.9922,41.295555,0,21,1383,65536,0,3,239
138796618,2189.1416,41.254093,0,21,1483,65536,0,3,239
139797304,2228.3398,41.215546,0,21,1428,65536,0,3,239
140798330,2267.3037,41.17389,0,21,1428,65536,0,3,239
141799296,2304.0,41.093315,0,21,3990,65536,0,3,239
142800306,2345.6797,41.102863,0,21,1378,65536,0,3,239
143801341,2384.9463,41.070507,0,21,1428,65536,0,3,239
144803016,2424.4277,41.042446,0,21,1549,65536,0,3,239
145803374,2464.0947,41.019302,0,21,1669,65536,0,3,239
146804377,2503.1758,40.986893,0,21,1669,65536,0,3,239
147805302,2542.5596,40.960453,0,21,1599,65536,0,3,239
148806275,2582.041,40.936375,0,21,1549,65536,0,3,239
149807478,2621.4736,40.912136,0,21,1549,65536,0,3,239
150808951,2660.5059,40.882324,0,21,1649,65536,0,3,239
151810009,2699.3457,40.85076,0,21,1776,65536,0,3,239
152810277,2738.5928,40.82669,0,21,1726,65536,0,3,239
153811380,2777.791,40.802105,0,21,1726,65536,0,3,239
154812276,2816.0,40.764038,0,21,3339,65536,0,3,239
155813295,2856.8418,40.764557,0,21,1769,65536,0,3,239
156815372,2896.0889,40.74202,0,21,1769,65536,0,3,239
157815808,2935.2383,40.71968,0,21,1688,65536,0,3,239
158816333,2974.788,40.703377,0,21,1808,65536,0,3,239
159817414,3014.338,40.68721,0,21,1688,65536,0,3,239
160818322,3053.7568,40.669834,0,21,1822,65536,0,3,239
161819367,3093.1143,40.652023,0,21,1779,65536,0,3,239
162820877,3132.5469,40.635406,0,21,1829,65536,0,3,239
163821332,3171.628,40.61527,0,21,1829,65536,0,3,239
164822319,3210.709,40.595364,0,21,1932,65536,0,3,239
165823438,3249.6729,40.574425,0,21,2052,65536,0,3,239
166824284,3289.3398,40.562817,0,21,1932,65536,0,3,239
167825303,3328.0,40.53913,0,21,2363,65536,0,3,239
168827239,3367.956,40.53117,0,21,1971,65536,0,3,239
169827788,3409.9219,40.547962,0,21,2084,65536,0,3,239
170828938,3451.3135,40.55733,0,21,2204,65536,0,3,239
171830093,3491.0684,40.547466,0,21,2014,65536,0,3,239
172830444,3532.3857,40.556145,0,21,2104,65536,0,3,239
173831269,3575.0322,40.57949,0,21,1947,65536,0,3,239
