timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
2090551337,2090550769,0.7301871,0.019356899,0.0048668263,0.68295574,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2090556279,2090555772,0.73018473,0.019357167,0.0048654675,0.68295825,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2090606302,2090605798,0.7301794,0.019360054,0.004866414,0.68296385,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2090656330,2090655821,0.7301779,0.019355824,0.004867995,0.6829656,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2090701333,2090700880,0.73017836,0.019358777,0.004868601,0.68296504,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2090751378,2090750867,0.730179,0.019360803,0.0048755724,0.6829642,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2090806359,2090805895,0.73016816,0.019356752,0.004869312,0.6829759,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2090851370,2090850914,0.730167,0.019356588,0.004874039,0.68297714,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2090901456,2090900937,0.73015696,0.019357154,0.004878676,0.6829878,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2090956513,2090955984,0.7301578,0.019357938,0.0048711114,0.682987,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091006443,2091005987,0.73016834,0.019350769,0.0048731063,0.6829758,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091051467,2091051009,0.73014665,0.019354202,0.004875995,0.682999,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091101588,2091101036,0.7301604,0.019346587,0.0048761903,0.6829845,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091156512,2091156061,0.73015386,0.019349454,0.0048719915,0.68299145,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091201654,2091201086,0.730156,0.019341834,0.0048834896,0.6829893,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091251557,2091251106,0.73014545,0.019364318,0.0048820972,0.6829999,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091306649,2091306164,0.7301498,0.019362602,0.004881529,0.68299526,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091351713,2091351157,0.7301544,0.019360842,0.0048762383,0.68299055,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091401610,2091401177,0.730132,0.019370222,0.004875541,0.6830142,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091451679,2091451239,0.7301391,0.019363118,0.0049008657,0.6830066,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091506712,2091506229,0.7301558,0.019372135,0.004884832,0.6829886,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091551732,2091551251,0.7301362,0.019362,0.0048545087,0.68301004,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091601717,2091601276,0.73010874,0.019373545,0.004878404,0.683039,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091656808,2091656305,0.7301253,0.019372946,0.0048909793,0.6830211,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091706838,2091706329,0.7301298,0.019349018,0.004870973,0.6830172,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091751849,2091751350,0.7301198,0.0193502,0.004883865,0.6830277,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
2091801861,2091801373,0.73013324,0.019371172,0.0049067605,0.68301266,0.9999772,-0.0012185337,0.0064706383,-0.0015431583,3
