timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
280231584,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
280251773,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
280334860,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
280444874,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
280533388,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
280637694,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
280703602,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
280850541,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
280934995,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
281016857,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
281143569,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
281211208,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
281342271,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
281423552,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
281548577,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
281571860,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
281742294,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
281847397,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
281910891,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
282036540,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
282146767,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
282212665,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
282341915,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
282444340,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
282545335,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
282628823,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
282733820,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
282835433,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
282941708,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
283046725,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
283091107,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
283239010,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
283339112,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
283424197,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
283551942,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
283633383,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
283741162,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
283844129,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
283949216,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
284012913,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
284117042,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
284245712,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
284349243,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
284413326,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
284539292,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
284602790,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
284707045,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
284813110,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
284939448,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
285044559,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
285132936,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
