timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
562108625,562107690,3932170,-0.0015927658,8.913544e-05,-0.00037086362,0.34906584,1.8283257e-09,1.8284694e-09,3.3139962e-09,3932170,-0.00623526,0.008790809,0.021267105,0.4,4.998388e-06,4.998388e-06,4.9983787e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
565019708,565018619,3932170,-0.001549339,9.483534e-05,-0.00034679845,0.34906584,1.8281296e-09,1.8282694e-09,3.3130847e-09,3932170,-0.006235297,0.00879086,0.022272786,0.4,4.998417e-06,4.998417e-06,4.9984083e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
574272703,574271618,3932170,-0.0014218789,7.358323e-05,-0.00029529768,0.34906584,1.8296332e-09,1.829835e-09,3.3130567e-09,3932170,-0.0060115014,0.009413387,0.023068652,0.4,4.9983855e-06,4.9983855e-06,4.9983855e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
574402643,574401657,3932170,-0.0014187923,7.045253e-05,-0.00029671862,0.34906584,1.8310868e-09,1.8313022e-09,3.3132541e-09,3932170,-0.005792897,0.009633026,0.024474105,0.4,4.998381e-06,4.998381e-06,4.998381e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
574482594,574481684,3932170,-0.0014177158,6.772966e-05,-0.00029927408,0.34906584,1.8314688e-09,1.8316956e-09,3.314844e-09,3932170,-0.0055867042,0.009736073,0.025940727,0.4,4.998381e-06,4.998381e-06,4.998381e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
574562689,574561711,3932170,-0.0014174513,6.479079e-05,-0.00030076937,0.34906584,1.8320653e-09,1.8323025e-09,3.314296e-09,3932170,-0.005347491,0.009789592,0.02766329,0.4,4.998377e-06,4.998377e-06,4.998377e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
574652811,574651740,3932170,-0.0014179556,6.165418e-05,-0.00030539063,0.34906584,1.8336819e-09,1.8339297e-09,3.3147443e-09,3932170,-0.0050922036,0.009793952,0.02925579,0.4,4.998375e-06,4.998375e-06,4.998375e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
574732702,574731765,3932170,-0.0014191961,5.8059824e-05,-0.00031225564,0.34906584,1.8343641e-09,1.8346221e-09,3.314182e-09,3932170,-0.0048056925,0.009741964,0.030399462,0.4,4.9983646e-06,4.9983646e-06,4.9983646e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
574892850,574891817,3932170,-0.0014238566,5.071116e-05,-0.00033116768,0.34906584,1.8362788e-09,1.8365517e-09,3.313047e-09,3932170,-0.0042324318,0.00945747,0.031171298,0.4,4.9983532e-06,4.9983532e-06,4.9983532e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
575142979,575141898,3932170,-0.0014336548,4.0851704e-05,-0.0003564967,0.34906584,1.8414203e-09,1.8416897e-09,3.3144791e-09,3932170,-0.0034202673,0.00877625,0.030600289,0.4,4.9983873e-06,4.9983873e-06,4.9983873e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
575313040,575311954,3932170,-0.0014407968,3.9444993e-05,-0.00037305252,0.34906584,1.8458038e-09,1.8460475e-09,3.3143157e-09,3932170,-0.0032796955,0.008205054,0.02937157,0.4,4.998383e-06,4.998383e-06,4.998383e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
575443030,575442005,3932170,-0.0014453755,4.1265193e-05,-0.0003824634,0.34906584,1.8496585e-09,1.8498756e-09,3.3144518e-09,3932170,-0.0034045922,0.0077773617,0.027986508,0.4,4.998375e-06,4.998375e-06,4.998375e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
575522915,575522022,3932170,-0.0014477889,4.3510216e-05,-0.00039254752,0.34906584,1.8517592e-09,1.8519567e-09,3.3138878e-09,3932170,-0.003589789,0.0075212577,0.0269356,0.4,4.998374e-06,4.998374e-06,4.998374e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
575603119,575602049,3932170,-0.0014492957,4.648395e-05,-0.0003975569,0.34906584,1.8540485e-09,1.8542278e-09,3.313338e-09,3932170,-0.0038301346,0.0073110396,0.02588604,0.4,4.9983796e-06,4.9983796e-06,4.9983796e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
575692996,575692080,3932170,-0.001449874,5.0101746e-05,-0.0004007897,0.34906584,1.8573627e-09,1.8575277e-09,3.3137921e-09,3932170,-0.0041321157,0.0071486295,0.024804452,0.4,4.9983764e-06,4.9983764e-06,4.9983764e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
575773240,575772104,3932170,-0.0014495964,5.4078824e-05,-0.00040631986,0.34906584,1.8597283e-09,1.8598816e-09,3.3132537e-09,3932170,-0.004484787,0.007037977,0.023738807,0.4,4.9983705e-06,4.9983705e-06,4.9983705e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
