timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
111357461,111356697,0.45948663,0.020582274,0.01002361,0.8878896,0.0031408335,-0.0011596153,0.0015692547,1.0656364,-0.17382208,-0.19806749,2.5232965e-05,3.771818e-05,-7.4287805e-06,0.0,0.0,-0.00012724313,0.22205716,-1.6168114e-08,0.38017297,0.0,0.0,0.0,0.0,0.0,2.923903e-05,2.5977233e-06,2.6099647e-06,7.973864e-06,0.0023700625,0.0023703955,0.0017622884,0.00094642467,0.0009464488,0.0008541872,1.8519679e-11,1.8528679e-11,3.3105924e-11,4.0000004e-06,4.0000004e-06,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
111370657,111370020,0.45948705,0.020579096,0.010015921,0.88788956,0.0030322268,-0.001309859,0.0013710577,1.0656677,-0.17383464,-0.19805253,2.5232965e-05,3.771818e-05,-7.4287805e-06,0.0,0.0,-0.00012724313,0.22205716,-1.6168114e-08,0.38017297,0.0,0.0,0.0,0.0,0.0,2.9260475e-05,2.606281e-06,2.6185323e-06,7.979939e-06,0.002403509,0.0024038458,0.0017837213,0.0009690254,0.0009690508,0.0008724704,1.8529678e-11,1.8538678e-11,3.3115923e-11,4.0000004e-06,4.0000004e-06,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
112367527,112367062,0.45984608,0.020671727,0.010307543,0.8876982,-0.0016950145,-0.002737491,0.0018820515,1.0640844,-0.1741783,-0.19834714,2.5220026e-05,3.777955e-05,-7.1925238e-06,0.0,0.0,-0.00012297921,0.22205716,-1.6168114e-08,0.38017297,0.0,0.0,0.0,0.0,0.0,2.9175308e-05,2.6134794e-06,2.6258435e-06,8.024601e-06,0.0024250352,0.002425393,0.0017932802,0.000967166,0.00096719404,0.0008689743,1.8538324e-11,1.8547103e-11,3.310461e-11,4.0000004e-06,4.0000004e-06,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
113368804,113368270,0.46038258,0.02080045,0.010125155,0.8874191,-0.0045411945,-0.0004993736,0.00074144086,1.0627078,-0.1741944,-0.19866414,2.5291882e-05,3.781779e-05,-6.7704254e-06,0.0,0.0,-0.00011984359,0.22205716,-1.6168114e-08,0.38017297,0.0,0.0,0.0,0.0,0.0,2.9165087e-05,2.6182151e-06,2.6309845e-06,8.081932e-06,0.0024294266,0.0024297966,0.0017922978,0.000998944,0.0009989701,0.00090481056,1.8544907e-11,1.8553364e-11,3.3125124e-11,4.0000004e-06,4.0000004e-06,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
114366358,114365393,0.46054977,0.02080811,0.009972457,0.887334,-0.0024009706,0.003580681,-0.0012362404,1.0628833,-0.17265512,-0.1992937,2.535146e-05,3.7790112e-05,-6.6383086e-06,0.0,0.0,-0.00011880061,0.22205716,-1.6168114e-08,0.38017297,0.0,0.0,0.0,0.0,0.0,2.910914e-05,2.6233818e-06,2.6362889e-06,8.127078e-06,0.0024637587,0.0024640965,0.0018198945,0.0009776753,0.0009777034,0.00087571016,1.8550269e-11,1.8558582e-11,3.3124566e-11,4.0000004e-06,4.0000004e-06,5.0000093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
115367264,115366571,0.4608916,0.020376727,0.0098332055,0.887168,0.0025988005,0.0039136335,-0.001430962,1.0638129,-0.17153509,-0.1996563,2.5346459e-05,3.7727223e-05,-6.3945054e-06,0.0,0.0,-0.00012029029,0.22205716,-1.6168114e-08,0.38017297,0.0,0.0,0.0,0.0,0.0,2.9030736e-05,2.6195135e-06,2.6318974e-06,8.164506e-06,0.0024556073,0.0024559326,0.0018169574,0.0009939525,0.0009939771,0.0008912139,1.8545561e-11,1.8554054e-11,3.3112634e-11,4.0000004e-06,4.0000004e-06,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
116363949,116363594,0.46107686,0.020292472,0.010098354,0.8870708,0.0048608026,-0.002073113,-0.0028124736,1.0656757,-0.17302842,-0.20046282,2.527123e-05,3.771767e-05,-6.2920603e-06,0.0,0.0,-0.00012452382,0.22205716,-1.6168114e-08,0.38017297,0.0,0.0,0.0,0.0,0.0,2.9003011e-05,2.617766e-06,2.6300027e-06,8.213078e-06,0.0024414454,0.0024417792,0.0018013483,0.00097448955,0.0009745146,0.00087429833,1.8543521e-11,1.8552236e-11,3.312283e-11,4.0000004e-06,4.0000004e-06,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
117365291,117364776,0.46086234,0.020503787,0.010105096,0.8871773,0.0017452512,-0.0026286175,0.00072367245,1.0651526,-0.17410494,-0.19935521,2.5214013e-05,3.7781778e-05,-6.4443684e-06,0.0,0.0,-0.00012882907,0.22205716,-1.6168114e-08,0.38017297,0.0,0.0,0.0,0.0,0.0,2.895451e-05,2.6140344e-06,2.6268187e-06,8.252076e-06,0.0024380318,0.0024383727,0.0018006369,0.0009764452,0.0009764716,0.00087620894,1.8539182e-11,1.8547821e-11,3.3122168e-11,4.0000004e-06,4.0000004e-06,5.0000093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
118362510,118361921,0.46116096,0.020601416,0.00990809,0.887022,-0.0002244019,-0.0016870368,8.5694635e-05,1.0640103,-0.17414084,-0.19901906,2.5220943e-05,3.7844104e-05,-6.2573836e-06,0.0,0.0,-0.00012847167,0.22205716,-1.6168114e-08,0.38017297,0.0,0.0,0.0,0.0,0.0,2.890869e-05,2.6133873e-06,2.6266348e-06,8.2889455e-06,0.0024239395,0.0024242848,0.0017930313,0.0009674024,0.0009674292,0.0008696014,1.8539023e-11,1.854743e-11,3.3121644e-11,4.0000004e-06,4.0000004e-06,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
119363518,119363030,0.46142498,0.020612655,0.009898586,0.8868846,0.00030172104,0.0025102275,-3.747688e-05,1.0639224,-0.17281897,-0.19919506,2.523872e-05,3.7862406e-05,-6.0568254e-06,0.0,0.0,-0.00012862922,0.22205716,-1.6168114e-08,0.38017297,0.0,0.0,0.0,0.0,0.0,2.8866763e-05,2.6160799e-06,2.6294424e-06,8.322024e-06,0.002435358,0.0024357007,0.001796163,0.0009681876,0.0009682147,0.00086962845,1.854205e-11,1.8550309e-11,3.3121096e-11,4.0000004e-06,4.0000004e-06,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
