timestamp,mag_inconsistency_angle
438345650,0.0
438366920,0.0
438836255,0.0
439348582,0.0
439839043,0.0
440350448,0.0
440840924,0.0
441331749,0.0
441843089,0.0
442333582,0.0
442845671,0.0
443335715,0.0
443847446,0.0
444337954,0.0
444849670,0.0
445340044,0.0
445850906,0.0
446342773,0.0
446832744,0.0
447344783,0.0
447835573,0.0
448347294,0.0
448838035,0.0
449093675,0.0
476707486,0.0
476708730,0.0
477199443,0.0
477690194,0.0
478201711,0.0
478692384,0.0
479204114,0.0
479694227,0.0
480206280,0.0
480696765,0.0
481207148,0.0
481698959,0.0
482189687,0.0
482701805,0.0
