timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
2090544778,2090544515,3932170,0.115879364,0.00047884035,-10.132261,50.361076,0,0,0,0,5
2090546030,2090545766,3932170,0.113485165,0.036391865,-10.117417,50.361076,0,0,0,0,5
2091546507,2091546249,3932170,0.1340753,0.048362873,-10.141359,50.361076,0,0,0,0,5
2092548236,2092547984,3932170,0.10821792,0.015322891,-10.087251,50.31212,0,0,0,0,5
2093544974,2093544718,3932170,0.11683705,-0.02873042,-10.0987425,50.31212,0,0,0,0,5
2094546712,2094546458,3932170,0.13694833,0.05746084,-10.151415,50.556915,0,0,0,0,5
2095547191,2095546937,3932170,0.118752405,0.05506664,-10.09587,50.361076,0,0,0,0,5
2096545175,2096544920,3932170,0.07565677,0.0272939,-10.083899,50.2142,0,0,0,0,5
2097545668,2097545404,3932170,0.118752405,0.009097966,-10.153331,50.361076,0,0,0,0,5
2098547396,2098547137,3932170,0.10295068,-0.017238252,-10.136092,50.361076,0,0,0,0,5
2099547882,2099547620,3932170,0.115879364,0.009576807,-10.073843,50.31212,0,0,0,0,5
2100545877,2100545612,3932170,0.093373865,0.04022259,-10.052774,50.361076,0,0,0,0,5
2101546345,2101546085,3932170,0.15466543,-0.024420857,-10.080547,50.507957,0,0,0,0,5
2102548072,2102547818,3932170,0.10295068,-0.021547815,-10.068097,50.31212,0,0,0,0,5
2103549808,2103549550,3932170,0.10965444,0.0009576807,-10.066661,50.31212,0,0,0,0,5
2104545290,2104545031,3932170,0.08954314,0.09768343,-10.111193,50.361076,0,0,0,0,5
2105547019,2105546766,3932170,0.06895301,0.01388637,-10.02548,50.165237,0,0,0,0,5
2106547539,2106547281,3932170,0.115879364,0.012449849,-10.084857,50.361076,0,0,0,0,5
2107546743,2107546482,3932170,0.10151415,0.046926353,-10.066661,50.361076,0,0,0,0,5
2108547212,2108546957,3932170,0.06607997,0.0081402855,-10.100658,50.31212,0,0,0,0,5
2109547722,2109547440,3932170,0.12210429,0.023463177,-10.111671,50.361076,0,0,0,0,5
2110549448,2110549168,3932170,0.13120225,0.04165911,-10.011594,50.2142,0,0,0,0,5
2111546156,2111545898,3932170,0.09672575,-0.049320556,-10.065702,50.2142,0,0,0,0,5
2112546664,2112546378,3932170,0.11827356,0.036870707,-10.079589,50.165237,0,0,0,0,5
2113549617,2113549358,3932170,0.1316811,-0.007182605,-10.105447,50.165237,0,0,0,0,5
2114545091,2114544835,3932170,0.09624691,0.02825158,-10.123643,50.165237,0,0,0,0,5
2115546816,2115546564,3932170,0.102471836,0.02825158,-10.088687,49.969402,0,0,0,0,5
2116547291,2116547044,3932170,0.11252748,0.022026656,-10.0987425,50.165237,0,0,0,0,5
2117547786,2117547523,3932170,0.113485165,0.033039983,-10.069055,50.06732,0,0,0,0,5
2118547013,2118546752,3932170,0.05410896,0.02777274,-10.115024,50.06732,0,0,0,0,5
2119547485,2119547231,3932170,0.10869676,-0.00047884035,-10.071928,50.31212,0,0,0,0,5
2120547973,2120547709,3932170,0.115879364,0.032561142,-10.080547,50.2142,0,0,0,0,5
2121544725,2121544463,3932170,0.09145851,0.025857378,-10.096349,50.2142,0,0,0,0,5
2122546454,2122546195,3932170,0.11683705,0.046926353,-10.109756,50.06732,0,0,0,0,5
2123546931,2123546675,3932170,0.04644751,0.058418524,-10.063787,50.06732,0,0,0,0,5
2124548636,2124548370,3932170,0.15131354,-0.021068975,-10.09156,50.2142,0,0,0,0,5
2125545351,2125545096,3932170,0.038307227,0.071347214,-9.994356,50.06732,0,0,0,0,5
2126547081,2126546824,3932170,0.455856,0.23989901,-10.367851,50.06732,0,0,0,0,5
2127547550,2127547303,3932170,0.16903064,-0.0067037647,-10.043676,49.969402,0,0,0,0,5
2128546785,2128546526,3932170,0.10869676,0.08906431,-10.05852,49.969402,0,0,0,0,5
2129546011,2129545753,3932170,0.13215993,0.05746084,-10.054689,50.06732,0,0,0,0,5
2130547734,2130547480,3932170,0.17908628,0.026815059,-10.081026,50.06732,0,0,0,0,5
2131548218,2131547955,3932170,0.13215993,0.0047884034,-10.070491,50.06732,0,0,0,0,5
2132546191,2132545932,3932170,0.14748283,0.032561142,-10.093475,49.969402,0,0,0,0,5
2133546691,2133546411,3932170,0.1091756,0.0272939,-10.056605,50.165237,0,0,0,0,5
2134548404,2134548140,3932170,0.10342951,0.05410896,-10.063309,50.01836,0,0,0,0,5
2135545115,2135544857,3932170,0.14317326,0.061291564,-10.066661,50.01836,0,0,0,0,5
2136546850,2136546581,3932170,0.10342951,0.02873042,-10.105926,49.773563,0,0,0,0,5
2137547311,2137547057,3932170,0.104387194,0.024899699,-10.077195,50.165237,0,0,0,0,5
2138549046,2138548783,3932170,0.115879364,0.029688101,-10.043676,49.871483,0,0,0,0,5
2139547015,2139546755,3932170,0.11204864,0.0014365211,-10.110714,50.2142,0,0,0,0,5
2140547484,2140547228,3932170,0.118752405,-0.00047884035,-10.097785,49.969402,0,0,0,0,5
2141547971,2141547702,3932170,0.10869676,-0.022026656,-10.104968,49.969402,0,0,0,0,5
2142544686,2142544424,3932170,0.085712425,0.04165911,-10.114545,49.969402,0,0,0,0,5
2143546435,2143546172,3932170,0.08906431,0.013407529,-10.1207695,50.06732,0,0,0,0,5
2144548138,2144547873,3932170,0.116358206,0.0081402855,-10.065702,50.06732,0,0,0,0,5
2145548606,2145548345,3932170,0.11204864,0.057939682,-10.055647,49.969402,0,0,0,0,5
2146546570,2146546316,3932170,0.14796166,0.050278235,-10.114545,50.01836,0,0,0,0,5
2147547047,2147546789,3932170,0.06655881,0.0076614455,-10.090603,50.01836,0,0,0,0,5
2148547563,2148547316,3932170,0.15753847,0.029209262,-10.084377,49.969402,0,0,0,0,5
2149546751,2149546483,3932170,0.08762778,0.048841715,-10.1188545,49.871483,0,0,0,0,5
2150545962,2150545703,3932170,0.113964,0.07613561,-10.113587,49.871483,0,0,0,0,5
2151547683,2151547424,3932170,0.093373865,0.05746084,-10.121727,49.969402,0,0,0,0,5
2152548159,2152547901,3932170,0.13742718,0.010055647,-10.073843,49.871483,0,0,0,0,5
2153546123,2153545866,3932170,0.15035588,0.030645782,-10.107362,49.675644,0,0,0,0,5
2154546589,2154546336,3932170,0.1091756,0.004309563,-10.054689,49.969402,0,0,0,0,5
2155548318,2155548058,3932170,0.10390835,0.021547815,-10.123643,49.871483,0,0,0,0,5
2156545030,2156544776,3932170,0.045968674,0.033518825,-10.098264,49.82252,0,0,0,0,5
2157546751,2157546496,3932170,0.088106625,0.06607997,-10.058042,49.773563,0,0,0,0,5
2158547219,2158546966,3932170,0.121146604,0.0272939,-10.097785,49.969402,0,0,0,0,5
2159545200,2159544936,3932170,0.11252748,0.060812723,-10.088687,49.773563,0,0,0,0,5
2160545681,2160545408,3932170,0.10534488,0.038307227,-10.110235,49.871483,0,0,0,0,5
2161547384,2161547126,3932170,0.093852706,-0.009097966,-10.084857,49.773563,0,0,0,0,5
2162547871,2162547616,3932170,0.1340753,-0.0028730421,-10.105926,49.82252,0,0,0,0,5
2163545823,2163545561,3932170,0.12306197,-0.009576807,-10.092518,49.871483,0,0,0,0,5
2164546284,2164546029,3932170,0.13599066,0.063206926,-10.107841,49.871483,0,0,0,0,5
2165548012,2165547749,3932170,0.08140286,0.017238252,-10.096349,49.969402,0,0,0,0,5
2166548477,2166548218,3932170,0.13215993,-0.01436521,-10.09156,49.82252,0,0,0,0,5
2167545186,2167544933,3932170,0.13790601,0.04165911,-10.074322,49.626682,0,0,0,0,5
2168546914,2168546654,3932170,0.15562311,0.034955345,-10.126994,49.773563,0,0,0,0,5
2169547372,2169547119,3932170,0.15753847,0.053630117,-10.0968275,49.626682,0,0,0,0,5
2170546598,2170546336,3932170,0.0818817,0.04501099,-10.080069,49.969402,0,0,0,0,5
2171547056,2171546802,3932170,0.04213795,0.03878607,-10.11646,49.675644,0,0,0,0,5
2172547533,2172547273,3932170,0.13551182,0.0272939,-10.138008,49.969402,0,0,0,0,5
2173547990,2173547737,3932170,0.12545617,-0.011971009,-10.088208,49.675644,0,0,0,0,5
2174545972,2174545703,3932170,0.07565677,0.0047884034,-10.084857,49.626682,0,0,0,0,5
2175546435,2175546169,3932170,0.11540052,0.020590134,-10.087729,49.773563,0,0,0,0,5
2176548143,2176547886,3932170,0.06703765,0.024899699,-10.070971,49.675644,0,0,0,0,5
2177544859,2177544603,3932170,0.076614454,0.044532154,-10.082941,49.773563,0,0,0,0,5
2178546571,2178546315,3932170,0.12258313,0.033518825,-10.052774,49.773563,0,0,0,0,5
2179547033,2179546781,3932170,0.06943185,0.07757214,-9.94312,49.675644,0,0,0,0,5
2180546255,2180545997,3932170,0.3002329,-0.3773262,-10.965922,49.528763,0,0,0,0,5
2181545465,2181545212,3932170,0.19536686,-0.3442862,-10.201215,49.675644,0,0,0,0,5
2182547181,2182546928,3932170,-0.17477673,0.12449849,-9.773131,49.675644,0,0,0,0,5
2183547668,2183547393,3932170,0.2882619,0.15514427,-10.132261,49.82252,0,0,0,0,5
2184545613,2184545354,3932170,-0.50757074,0.39839518,-9.795637,49.479805,0,0,0,0,5
2185546078,2185545819,3932170,0.62488663,-0.085233584,-9.4839115,49.773563,0,0,0,0,5
2186547787,2186547532,3932170,0.19919759,-0.031124622,-10.401849,49.626682,0,0,0,0,5
2187548256,2187547997,3932170,0.34045547,0.13838486,-10.996569,49.626682,0,0,0,0,5
2188546204,2188545957,3932170,-0.37349546,-0.023942018,-10.447818,49.773563,0,0,0,0,5
2189546688,2189546419,3932170,0.23223756,0.0014365211,-9.918699,49.528763,0,0,0,0,5
2190547137,2190546881,3932170,-0.15131354,0.19680338,-10.522995,49.528763,0,0,0,0,5
2191545097,2191544840,3932170,0.26862943,0.6607997,-10.472239,49.626682,0,0,0,0,5
2192546808,2192546552,3932170,-0.3289633,0.23415293,-9.391496,49.430843,0,0,0,0,5
2193547266,2193547012,3932170,0.26527756,0.09528923,-10.081984,49.82252,0,0,0,0,5
2194548975,2194548722,3932170,0.22266077,-0.11204864,-9.817663,49.626682,0,0,0,0,5
2195545687,2195545427,3932170,0.13120225,0.021547815,-10.1427965,49.332924,0,0,0,0,5
2196547400,2196547135,3932170,0.113964,0.03878607,-10.047507,49.626682,0,0,0,0,5
2197547854,2197547596,3932170,0.11204864,0.04022259,-10.102573,49.430843,0,0,0,0,5
2198545798,2198545546,3932170,0.12976573,-0.0028730421,-10.0968275,49.283966,0,0,0,0,5
2199546264,2199546002,3932170,0.07278373,0.060333885,-10.049901,49.23501,0,0,0,0,5
2200546721,2200546458,3932170,0.099119954,0.035913024,-10.117417,49.626682,0,0,0,0,5
2201544681,2201544409,3932170,0.10342951,0.0047884034,-10.080069,49.332924,0,0,0,0,5
2202546406,2202546143,3932170,0.05650316,0.022026656,-10.090124,49.283966,0,0,0,0,5
2203546849,2203546590,3932170,0.088585466,0.012928689,-10.079589,49.13709,0,0,0,0,5
2204548522,2204548266,3932170,0.13024457,0.019632455,-10.065702,49.13709,0,0,0,0,5
2205545234,2205544966,3932170,0.09768343,0.07757214,-10.108799,49.283966,0,0,0,0,5
2206545686,2206545417,3932170,0.11923125,0.07278373,-10.036493,49.13709,0,0,0,0,5
2207548624,2207548366,3932170,0.08714894,0.009097966,-10.136571,49.23501,0,0,0,0,5
2208549074,2208548817,3932170,0.10007763,0.04165911,-10.047507,49.088127,0,0,0,0,5
2209547031,2209546761,3932170,0.07374141,0.0028730421,-10.071449,49.13709,0,0,0,0,5
2210547471,2210547210,3932170,0.11540052,0.030645782,-10.087729,49.088127,0,0,0,0,5
2211547919,2211547657,3932170,0.12593502,0.017238252,-10.073843,48.990208,0,0,0,0,5
2212545862,2212545603,3932170,0.14221558,0.036870707,-10.102573,48.94125,0,0,0,0,5
2213546309,2213546050,3932170,0.15993267,0.0033518823,-10.098264,48.94125,0,0,0,0,5
2214546749,2214546494,3932170,0.11779472,0.012928689,-10.063309,48.990208,0,0,0,0,5
