timestamp,main_state_changes,main_state
563961707,7,11
564467741,7,11
564969699,7,11
565470126,7,11
565971916,7,11
566475020,7,11
566977031,7,11
567482217,7,11
567987761,7,11
568489703,7,11
568958778,7,11
569469738,7,11
569971983,7,11
570476717,7,11
570978705,7,11
571348892,7,11
571371827,8,7
571874736,8,7
572375749,8,7
572886812,8,7
573389702,8,7
573898873,8,7
574399766,8,7
574907384,8,7
575409840,8,7
575915077,8,7
576416717,8,7
576918699,8,7
577418975,8,7
577926704,8,7
578429704,8,7
578930987,8,7
579441709,8,7
579946582,8,7
580457057,8,7
580967175,8,7
581475873,8,7
581987077,8,7
582491716,8,7
582993703,8,7
583501020,8,7
584002711,8,7
584504121,8,7
585014887,8,7
585517476,8,7
586028896,8,7
586529753,8,7
587039959,8,7
587540863,8,7
588045006,8,7
588555722,8,7
589023289,9,11
589524722,9,11
590001364,9,11
590510783,9,11
591018849,9,11
591519207,9,11
592020813,9,11
592520928,9,11
593024710,9,11
593524836,9,11
594033889,9,11
594056493,9,11
594560035,9,11
595066866,9,11
595571210,9,11
596080093,9,11
596583734,9,11
597087400,9,11
597592480,9,11
598095566,9,11
598598757,9,11
