timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
564063122,564063122,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
564085442,564085442,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
564566320,564566320,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
565075569,565075569,39,0,0,0,1501,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
565571449,565571449,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
566076933,566076933,39,0,0,0,1503,1497,1065,1500,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
566581720,566581720,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
567076174,567076174,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
567583712,567583712,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
568068118,568068118,39,0,0,0,1501,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
568577185,568577185,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
569082772,569082772,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
569572927,569572927,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
570071384,570071384,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
570571610,570571610,39,0,0,0,1501,1496,1065,1500,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
571077450,571077450,39,0,0,0,1501,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
571566437,571566437,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
572072042,572072042,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
572578323,572578323,39,0,0,0,1500,1497,1065,1500,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
573084025,573084025,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
573565464,573565464,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
574070826,574070826,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
574575953,574575953,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
575069167,575069167,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
575583122,575583122,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
576069295,576069295,39,0,0,0,1499,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
576573460,576573460,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
577079632,577079632,39,0,0,0,1500,1497,1065,1500,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
577583982,577583982,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
578071966,578071966,39,0,0,0,1500,1496,1065,1498,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
578577297,578577297,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
579080050,579080050,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
579572557,579572557,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
580075928,580075928,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
580580581,580580581,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
581071306,581071306,39,0,0,0,1500,1497,1065,1500,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
581563673,581563673,39,0,0,0,1500,1496,1065,1499,1065,1066,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
582062717,582062717,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
582582677,582582677,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
583066584,583066584,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
583578714,583578714,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
584076499,584076499,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
584567947,584567947,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
585080814,585080814,39,0,0,0,1501,1496,1065,1500,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
585569427,585569427,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
586078281,586078281,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
586578834,586578834,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
587067010,587067010,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
587567133,587567133,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
588068693,588068693,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
588573161,588573161,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
589075502,589075502,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
589580842,589580842,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
590083679,590083679,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
590569737,590569737,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
591074154,591074154,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
591576585,591576585,39,0,0,0,1500,1496,1065,1500,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
592067111,592067111,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
592570385,592570385,39,0,0,0,1500,1497,1065,1500,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
593081863,593081863,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
593569263,593569263,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
594072222,594072222,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
594585512,594585512,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
595072465,595072465,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
595581527,595581527,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
596074241,596074241,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
596583151,596583151,39,0,0,0,1499,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
597084675,597084675,39,0,0,0,1500,1496,1065,1500,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
597566329,597566329,39,0,0,0,1501,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
598070656,598070656,39,0,0,0,1500,1497,1065,1498,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
598570700,598570700,39,0,0,0,1500,1497,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
599068861,599068861,39,0,0,0,1500,1496,1065,1499,1065,1067,1065,1067,1065,1065,1065,1933,1514,1514,1514,1514,998,998,18,0,0,4
