timestamp,rxerrors,fix,rssi,remote_rssi,txbuf,noise,remote_noise
85195691,0,0,164,179,100,37,86
86204701,0,0,164,174,100,37,60
87119656,0,0,163,179,100,38,82
88158090,0,0,163,174,98,42,64
89213963,0,0,154,167,94,40,72
90120781,0,0,146,157,100,41,62
91161407,0,0,144,153,97,39,65
92207677,0,0,160,172,100,42,60
93139818,0,0,167,180,100,40,64
94169045,0,0,170,184,100,44,58
95217655,0,0,172,179,97,47,64
96129729,0,0,170,184,100,43,79
97167659,0,0,171,181,100,38,71
98216655,0,0,167,178,98,39,48
99127679,0,0,170,183,100,44,62
100177689,0,0,174,185,95,39,74
101225785,0,0,160,184,97,44,61
102134756,0,0,161,163,100,46,87
103173689,0,0,162,171,100,41,67
104141689,0,0,166,176,100,44,63
105138658,0,0,169,182,100,42,65
106177670,0,0,158,167,100,38,63
107116659,0,0,159,172,100,43,59
108155132,0,0,164,174,90,41,63
109176943,0,0,165,172,100,41,61
110120975,0,0,157,164,97,42,81
111158659,0,0,166,179,96,45,63
112185054,0,0,164,165,98,39,60
113127758,0,0,167,175,100,43,65
114164660,0,0,158,174,100,44,59
115193692,0,0,161,167,96,39,60
116236707,0,0,168,179,100,40,63
117160882,0,0,166,179,100,43,64
118199659,0,0,170,182,95,44,61
119133072,0,0,173,184,99,45,73
120169659,0,0,162,173,97,45,59
121200792,0,0,160,171,100,43,57
122125939,0,0,164,175,100,46,61
123197678,0,0,172,183,100,42,65
124201654,0,0,173,185,100,44,59
125121940,0,0,171,181,100,43,52
126164660,0,0,169,179,100,39,59
127222206,0,0,165,176,94,37,85
128122662,0,0,166,177,100,42,64
129176691,0,0,164,177,100,41,63
130214874,0,0,161,173,100,42,66
131145621,0,0,165,175,100,40,57
132175663,0,0,160,173,98,39,52
133209663,0,0,157,170,100,41,60
134135811,0,0,164,175,98,42,62
135192335,0,0,159,167,100,39,62
136213686,0,0,166,173,100,42,64
137136862,0,0,166,179,97,47,59
138194899,0,0,167,179,98,39,70
139118733,0,0,170,180,100,43,58
140138218,0,0,169,181,97,41,57
141182848,0,0,171,182,100,41,58
142240802,0,0,165,179,95,46,83
143140888,0,0,163,174,96,39,59
144185004,0,0,164,173,100,43,60
145122994,0,0,168,176,100,41,65
146168076,0,0,169,179,96,44,60
147186912,0,0,169,178,97,41,70
148139660,0,0,171,182,100,43,56
149155659,0,0,171,182,100,39,64
150214197,0,0,172,183,90,42,64
151131037,0,0,174,186,98,40,64
152169893,0,0,169,178,97,40,73
153208988,0,0,164,173,100,47,64
154130762,0,0,162,166,98,44,65
155167790,0,0,152,159,98,42,59
156218660,0,0,151,159,98,42,61
157125865,0,0,155,171,97,44,61
158175346,0,0,163,176,97,40,74
159211871,0,0,167,181,96,39,78
160130761,0,0,171,181,100,42,57
161186666,0,0,173,184,95,39,68
162217779,0,0,171,182,98,42,66
163128685,0,0,163,181,100,43,59
164166337,0,0,154,168,100,42,61
165133658,0,0,164,177,100,47,68
166132662,0,0,154,167,100,42,64
167183673,0,0,160,175,100,45,65
168212657,0,0,161,173,100,46,67
169142797,0,0,160,179,93,41,61
170177677,0,0,163,176,100,40,70
171121656,0,0,163,174,100,44,64
172161659,0,0,156,165,94,39,72
173188145,0,0,155,167,100,38,61
174229210,0,0,149,165,100,41,62
