timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
111364384,111363923,0.45626384,0.019323321,0.0075595835,0.88960266,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
111369390,111368931,0.45626903,0.019322805,0.0075599873,0.8896,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
111864548,111864113,0.4565376,0.019352615,0.0075722216,0.8894614,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
112364711,112364303,0.456786,0.019357238,0.007596924,0.88933355,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
112864938,112864495,0.45702985,0.019347211,0.0075942962,0.88920856,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
113365149,113364693,0.45729387,0.019342138,0.00758328,0.889073,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
113865341,113864879,0.45746058,0.019311605,0.00755186,0.88898814,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
114365569,114365071,0.45764455,0.019337969,0.0075880014,0.8888926,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
114865671,114865262,0.45789465,0.019370323,0.0075907037,0.88876295,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
115365951,115365455,0.45815256,0.019334404,0.00760293,0.8886308,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
115866093,115865647,0.45824638,0.01931868,0.0076200506,0.88858265,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
116366260,116365848,0.45826125,0.01930507,0.0076181614,0.88857526,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
116866440,116866034,0.45819357,0.019270048,0.007672033,0.8886105,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
117366700,117366224,0.45810986,0.019310575,0.007688983,0.88865256,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
117866842,117866418,0.45816776,0.019289955,0.007734104,0.8886228,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
118367031,118366619,0.45840082,0.019291397,0.007734511,0.8885026,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
118867264,118866809,0.4584737,0.019286025,0.007730775,0.88846505,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
119367450,119366995,0.45867884,0.019290028,0.007743993,0.888359,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
119867651,119867188,0.45892772,0.019274753,0.0077049593,0.8882311,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
120367880,120367382,0.45900267,0.019317232,0.0076763635,0.88819164,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
120862972,120862572,0.45898575,0.019312637,0.0076879747,0.8882005,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
121363323,121362767,0.4590052,0.019310754,0.0076435283,0.8881909,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
121863370,121862960,0.45907375,0.019318743,0.0076473937,0.8881552,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
122363630,122363154,0.45929503,0.019321878,0.0076055313,0.88804114,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
122868781,122868349,0.45945695,0.019326488,0.007578313,0.88795745,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
123368998,123368541,0.45949665,0.019338313,0.0075880717,0.88793665,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
123869145,123868736,0.45969918,0.019372365,0.0075550126,0.88783133,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
124364397,124363932,0.45968595,0.019345114,0.007556538,0.8878387,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
124864577,124864121,0.4598286,0.019334901,0.0076178066,0.88776445,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
125364811,125364315,0.45993873,0.019334076,0.007627463,0.8877074,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
125865021,125864578,0.4600134,0.01935217,0.0076488354,0.8876682,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
126365165,126364703,0.4601625,0.019323211,0.007695473,0.8875912,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
126865300,126864899,0.46014106,0.019309029,0.0077054542,0.8876025,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
127365557,127365098,0.4603801,0.019342357,0.0077853957,0.887477,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
127865714,127865291,0.4604976,0.019348893,0.0077592405,0.88741624,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
128365886,128365481,0.46042618,0.019366575,0.007767858,0.8874527,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
128866118,128865715,0.4605841,0.019340316,0.007762243,0.8873714,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
129366293,129365872,0.46048537,0.019322377,0.0077767936,0.88742286,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
129866550,129866066,0.4604817,0.019319508,0.0077656675,0.887425,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
130366697,130366286,0.46053413,0.019349027,0.0077952594,0.8873968,0.99991363,-3.3795662e-09,-1.2054308e-10,-0.013142514,2
