timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
42579885,0.0,0.0,0.0,1.0474619,-0.15749691,-0.20871744,2.3416612,0,0,1,0
139287936,0.0,0.0,0.0,1.058146,-0.17679806,-0.1994957,2.1809292,0,0,1,0
142624114,0.0,0.0,0.0,1.0596462,-0.17404038,-0.19872384,2.1819344,0,0,1,0
176152068,0.0,0.0,0.0,1.1696954,-0.2091569,-0.2172059,1.7065839,0,0,1,0
