timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
457316700,457316671,0.5019497,0.0057333736,-0.08814755,8.72087,9.899612e-05,5.106096,0
457326590,457326562,0.49883506,0.004062746,0.20455603,7.2057567,0.00064521213,5.19775,0
457416790,457416762,0.4882851,0.0011052896,0.084041856,6.3320103,0.00012393876,5.916849,0
457517001,457516971,0.49225807,0.0006454151,0.15339828,6.793913,0.00038483844,6.57161,0
457616894,457616864,0.49529195,0.00046947255,-0.8550526,7.169535,0.011330579,7.043127,0
457716917,457716889,0.4957432,0.0003735259,-0.037557352,7.4262223,2.1104715e-05,7.296457,0
457816989,457816962,0.49324968,0.00031125027,0.56998384,7.4884667,0.004820473,7.357377,0
457916865,457916836,0.49223226,0.00026711987,0.2987332,7.4831634,0.0013250713,7.370206,0
458017132,458017074,0.4914618,0.00023394657,-0.122605816,7.41302,0.00022531208,7.3174334,0
458116925,458116896,0.4919159,0.00020790455,-0.2713267,7.337783,0.0011147505,7.2511888,0
458216914,458216886,0.49194258,0.00018680158,0.32865965,7.2196174,0.0016624022,7.124919,0
458317297,458317268,0.49277773,0.00016920659,-0.084491834,7.0799913,0.00011203514,6.9951286,0
458417101,458417073,0.4933645,0.00015425285,-0.5491784,6.9008393,0.0048560426,6.8287277,0
458517242,458517214,0.4934548,0.00014145154,0.3054443,6.7063904,0.0015457268,6.6235623,0
458617133,458617105,0.49347743,0.00013027621,0.14587358,6.4815307,0.00036478182,6.40501,0
458717229,458717199,0.49402764,0.0001204234,-0.5863694,6.2636313,0.0060992143,6.2000303,0
458817064,458817020,0.4943219,0.00011165523,0.15117712,6.0449963,0.00042008152,5.9756546,0
458917264,458917236,0.49427247,0.000103822276,0.23972532,5.805122,0.0010999525,5.737511,0
459017525,459017497,0.49380395,9.676601e-05,0.09122116,5.5589166,0.00016632538,5.4955873,0
459117267,459117238,0.49350247,9.03935e-05,0.46565104,5.328066,0.004521776,5.2674756,0
459217154,459217124,0.4932071,8.460394e-05,-0.2149275,5.0952287,0.0010073439,5.041799,0
459317545,459317514,0.49422932,7.930143e-05,-0.8412915,4.8981223,0.01605539,4.853243,0
459417327,459417297,0.49483266,7.437503e-05,0.343487,4.7070737,0.0027850121,4.6543727,0
459517485,459517432,0.49510065,6.982677e-05,-0.071185224,4.501845,0.00012506812,4.453277,1
459617463,459617435,0.49573192,6.563793e-05,-0.67686754,4.3073606,0.011818262,4.2658663,1
459717351,459717322,0.4961616,6.1763945e-05,0.51127064,4.125822,0.007039611,4.0808215,1
459817425,459817394,0.49537173,5.8198475e-05,1.1816934,3.9431562,0.039348044,3.9042468,1
459917537,459917505,0.49519485,5.492148e-05,0.12008602,3.7662094,0.00042543962,3.7262042,1
460017814,460017782,0.4953203,5.1880565e-05,-0.238248,3.593215,0.001755225,3.5559685,1
460117508,460117476,0.49593696,4.9028888e-05,-0.022099908,3.437342,1.5787584e-05,3.402022,1
460217702,460217672,0.49567968,4.6356836e-05,0.46042132,3.2795784,0.007182081,3.2450979,1
460317599,460317566,0.4954348,4.38628e-05,0.23585393,3.128747,0.001975483,3.096387,1
460417622,460417584,0.49541187,4.153558e-05,0.021135064,2.984525,1.662989e-05,2.9537468,1
460517884,460517852,0.4959137,3.934398e-05,-0.04745272,2.8524826,8.7711545e-05,2.8230739,1
460617805,460617774,0.49564368,3.7281963e-05,0.5881621,2.7231722,0.014114859,2.6960726,1
460717675,460717576,0.49568412,3.5343735e-05,-0.39414796,2.5977473,0.006644758,2.5727375,1
460817715,460817683,0.4958175,3.351665e-05,0.47145176,2.4841998,0.009941353,2.459379,1
460917943,460917911,0.49641067,3.179083e-05,-0.1628738,2.378856,0.0012390584,2.3547032,1
461018036,461018002,0.49619344,3.0159143e-05,0.5536064,2.271486,0.014991657,2.2491422,1
461117840,461117806,0.4961036,2.8625293e-05,0.12648332,2.16717,0.00082022126,2.1456568,1
461217895,461217861,0.49608433,2.7186887e-05,-0.19518864,2.0679631,0.0020470282,2.0474477,1
