timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
564038634,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00020961167,8.371168e-06,4.9771846e-11,-0.2811482,-0.3053941,-9.772156,-0.001331044,0.00024057998,-0.0002571287,44.92653,44.92653
564138679,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00022007804,8.180867e-06,4.9637676e-11,-0.29058287,-0.30257365,-9.77636,-0.0012634322,0.00013242177,0.00016587738,44.960197,44.960197
565058999,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00021187693,8.49663e-06,5.1232185e-11,-0.29453146,-0.30751643,-9.777169,-0.0010599849,-8.899855e-06,-9.8838194e-05,45.17138,45.17138
566074323,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00021452802,8.336345e-06,4.921055e-11,-0.28348374,-0.3068485,-9.77841,-0.0010993524,3.5534501e-06,-0.00015250756,45.024467,45.024467
567004616,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00023830798,8.423484e-06,4.5394855e-11,-0.2843132,-0.30457482,-9.7753,-0.0012654987,-0.00026758446,6.737428e-05,45.122368,45.122368
568019956,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00020177526,8.9551995e-06,5.171131e-11,-0.28657687,-0.30258125,-9.778514,-0.0009981793,0.00040891793,-0.00032811624,45.122368,45.122368
569050281,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00018663399,8.353799e-06,5.154485e-11,-0.28680214,-0.29616246,-9.776353,-0.0015310212,-0.00020608466,-2.4168625e-05,45.024467,45.024467
570070606,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00019304885,8.674146e-06,5.3289446e-11,-0.28886437,-0.30711594,-9.772941,-0.0010737453,0.00015072859,-0.0002082046,45.122368,45.122368
571080927,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00020093012,8.742281e-06,4.684151e-11,-0.28864756,-0.30358443,-9.775184,-0.0008985005,9.286532e-06,7.571684e-05,45.17138,45.17138
572001228,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.0013299717,0.00017819714,3.771226e-08,-0.26073542,-0.2312367,-9.762344,-0.003960105,2.3177694e-05,-0.005499427,45.22028,45.22028
573021570,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.003911309,0.0003501473,5.8348245e-08,-0.25579703,-0.27804387,-9.735229,-0.0046095746,0.00022902778,0.0027629472,45.122368,45.122368
574041896,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.00446216,0.0007494326,1.5853254e-07,-0.3611099,-0.4453968,-9.978976,-0.08787933,0.004055744,-0.095774,45.22028,45.22028
575057323,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.0069936696,0.0016752221,2.678542e-06,-0.40502983,-0.31080058,-9.764781,0.022730371,-0.014014337,-0.09036775,45.122368,45.122368
576067618,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.006343917,0.0014498644,8.189615e-07,-0.22850592,-0.41666564,-9.638301,0.007880449,0.044807643,0.06563637,45.122368,45.122368
576987856,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.0054722573,0.001166477,3.5315566e-07,-0.34915915,-0.19904426,-9.8639345,0.023855893,-0.010013871,0.01706382,45.17138,45.17138
578013257,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.0054797027,0.001242563,8.2288324e-07,-0.31410494,-0.38765875,-10.148589,0.038688187,-0.0030884868,0.06803304,44.92653,44.92653
579043535,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.005831951,0.0013245586,3.6021495e-07,-0.34773275,-0.2227792,-9.743289,0.02866436,0.042697724,-0.00021269411,45.122368,45.122368
580073876,3932170,3932170,0,0,0,0,0,799.7867,799.7867,3998.9336,7997.867,0.0054743723,0.0011909554,2.3741009e-07,-0.30253887,-0.22777455,-9.623375,-0.08574219,0.06446569,-0.011614156,45.36719,45.36719
