timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
564083212,564083073,-0.71263427,-0.027047804,-0.010644263,-0.70093334,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
564087725,564087580,-0.71263474,-0.027045265,-0.010638945,-0.7009331,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
564584121,564583749,-0.7125828,-0.026936749,-0.010688618,-0.7009893,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
565084576,565084446,-0.7126068,-0.026913399,-0.010773031,-0.7009645,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
565585456,565585324,-0.7126274,-0.026801163,-0.010748661,-0.70094824,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
566085889,566085734,-0.7125703,-0.026764324,-0.010786705,-0.7010071,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
566586537,566586396,-0.712633,-0.026710104,-0.010639716,-0.7009477,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
567087216,567082546,-0.7126619,-0.026701301,-0.010464928,-0.7009212,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
567583663,567583458,-0.7127222,-0.026699314,-0.01055982,-0.70085865,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
568085562,568083960,-0.7127845,-0.026670763,-0.010541492,-0.70079654,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
568584676,568584538,-0.71286184,-0.02684072,-0.010600277,-0.70071054,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
569085593,569085258,-0.71283716,-0.026910044,-0.010806517,-0.7007299,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
569586003,569585869,-0.7128532,-0.026942646,-0.010903916,-0.7007108,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
570086887,570086758,-0.71273935,-0.026787627,-0.0107622305,-0.7008347,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
570587370,570587246,-0.71261495,-0.026671704,-0.0105119655,-0.70096946,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
571087999,571087866,-0.7125856,-0.026560493,-0.010434752,-0.70100456,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
571584145,571584020,-0.7126237,-0.026443617,-0.01033781,-0.7009717,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
572085061,572084919,-0.71244365,-0.026964597,-0.010032242,-0.7011394,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
572585488,572585352,-0.7128258,-0.02682774,-0.010197835,-0.7007537,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
573082419,573081506,-0.7129889,-0.026583772,-0.009890974,-0.70060146,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
573587092,573586733,-0.7134777,-0.02636534,-0.008107433,-0.7001348,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
574087475,574087349,-0.7232734,-0.019974364,-0.0018352562,-0.6902704,0.9999709,2.3044945e-10,9.677802e-10,-0.007634923,2
