timestamp,speed_xy,speed_up,speed_down,want_takeoff
168857271,5.0,3.0,1.0,0
168876980,5.0,3.0,1.0,0
169857411,5.0,3.0,1.0,0
170877341,5.0,3.0,1.0,0
171877711,5.0,3.0,1.0,0
172857867,5.0,3.0,1.0,0
173858054,5.0,3.0,1.0,0
