timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
438345646,438344646,396825,-0.02968071,-0.31002474,0.21076538,3
438366916,438365880,396825,-0.03053493,-0.30984324,0.21339923,3
438836251,438835284,396825,-0.02692962,-0.3101493,0.20863438,3
439348578,439347603,396825,-0.031525955,-0.31113714,0.21767375,3
439839039,439838073,396825,-0.026275141,-0.31015036,0.20852186,3
440350444,440349478,396825,-0.028909843,-0.31193924,0.21720353,3
440840920,440839932,396825,-0.031509183,-0.30934402,0.20944221,3
441331745,441330776,396825,-0.05783251,-0.3013484,0.19183052,3
441843085,441842086,396825,-0.030351968,-0.31181684,0.21910948,3
442333578,442332611,396825,-0.0314725,-0.31139463,0.22510506,3
442845668,442844693,396825,-0.03200644,-0.3044786,0.1997227,3
443335711,443334745,396825,-0.025487483,-0.31027177,0.20672843,3
443847442,443846476,396825,-0.028758094,-0.30946857,0.2073112,3
444337950,444336985,396825,-0.04702603,-0.30086818,0.1858479,3
444849666,444848690,396825,-0.033494875,-0.31352767,0.21795104,3
445340040,445339075,396825,-0.02659308,-0.30885434,0.2044724,3
445830881,445829917,396825,-0.047227595,-0.30148554,0.18834911,3
446342769,446341690,396825,-0.025940422,-0.30965328,0.20433976,3
446832740,446831769,396825,-0.029024404,-0.30922794,0.21067294,3
447344778,447343813,396825,-0.047495734,-0.30204278,0.19169076,3
447835569,447834600,396825,-0.028238589,-0.3101472,0.20885944,3
448347290,448346310,396825,-0.027216358,-0.31329754,0.22018747,3
448838030,448837064,396825,-0.041923318,-0.30075628,0.18662852,3
449349769,449348799,396825,-0.028046502,-0.30813134,0.21467015,3
449840234,449839268,396825,-0.028253535,-0.3111424,0.21711108,3
450351905,450350941,396825,-0.024345217,-0.31373975,0.22464733,3
450842719,450841745,396825,-0.018959418,-0.3120754,0.21383464,3
451332816,451331822,396825,-0.021327812,-0.3141049,0.21915458,3
451844580,451843591,396825,-0.034198467,-0.32244927,0.19384763,3
452335627,452334624,396825,0.078921996,-0.31882212,0.24896568,3
452847740,452846763,396825,0.114159025,-0.2747113,0.3358842,3
453337813,453336848,396825,0.09148467,-0.26049283,0.33766335,3
453849893,453848926,396825,0.10425407,-0.26724836,0.36342886,3
454340348,454339387,396825,0.08818661,-0.256541,0.4037002,3
454830492,454829508,396825,0.09738509,-0.25755963,0.3772693,3
455342463,455341490,396825,0.09916272,-0.24022317,0.39643866,3
455833328,455832360,396825,0.09462931,-0.24286696,0.40459743,3
456344693,456343688,396825,0.07678622,-0.23607755,0.40204617,3
456835112,456834140,396825,0.09784281,-0.24500844,0.39654315,3
457346916,457345950,396825,0.10176789,-0.24581265,0.39584783,3
457837283,457836286,396825,0.08231317,-0.2421178,0.37280813,3
458349004,458348012,396825,0.10391465,-0.25317737,0.39280802,3
458840095,458839101,396825,0.098826885,-0.2522941,0.3837758,3
459330252,459329267,396825,0.09182077,-0.23869278,0.40766937,3
459841981,459841016,396825,0.09967711,-0.24868347,0.38951418,3
460332541,460331541,396825,0.09673539,-0.24438892,0.394267,3
460844170,460843201,396825,0.07484355,-0.23807341,0.38577998,3
461334613,461333621,396825,0.095113955,-0.24069712,0.39050287,3
461846324,461845357,396825,0.08579431,-0.2509347,0.39349794,3
462336853,462335889,396825,0.0982328,-0.24397092,0.39981243,3
462848297,462847323,396825,0.09395841,-0.25004703,0.40452906,3
463339237,463338273,396825,0.10251338,-0.24627712,0.3783313,3
463851063,463850096,396825,0.08501593,-0.23420323,0.37171856,3
464341456,464340484,396825,0.10417094,-0.22862306,0.39090976,3
464831933,464830949,396825,0.10612542,-0.21999513,0.36679837,3
465343717,465342747,396825,0.09276073,-0.20137317,0.40598014,3
465834068,465833096,396825,0.093766354,-0.19369607,0.40186635,3
466346147,466345174,396825,0.08843688,-0.21098389,0.39489317,3
466836657,466835688,396825,0.07964438,-0.2240965,0.39110446,3
467348322,467347350,396825,0.081405155,-0.23629086,0.37642312,3
467838446,467837475,396825,0.09270426,-0.24122505,0.33960152,3
468350512,468349524,396825,0.08971078,-0.24849577,0.36061642,3
468841064,468840099,396825,0.06928545,-0.24270597,0.3336599,3
469331533,469330557,396825,0.09377762,-0.25266346,0.3904265,3
469843454,469842464,396825,0.09086165,-0.25520694,0.41072157,3
470333967,470333004,396825,0.08578919,-0.25871637,0.38502523,3
470845666,470844694,396825,0.07648853,-0.24401319,0.41347867,3
471336081,471335112,396825,0.081220634,-0.22538601,0.4280359,3
471847856,471846889,396825,0.047332443,-0.24944867,0.43076336,3
472337971,472337002,396825,0.04227492,-0.25196284,0.39681542,3
472849664,472848691,396825,0.040825773,-0.2881576,0.3481463,3
473340237,473339274,396825,0.034259386,-0.30310982,0.340618,3
473852240,473851234,396825,0.028569594,-0.35980296,0.29546326,3
474342360,474341393,396825,0.025416436,-0.37707713,0.2773594,3
474832838,474831839,396825,0.0016059643,-0.36777282,0.24445505,3
475344545,475343581,396825,0.014373206,-0.36993828,0.27861288,3
475834559,475833596,396825,0.020197332,-0.37527558,0.2700281,3
476346333,476345369,396825,0.015608804,-0.36583924,0.24706215,3
476837182,476836218,396825,0.019232202,-0.37078688,0.2661716,3
477348496,477347532,396825,0.017910112,-0.37098208,0.2746684,3
477839295,477838318,396825,0.0021138233,-0.3624629,0.26270756,3
478351407,478350425,396825,0.0013891131,-0.36399746,0.26362038,3
478841484,478840518,396825,0.0172724,-0.36918795,0.26654938,3
479353224,479352172,396825,0.017915586,-0.36858842,0.2747287,3
479843706,479842689,396825,0.016473463,-0.368466,0.2766346,3
480334120,480333145,396825,0.01943741,-0.3685737,0.2637106,3
480845926,480844940,396825,-0.01136221,-0.36188355,0.26172915,3
481336587,481335622,396825,0.020533528,-0.36859262,0.27427855,3
481848378,481847410,396825,0.019222727,-0.3693884,0.27448353,3
482338849,482337825,396825,-0.0006776075,-0.36188355,0.24913554,3
