timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
2090551783,2090550769,0,nan,nan,0.03718127,0.38993606,-0.19767734,0.032016408,0.38936266,-3.794374,0.0031780554,-0.0025174534,0.0015715896,0.0013935246,0.0071376646,-0.020213524,-0.0050008614,0.0074399225,0.0005412571,0.016040996,1.5036376,-0.0031540394,nan,0.1,0.047149733,0.03139323,0.07238391,0.043790214,inf,inf,inf,inf,1,1,1,1,3,2,2,2,3,0,0,1,0
2090561923,2090560772,0,nan,nan,0.037200537,0.38992062,-0.19767107,0.032016408,0.38936266,-3.794374,0.003106656,-0.0023364637,0.0015545544,0.0013700327,0.0071376646,-0.020213524,-0.0050008614,-0.01733173,0.017793864,-0.0054182517,1.5036485,-0.0031540394,nan,0.1,0.045207467,0.030241918,0.070587605,0.042851612,inf,inf,inf,inf,1,1,1,1,3,2,2,2,3,0,0,1,0
2090651668,2090650821,0,nan,nan,0.03738536,0.3898059,-0.19763216,0.032016408,0.38936266,-3.794374,0.0034825092,-0.0021853016,0.0015240181,0.0012818512,0.0071376646,-0.020213524,-0.0050008614,-0.0020641864,-0.014807403,0.004095573,1.503654,-0.0031540394,nan,0.1,0.045226738,0.03026492,0.070501946,0.042816814,inf,inf,inf,inf,1,1,1,1,3,2,2,2,3,0,0,1,0
2090751771,2090750867,0,nan,nan,0.03759742,0.38965702,-0.19757393,0.032016408,0.38936266,-3.794374,0.0035784007,-0.002684219,0.0015748374,0.0012636125,0.0071376646,-0.020213524,-0.0050008614,-0.011235638,-0.0081140995,0.0006001851,1.503661,-0.0031540394,nan,0.1,0.04576719,0.030599259,0.07090852,0.043038186,inf,inf,inf,inf,1,1,1,1,3,2,2,2,3,0,0,1,0
2090852138,2090850914,0,nan,nan,0.037797168,0.38952783,-0.19755416,0.032016408,0.38936266,-3.794374,0.0038504172,-0.0023241236,0.0015655202,0.0011783845,0.0071376646,-0.020213524,-0.0050008614,-0.01317889,0.01285252,0.0018660969,1.5036966,-0.0031540394,nan,0.1,0.044096094,0.02959845,0.06941787,0.042244717,inf,inf,inf,inf,1,1,1,1,3,2,2,2,3,0,0,1,0
2090951943,2090950962,0,nan,nan,0.038009956,0.38944632,-0.19752115,0.032016408,0.38936266,-3.794374,0.0040774075,-0.0021856762,0.0020910609,0.0016300051,0.0071376646,-0.020213524,-0.0050008614,-0.010362247,0.013044965,0.028062744,1.5037262,-0.0031540394,nan,0.1,0.044780705,0.030008225,0.070084706,0.04259276,inf,inf,inf,inf,1,1,1,1,3,2,2,2,3,0,0,1,0
2091051804,2091051009,0,nan,nan,0.03819046,0.38939643,-0.19746527,0.032016408,0.38936266,-3.794374,0.0042793564,-0.0021462797,0.002241948,0.001710008,0.0071376646,-0.020213524,-0.0050008614,-0.00094196363,0.0083491625,0.017111361,1.5037564,-0.0031540394,nan,0.1,0.04550116,0.03043699,0.070780255,0.042955525,inf,inf,inf,inf,1,1,1,1,3,2,2,2,3,0,0,1,0
2091152011,2091151058,0,nan,nan,0.03836057,0.38938665,-0.19739982,0.032016408,0.38936266,-3.794374,0.004301208,-0.002040267,0.0021206134,0.0015164475,0.0071376646,-0.020213524,-0.0050008614,0.012437147,0.014450226,0.00041830525,1.5037395,-0.0031540394,nan,0.1,0.04405707,0.029559782,0.0695855,0.042312264,inf,inf,inf,inf,1,1,1,1,3,2,2,2,3,0,0,1,0
2091252066,2091251106,0,nan,nan,0.038505275,0.3894049,-0.1973512,0.032016408,0.38936266,-3.794374,0.00451887,-0.0021616926,0.0019626347,0.0012933563,0.0071376646,-0.020213524,-0.0050008614,0.030474205,-0.013166921,0.0078879325,1.5037589,-0.0031540394,nan,0.1,0.04486807,0.030039506,0.070381835,0.042730074,inf,inf,inf,inf,1,1,1,1,3,2,2,2,3,0,0,1,0
2091352227,2091351157,0,nan,nan,0.038663927,0.38940236,-0.19734019,0.032016408,0.38936266,-3.794374,0.004575202,-0.0026178996,0.001788259,0.0010541762,0.0071376646,-0.020213524,-0.0050008614,-0.014896483,-0.012810462,0.0074944044,1.5037332,-0.0031540394,nan,0.1,0.04348566,0.029200563,0.06918603,0.042092297,inf,inf,inf,inf,1,1,1,1,3,2,2,2,3,0,0,1,0
