timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
85738787,85738621,4259850,4325386,2.6213487e-05,4.9032355e-05,1.2933039e-05,-0.0018447689,-0.0021159567,-0.057122514,4828,5825,0,2
85743193,85742815,4259850,4325386,2.3674762e-05,4.7385984e-05,-3.4805536e-05,-0.0011011112,-0.0014049408,-0.043131478,4194,4379,0,2
86243550,86243410,4259850,4325386,0.00017203379,-0.00014988666,0.00058968144,-0.0028347732,-0.0022637153,-0.04614174,4510,4330,0,2
86744113,86744008,4259850,4325386,-0.00033562482,-1.9009363e-05,8.264706e-05,-0.0013307463,-0.00079621765,-0.045535408,4510,4373,0,2
87244728,87244610,4259850,4325386,0.00014302999,6.6789016e-06,-7.23796e-05,-0.0029147293,-0.0016143518,-0.04305727,4512,4373,0,2
87736523,87736406,4259850,4325386,-0.0014755237,-0.0007144403,-0.003266652,-0.006110375,-0.0038008937,-0.048252948,4728,4324,0,2
88241702,88241496,4259850,4325386,7.561549e-05,-0.00031161678,-0.0007253117,-0.00056406617,-0.0029644393,-0.040291753,4707,4364,0,2
88743635,88741898,4259850,4325386,0.0024262643,0.00025679023,0.0003467154,-0.0003023116,-0.008970602,-0.03715117,4460,4375,0,2
89242602,89242498,4259850,4325386,-0.0008982137,0.00034123848,0.00036209804,-0.00022119269,0.002153609,-0.04345348,4508,4373,0,2
89743795,89743099,4259850,4325386,-0.00055965094,3.9207614e-05,0.00015287391,0.0037244153,-0.0012913648,-0.042415183,4510,4374,0,2
90243830,90243705,4259850,4325386,0.0014653157,-8.900537e-06,0.00030488533,-0.0016293343,-0.0012631648,-0.041342575,4405,4448,0,2
90744530,90744422,4259850,4325386,0.0018285556,-0.000623735,3.023938e-05,0.0030668576,0.007992523,-0.056321606,4625,5858,0,2
91240798,91240690,4259850,4325386,0.00016503358,0.000401068,0.00019491206,-0.0009913738,-0.0009099059,-0.058990255,4808,5831,0,2
91741111,91740994,4259850,4325386,0.0002189037,-0.00018076664,0.0001160986,-0.0017945896,-0.0015016021,-0.04330827,4464,4375,0,2
92241754,92241595,4259850,4325386,-0.0012060356,-0.00029466936,0.00022676587,-0.0007767454,-0.0038073908,-0.060138863,4502,5768,0,2
92742330,92742226,4259850,4325386,0.00034216608,-0.00034625802,-5.102005e-05,-0.002266635,-0.0043506334,-0.04203577,4542,4550,0,2
93242909,93242798,4259850,4325386,-0.00030010738,5.4751585e-05,0.00012898998,-0.0007129563,-0.0028927498,-0.04185988,4301,4373,0,2
93744455,93743574,4259850,4325386,0.0023365412,-0.0011540379,0.00017750588,-0.001225703,0.0026342827,-0.055567846,4686,5702,0,2
94244549,94244004,4259850,4325386,0.00039632944,-0.00034624763,-0.00035585905,-0.0026752942,0.0033088557,-0.05512166,4466,5831,0,2
94740198,94740091,4259850,4325386,-0.001040877,0.00021676545,0.0001600364,-0.0025533698,0.0007203414,-0.04452289,4456,4379,0,2
95240799,95240695,4259850,4325386,-0.0009913478,-0.00016708666,2.8762832e-05,-0.0015803298,-0.0015032503,-0.043035883,4393,4372,0,2
95741554,95741387,4259850,4325386,4.4328714e-05,0.000430393,-2.2832442e-05,-0.0037015658,-0.005941422,-0.05784596,4602,5826,0,2
96243506,96241896,4259850,4325386,0.0034446646,-0.0013441567,0.0001537077,-0.0006827606,-0.0016125335,-0.04047796,4508,4101,0,2
