timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
563333906,800000.0,1.0,23764.281,0.0,217681,1098,3538.7454,29230,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
564090228,800000.0,1.0,23610.33,0.0,217967,1098,3534.6716,29264,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
564331983,800000.0,1.0,23610.33,0.0,218065,1098,3534.6716,29276,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
565331948,800000.0,1.0,21951.48,0.0,218481,1098,3543.4946,29322,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
566331357,800000.0,1.0,23751.887,0.0,218893,1098,3533.9316,29368,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
567332140,800000.0,1.0,23737.738,0.0,219311,1098,3534.3474,29415,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
568331763,800000.0,1.0,23633.127,0.0,219729,1098,3577.3042,29461,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
570082326,800000.0,1.0,23634.762,0.0,220465,1098,5800.7065,29587,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
571082533,800000.0,1.0,23781.61,0.0,220882,1098,6137.383,29673,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
571330212,800000.0,1.0,23781.61,0.0,220981,1098,6137.383,29694,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
573084225,800000.0,1.0,23916.273,0.0,221719,1098,6145.3,29847,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
573332660,800000.0,1.0,23916.273,0.0,221817,1098,6145.3,29869,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
575083223,800000.0,1.0,23929.96,0.0,222553,1098,6145.2197,30019,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
576081064,800000.0,1.0,24326.178,0.0,222971,1098,6143.014,30104,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
576330605,800000.0,1.0,24326.178,0.0,223069,1098,6143.014,30127,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
578087758,800000.0,1.0,23848.064,0.0,223807,1098,6262.796,30278,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
578331170,800000.0,1.0,23848.064,0.0,223905,1098,6262.796,30300,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
580082932,800000.0,1.0,23804.404,0.0,224641,1098,5448.864,30450,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
