timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
564084806,0.0,0.0,0.0,0.0
564087297,0.0,0.0,0.0,0.0
564287361,0.0,0.0,0.0,0.0
564486177,0.0,0.0,0.0,0.0
564686248,0.0,0.0,0.0,0.0
564886307,0.0,0.0,0.0,0.0
565085112,0.0,0.0,0.0,0.0
565285191,0.0,0.0,0.0,0.0
565487744,0.0,0.0,0.0,0.0
565687807,0.0,0.0,0.0,0.0
565886637,0.0,0.0,0.0,0.0
566086697,0.0,0.0,0.0,0.0
566285510,0.0,0.0,0.0,0.0
566485566,0.0,0.0,0.0,0.0
566684460,0.0,0.0,0.0,0.0
566884445,0.0,0.0,0.0,0.0
567087010,0.0,0.0,0.0,0.0
567287086,0.0,0.0,0.0,0.0
567485889,0.0,0.0,0.0,0.0
567685963,0.0,0.0,0.0,0.0
567884767,0.0,0.0,0.0,0.0
568086087,0.0,0.0,0.0,0.0
568287395,0.0,0.0,0.0,0.0
568487467,0.0,0.0,0.0,0.0
568686278,0.0,0.0,0.0,0.0
568886342,0.0,0.0,0.0,0.0
569086417,0.0,0.0,0.0,0.0
569285223,0.0,0.0,0.0,0.0
569485290,0.0,0.0,0.0,0.0
569687854,0.0,0.0,0.0,0.0
569886668,0.0,0.0,0.0,0.0
570086728,0.0,0.0,0.0,0.0
570286829,0.0,0.0,0.0,0.0
570485615,0.0,0.0,0.0,0.0
570685688,0.0,0.0,0.0,0.0
570884488,0.0,0.0,0.0,0.0
571088312,0.0,0.0,0.0,0.0
571287119,0.0,0.0,0.0,0.0
571487189,0.0,0.0,0.0,0.0
571685995,0.0,0.0,0.0,0.0
571886066,0.0,0.0,0.0,0.0
572084878,0.0,0.0,0.0,0.0
572284949,0.0,0.0,0.0,0.0
572487524,0.0,0.0,0.0,0.0
572687575,0.0,0.0,0.0,0.0
572886391,0.0,0.0,0.0,0.0
573086456,0.0,0.0,0.0,0.0
573285271,0.0,0.0,0.0,0.0
573485329,-0.002524382,0.002205212,-0.0064993533,0.0
