timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
564083672,564083328,3932170,3932170,-5.0347458e-06,-5.161954e-07,3.937419e-06,-0.001508529,-0.0015290398,-0.049121615,5010,5010,0,3
564088701,564088325,3932170,3932170,-7.402947e-07,2.209989e-06,-1.3833999e-06,-0.0014457846,-0.0015854778,-0.048798285,4997,4997,0,3
564583852,564583480,3932170,3932170,-4.2968754e-06,-8.098092e-06,8.892956e-07,-0.0014920958,-0.0014150905,-0.048863165,5002,5002,0,3
565083956,565083640,3932170,3932170,-4.728252e-06,-4.951677e-07,-5.1451775e-06,-0.0014729566,-0.0015560088,-0.048935324,5001,5001,0,3
565584188,565583805,3932170,3932170,-9.073791e-06,-2.8043764e-06,3.1674347e-07,-0.0015173806,-0.0015958349,-0.048994288,5005,5005,0,3
566084332,566083964,3932170,3932170,3.896196e-06,-4.285926e-06,-2.1104036e-06,-0.0014031195,-0.0014541605,-0.048957735,5004,5004,0,3
566584434,566584123,3932170,3932170,-1.4443813e-06,2.6699843e-06,-2.0832442e-06,-0.001376149,-0.0014068894,-0.048826594,5002,5002,0,3
567084601,567084285,3932170,3932170,-3.7066147e-06,-8.567829e-06,-5.2070745e-06,-0.0013996643,-0.0015805103,-0.049021035,5002,5002,0,3
567584829,567584451,3932170,3932170,-2.5102415e-06,8.8491123e-07,9.533485e-07,-0.0014870503,-0.0014868729,-0.04897165,5007,5007,0,3
568085015,568084611,3932170,3932170,-4.939958e-06,-3.291514e-06,2.5000008e-06,-0.0014271165,-0.0015122826,-0.049012978,5006,5006,0,3
568585093,568584772,3932170,3932170,-6.908252e-06,2.6969492e-06,-6.356208e-06,-0.0014176118,-0.0015283123,-0.04887874,5003,5003,0,3
569085340,569084932,3932170,3932170,-8.704006e-06,-2.9639207e-06,-4.6228342e-06,-0.0014974066,-0.0015228026,-0.049001716,5003,5003,0,3
