timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
280249172,3932170,3932170,4259850,0,0,0.041122016,0.041122034,0.0,0.0,3932170,3932170,4325386,0,0,0.0036335732,0.0036335732,0.0,0.0,1,1,0,0,1,1,0,0
280254136,3932170,3932170,4259850,0,0,0.041827418,0.041827414,0.0,0.0,3932170,3932170,4325386,0,0,0.0037920643,0.0037920643,0.0,0.0,1,1,0,0,1,1,0,0
280449183,3932170,3932170,4259850,0,0,0.04316799,0.043167967,0.0,0.0,3932170,3932170,4325386,0,0,0.0037815615,0.0037815615,0.0,0.0,1,1,0,0,1,1,0,0
280649228,3932170,3932170,4259850,0,0,0.04222387,0.042223863,0.0,0.0,3932170,3932170,4325386,0,0,0.0041370974,0.0041370974,0.0,0.0,1,1,0,0,1,1,0,0
280849315,3932170,3932170,4259850,0,0,0.045228183,0.045228235,0.0,0.0,3932170,3932170,4325386,0,0,0.00403901,0.00403901,0.0,0.0,1,1,0,0,1,1,0,0
281049322,3932170,3932170,4259850,0,0,0.040055107,0.040055033,0.0,0.0,3932170,3932170,4325386,0,0,0.0034555055,0.0034555055,0.0,0.0,1,1,0,0,1,1,0,0
281249377,3932170,3932170,4259850,0,0,0.04521658,0.045216605,0.0,0.0,3932170,3932170,4325386,0,0,0.004258852,0.004258852,0.0,0.0,1,1,0,0,1,1,0,0
281449452,3932170,3932170,4259850,0,0,0.04529076,0.045290735,0.0,0.0,3932170,3932170,4325386,0,0,0.004432635,0.004432635,0.0,0.0,1,1,0,0,1,1,0,0
281649455,3932170,3932170,4259850,0,0,0.0416977,0.04169773,0.0,0.0,3932170,3932170,4325386,0,0,0.00423953,0.00423953,0.0,0.0,1,1,0,0,1,1,0,0
281849517,3932170,3932170,4259850,0,0,0.042290527,0.042290527,0.0,0.0,3932170,3932170,4325386,0,0,0.004206377,0.004206377,0.0,0.0,1,1,0,0,1,1,0,0
282049545,3932170,3932170,4259850,0,0,0.04094169,0.040941615,0.0,0.0,3932170,3932170,4325386,0,0,0.0037979865,0.0037979865,0.0,0.0,1,1,0,0,1,1,0,0
282249666,3932170,3932170,4259850,0,0,0.041361783,0.041361757,0.0,0.0,3932170,3932170,4325386,0,0,0.004147808,0.004147808,0.0,0.0,1,1,0,0,1,1,0,0
282449739,3932170,3932170,4259850,0,0,0.04217962,0.042179707,0.0,0.0,3932170,3932170,4325386,0,0,0.0042407652,0.0042407657,0.0,0.0,1,1,0,0,1,1,0,0
282649788,3932170,3932170,4259850,0,0,0.040925838,0.04092584,0.0,0.0,3932170,3932170,4325386,0,0,0.0039146356,0.0039146356,0.0,0.0,1,1,0,0,1,1,0,0
282849801,3932170,3932170,4259850,0,0,0.04321873,0.043218713,0.0,0.0,3932170,3932170,4325386,0,0,0.0037278866,0.0037278866,0.0,0.0,1,1,0,0,1,1,0,0
283049870,3932170,3932170,4259850,0,0,0.041165967,0.041166008,0.0,0.0,3932170,3932170,4325386,0,0,0.0041721296,0.0041721296,0.0,0.0,1,1,0,0,1,1,0,0
283249829,3932170,3932170,4259850,0,0,0.04269177,0.04269174,0.0,0.0,3932170,3932170,4325386,0,0,0.0038036772,0.003803677,0.0,0.0,1,1,0,0,1,1,0,0
283449893,3932170,3932170,4259850,0,0,0.039783973,0.03978402,0.0,0.0,3932170,3932170,4325386,0,0,0.003730897,0.003730897,0.0,0.0,1,1,0,0,1,1,0,0
