timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
425307382,425306284,3932170,-0.002813363,0.0003045248,-0.00018630359,0.34906584,1.8280888e-09,1.828238e-09,3.3144647e-09,3932170,-0.0034594717,0.010021668,0.018039098,0.4,7.38827e-06,7.391809e-06,4.99855e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
451975227,451974182,3932170,-0.0023136502,0.0002402918,8.0249345e-07,0.34906584,1.8300775e-09,1.8303099e-09,3.3155314e-09,3932170,-0.0033525997,0.010702276,0.01893076,0.4,7.171946e-06,7.1752793e-06,4.9985015e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
452105260,452104246,3932170,-0.0023102625,0.0002392648,4.952969e-06,0.34906584,1.8317837e-09,1.8320264e-09,3.3135934e-09,3932170,-0.003225955,0.011022706,0.019962907,0.4,7.0770557e-06,7.0803035e-06,4.9984824e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
452185177,452184245,3932170,-0.0023084495,0.00023754143,6.7504006e-06,0.34906584,1.8325346e-09,1.8327859e-09,3.3151963e-09,3932170,-0.0030184162,0.011229831,0.021277878,0.4,7.0054552e-06,7.00864e-06,4.9985024e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
452265206,452264269,3932170,-0.002306783,0.00023462978,1.1139259e-05,0.34906584,1.8335208e-09,1.8337828e-09,3.3146423e-09,3932170,-0.0026644631,0.011429166,0.022773204,0.4,6.92904e-06,6.9321595e-06,4.998478e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
452355229,452354297,3932170,-0.00230643,0.00023134361,1.3504801e-05,0.34906584,1.8354639e-09,1.8357376e-09,3.3151017e-09,3932170,-0.0022637118,0.011499524,0.024009736,0.4,6.844982e-06,6.848032e-06,4.9984938e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
452435307,452434322,3932170,-0.0023070176,0.00022745166,1.2880453e-05,0.34906584,1.836699e-09,1.8369829e-09,3.3145533e-09,3932170,-0.0017893832,0.011479319,0.02519856,0.4,6.759178e-06,6.7621586e-06,4.9985038e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
452525348,452524350,3932170,-0.0023083421,0.00022311471,1.185179e-05,0.34906584,1.8390595e-09,1.8393523e-09,3.3149852e-09,3932170,-0.0012484561,0.011381446,0.02638697,0.4,6.670383e-06,6.6732896e-06,4.9985038e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
452605478,452604373,3932170,-0.0023105363,0.00021926068,1.0730591e-05,0.34906584,1.8405794e-09,1.8408776e-09,3.3144065e-09,3932170,-0.00075101235,0.011180399,0.027441675,0.4,6.5804484e-06,6.583281e-06,4.9984956e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
452725585,452724409,3932170,-0.0023148851,0.0002145787,4.7300596e-06,0.34906584,1.8433651e-09,1.8436651e-09,3.3135372e-09,3932170,-0.00014143832,0.01075287,0.028499747,0.4,6.449278e-06,6.4520027e-06,4.998496e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
452935407,452934473,3932170,-0.0023234861,0.00021180118,-2.6825564e-06,0.34906584,1.8496222e-09,1.8499068e-09,3.3150602e-09,3932170,0.00027145926,0.009756869,0.027949981,0.4,6.2381664e-06,6.2407285e-06,4.998269e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
453065650,453064514,3932170,-0.0023281046,0.00021270255,-6.0183957e-06,0.34906584,1.8544388e-09,1.854704e-09,3.31323e-09,3932170,0.00020672393,0.009174796,0.026644785,0.4,6.1212972e-06,6.12378e-06,4.998501e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
453145542,453144537,3932170,-0.0023302892,0.00021428605,-5.7764805e-06,0.34906584,1.8570655e-09,1.8573161e-09,3.3147918e-09,3932170,4.215217e-05,0.008843109,0.025446521,0.4,6.046782e-06,6.0492193e-06,4.998496e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
453225484,453224561,3932170,-0.002331686,0.0002163412,-4.2588617e-06,0.34906584,1.8599093e-09,1.8601432e-09,3.3142464e-09,3932170,-0.00018609675,0.0085804,0.024142947,0.4,5.9768563e-06,5.9792555e-06,4.998501e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
453315651,453314588,3932170,-0.002332712,0.00021879669,-9.959453e-06,0.34906584,1.863729e-09,1.8639452e-09,3.3147032e-09,3932170,-0.0004957979,0.008345225,0.022683457,0.4,5.9087397e-06,5.9111044e-06,4.9985038e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
453395623,453394620,3932170,-0.0023327726,0.00022155556,-5.7861207e-06,0.34906584,1.8667488e-09,1.8669517e-09,3.3141658e-09,3932170,-0.0008204762,0.008185474,0.021290954,0.4,5.8453643e-06,5.8477017e-06,4.9984983e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
453475868,453474641,3932170,-0.0023321405,0.00022427272,-1.2201592e-06,0.34906584,1.869927e-09,1.870115e-09,3.3136305e-09,3932170,-0.0011547324,0.008094537,0.019919073,0.4,5.786264e-06,5.7885777e-06,4.9984938e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
453565666,453564666,3932170,-0.0023309765,0.00022666703,-1.0505311e-06,0.34906584,1.8741124e-09,1.8742883e-09,3.3140917e-09,3932170,-0.00148988,0.008062437,0.018459417,0.4,5.729987e-06,5.7322827e-06,4.998468e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
453645819,453644690,3932170,-0.0023292871,0.00022881184,-1.5065485e-06,0.34906584,1.8773443e-09,1.87751e-09,3.3135725e-09,3932170,-0.0018215786,0.008083643,0.016959274,0.4,5.676806e-06,5.679087e-06,4.998477e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
453725710,453724714,3932170,-0.0023270342,0.00023058745,9.828544e-07,0.34906584,1.8807005e-09,1.8808546e-09,3.3151955e-09,3932170,-0.0021209028,0.008169198,0.015661746,0.4,5.627467e-06,5.629736e-06,4.9984938e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
453855819,453854752,3932170,-0.0023229986,0.0002325926,-1.7961656e-06,0.34906584,1.8866837e-09,1.8868263e-09,3.3132865e-09,3932170,-0.0025318111,0.008395964,0.014526308,0.4,5.5582864e-06,5.5605437e-06,4.998492e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
454105980,454104830,3932170,-0.0023126085,0.00023725333,3.957392e-06,0.34906584,1.8975324e-09,1.8976631e-09,3.314857e-09,3932170,-0.003346514,0.009004299,0.015189815,0.4,5.440149e-06,5.442398e-06,4.998489e-06,396825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
