timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
2090551934,2090551226,4259850,4325386,-1.7007022e-05,2.5694679e-05,-1.5624204e-05,-0.0008114752,-0.0017381716,-0.044500664,4511,4544,0,2
2090556419,2090556050,4259850,4325386,3.3918892e-05,5.6202465e-05,-1.3652781e-05,-0.0006438593,-0.0016025688,-0.04068046,4824,4162,0,2
2091052193,2091051996,4259850,4325386,1.3894101e-05,1.7675737e-05,-1.1035102e-05,-0.00094041036,-0.0017070081,-0.056725204,4471,5784,0,2
2091552915,2091552763,4259850,4325386,2.0901589e-05,2.5028648e-05,2.3378695e-06,-0.001105092,-0.002110891,-0.057589162,4562,5857,0,2
2092053495,2092053384,4259850,4325386,4.0757608e-05,7.572365e-06,6.2567424e-06,-0.0009058935,-0.0016834053,-0.042683214,4511,4355,0,2
2092554205,2092554103,4259850,4325386,-2.4626647e-06,-2.2531245e-05,1.39778795e-05,-0.0006288639,-0.0018255453,-0.042664092,4508,4353,0,2
2093054929,2093054824,4259850,4325386,1.332605e-05,-3.787486e-06,-2.7791391e-05,-0.0008551654,-0.0015318075,-0.04255087,4512,4342,0,2
2093551334,2093551230,4259850,4325386,9.049278e-06,2.8792401e-05,-3.5188317e-05,-0.00076481473,-0.0017530699,-0.043826796,4708,4455,0,2
2094053420,2094051799,4259850,4325386,-2.837627e-06,1.5587418e-06,-2.103101e-05,-0.0008015715,-0.0016568528,-0.042815205,4560,4341,0,2
2094552610,2094552470,4259850,4325386,2.0458e-05,4.6011755e-05,-3.0071105e-05,-0.00078408385,-0.0016549545,-0.04260779,4463,4356,0,2
2095054079,2095053216,4259850,4325386,3.6316582e-05,3.8252074e-05,9.430496e-06,-0.0007919703,-0.0016805602,-0.042398397,4536,4321,0,2
2095554235,2095553911,4259850,4325386,1.0959993e-05,-7.489471e-06,1.237998e-05,-0.0007584459,-0.0017498754,-0.042640258,4492,4355,0,2
2096054768,2096054634,4259850,4325386,-1.540429e-05,3.7532733e-05,-1.3579355e-05,-0.0008592102,-0.0017278474,-0.04264621,4506,4354,0,2
2096550963,2096550837,4259850,4325386,2.9689403e-05,4.3750144e-05,-8.600279e-06,-0.00074869656,-0.0016995069,-0.042612955,4400,4353,0,2
2097051806,2097051690,4259850,4325386,-1.1422338e-05,4.3935604e-05,6.4015635e-06,-0.0007957441,-0.0016548139,-0.04265276,4640,4355,0,2
2097552382,2097552278,4259850,4325386,4.1999556e-05,4.3684908e-05,4.482196e-06,-0.0007677929,-0.0013449921,-0.043769524,4466,4468,0,2
2098053100,2098052996,4259850,4325386,2.3625002e-05,3.541183e-05,3.264708e-05,-0.00081049284,-0.001504747,-0.040637247,4513,4156,0,2
2098553830,2098553718,4259850,4325386,1.580071e-05,2.420417e-05,-2.3719262e-05,-0.0008365008,-0.0017500353,-0.042802732,4516,4355,0,2
2099050562,2099050147,4259850,4325386,1.768889e-05,1.8784458e-05,8.153339e-06,-0.000793094,-0.0016964357,-0.04275434,4735,4357,0,2
2099556122,2099555391,4259850,4325386,1.3922557e-06,2.4700373e-06,3.1820382e-05,-0.0010862716,-0.0021365664,-0.05806773,4750,5919,0,2
2100056468,2100055871,4259850,4325386,1.4292376e-05,3.2733937e-05,-1.6844724e-05,-0.000844538,-0.0016323791,-0.04246584,4462,4354,0,2
2100552231,2100552123,4259850,4325386,-9.027025e-06,5.0206813e-06,-7.261072e-06,-0.000811595,-0.0016996044,-0.042594954,4507,4356,0,2
2101052963,2101052849,4259850,4325386,5.1659576e-05,6.0406826e-05,-2.8617553e-06,-0.0009629874,-0.0023291863,-0.056975033,4554,5802,0,2
2101553700,2101553517,4259850,4325386,-2.2166214e-05,1.8390687e-05,-3.164896e-07,-0.0012178093,-0.0023263013,-0.056961887,4510,5818,0,2
2102054395,2102054236,4259850,4325386,3.8568505e-05,3.8302223e-05,-5.746973e-06,-0.00094897446,-0.0022490625,-0.05704828,4510,5805,0,2
2102555111,2102555003,4259850,4325386,1.129131e-05,-1.1580754e-05,2.2106587e-06,-0.0009858153,-0.0018321688,-0.044657644,4427,4554,0,2
2103055928,2103055823,4259850,4325386,1.2591704e-06,-1.140727e-06,-7.906241e-06,-0.00068248843,-0.0016644917,-0.04032269,4614,4104,0,2
2103556500,2103556392,4259850,4325386,-2.0592704e-05,-1.49258e-07,-4.0083974e-06,-0.00068184256,-0.0017281127,-0.042642497,4489,4354,0,2
2104052968,2104052603,4259850,4325386,1.2187218e-05,2.8504257e-05,-1.627862e-05,-0.0007784814,-0.0014151498,-0.042877052,4511,4383,0,2
2104553546,2104553328,4259850,4325386,-6.838164e-06,3.496466e-05,-7.583027e-06,-0.001056614,-0.0015759493,-0.042826053,4272,4356,0,2
2105054401,2105054294,4259850,4325386,-1.7862933e-05,2.3939696e-05,-2.8321985e-05,-0.0007801408,-0.0016485424,-0.04275215,4768,4355,0,2
2105554912,2105554804,4259850,4325386,-5.8803555e-05,-1.9217421e-05,-2.0282807e-05,-0.0009183135,-0.0016551007,-0.04253724,4559,4359,0,2
2106055581,2106055476,4259850,4325386,2.004188e-05,1.5932414e-05,-1.6662963e-05,-0.00080647075,-0.0016203717,-0.042715207,4449,4355,0,2
2106556417,2106556286,4259850,4325386,-7.207473e-06,1.040225e-06,2.7164358e-05,-0.00071691716,-0.0017488934,-0.042766064,4604,4359,0,2
2107057016,2107056911,4259850,4325386,-4.712606e-06,-1.956807e-05,1.2647688e-05,-0.0008118494,-0.0018283295,-0.044503316,4511,4524,0,2
2107553224,2107553119,4259850,4325386,5.4394473e-05,2.9521672e-05,3.4002365e-05,-0.0008737932,-0.0018311375,-0.04472168,4511,4563,0,2
2108049923,2108049490,4259850,4325386,1.8941175e-05,6.752508e-06,-1.23243235e-05,-0.0009495549,-0.002063128,-0.05693838,4672,5807,0,2
2108555676,2108554735,4259850,4325386,8.451952e-06,8.277974e-06,-1.7698318e-06,-0.0012816676,-0.002350849,-0.057147227,4690,5827,0,2
2109056005,2109055277,4259850,4325386,-1.4159358e-05,5.3513168e-06,8.32778e-06,-0.00083329674,-0.0017742862,-0.042691,4463,4353,0,2
2109556331,2109555995,4259850,4325386,2.624911e-05,3.4910023e-05,-1.6369017e-05,-0.0007237346,-0.0017099727,-0.042706013,4514,4360,0,2
2110056942,2110056770,4259850,4325386,-3.8923303e-05,1.3655765e-06,-7.975735e-06,-0.000804104,-0.0016444018,-0.043498594,4564,4434,0,2
