timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
111355913,111355853,4259850,0.62568474,0.038307227,-9.857727,40.5,0,0,0,0,3
111357365,111357307,4259850,0.68953013,0.051076304,-9.870496,40.5,0,0,0,0,3
112357531,112357479,4259850,0.61291564,0.076614454,-9.857727,40.5,0,0,0,0,3
113359185,113359122,4259850,0.61291564,0.012769076,-9.896034,40.5,0,0,0,0,3
114356647,114356591,4259850,0.67676103,0.0,-9.81942,40.5,0,0,0,0,3
115358272,115358216,4259850,0.6512229,0.012769076,-9.844957,40.5,0,0,0,0,3
116358253,116358197,4259850,0.6384538,0.0,-9.81942,40.5,0,0,0,0,3
117357031,117356975,4259850,0.6001466,0.076614454,-9.870496,40.5,0,0,0,0,3
118357285,118357232,4259850,0.6001466,0.076614454,-9.870496,40.5,0,0,0,0,3
119358572,119358517,4259850,0.5873775,0.038307227,-9.832189,40.5,0,0,0,0,3
120358947,120358892,4259850,0.61291564,0.06384538,-9.883265,40.5,0,0,0,0,3
121356047,121355994,4259850,0.62568474,0.0,-9.80665,40.5,0,0,0,0,3
122357721,122357667,4259850,0.57460845,0.051076304,-9.870496,40.5,0,0,0,0,3
123359469,123359415,4259850,0.6639919,0.038307227,-9.832189,40.5,0,0,0,0,3
124355813,124355756,4259850,0.62568474,0.076614454,-9.844957,40.5,0,0,0,0,3
125357457,125357404,4259850,0.5873775,0.025538152,-9.844957,40.5,0,0,0,0,3
126357719,126357659,4259850,0.7150683,0.076614454,-9.870496,40.5,0,0,0,0,3
127358872,127358815,4259850,0.61291564,0.038307227,-9.81942,40.5,0,0,0,0,3
128356164,128356112,4259850,0.6639919,0.051076304,-9.870496,40.5,0,0,0,0,3
129357860,129357807,4259850,0.57460845,0.012769076,-9.81942,40.5,0,0,0,0,3
130358081,130358025,4259850,0.57460845,0.012769076,-9.870496,40.5,0,0,0,0,3
131356960,131356907,4259850,0.5873775,0.025538152,-9.832189,40.5,0,0,0,0,3
132357046,132356987,4259850,0.62568474,0.025538152,-9.844957,40.5,0,0,0,0,3
133357246,133357195,4259850,0.6384538,0.025538152,-9.857727,40.5,0,0,0,0,3
134358929,134358876,4259850,0.6384538,0.076614454,-9.793881,40.5,0,0,0,0,3
135357278,135357226,4259850,0.62568474,0.025538152,-9.896034,40.5,0,0,0,0,3
136357745,136357692,4259850,0.5873775,0.038307227,-9.832189,40.5,0,0,0,0,3
137359446,137359389,4259850,0.7022992,0.076614454,-9.844957,40.5,0,0,0,0,3
138355386,138355331,4259850,0.6384538,0.06384538,-9.844957,40.5,0,0,0,0,3
139357124,139357070,4259850,0.67676103,0.025538152,-9.857727,40.5,0,0,0,0,3
140355867,140355812,4259850,0.68953013,0.0,-10.291875,40.5,0,0,0,0,3
141356032,141355978,4259850,0.49799398,-0.038307227,-10.279106,40.5,0,0,0,0,3
142356283,142356231,4259850,0.68953013,-0.025538152,-9.870496,40.5,0,0,0,0,3
143357335,143357283,4259850,1.6599799,-1.5705963,-7.8019056,41.0,0,0,0,0,3
144358983,144358929,4259850,1.2641386,0.49799398,-9.81942,41.0,0,0,0,0,3
145356233,145356178,4259850,0.6639919,-1.506751,-9.768343,41.0,0,0,0,0,3
146357886,146357834,4259850,0.28091967,-0.11492168,-9.104351,40.5,0,0,0,0,3
147358260,147358208,4259850,1.2386004,0.4724558,-10.304645,40.5,0,0,0,0,3
148359970,148359915,4259850,0.34476507,-0.98321885,-8.951122,40.5,0,0,0,0,3
149357115,149357056,4259850,-0.012769076,-0.62568474,-9.844957,40.5,0,0,0,0,3
150357324,150357270,4259850,1.5833654,-0.3192269,-9.921572,40.5,0,0,0,0,3
151358599,151358547,4259850,1.008757,0.39584136,-9.589576,40.5,0,0,0,0,3
152355683,152355623,4259850,0.5873775,0.06384538,-10.036493,41.0,0,0,0,0,3
153357317,153357262,4259850,1.1109096,-0.49799398,-9.193735,40.5,0,0,0,0,3
154357564,154357513,4259850,0.61291564,-0.6001466,-10.866484,40.5,0,0,0,0,3
155358303,155358252,4259850,1.3662912,-0.51076305,-9.896034,40.5,0,0,0,0,3
156357183,156357127,4259850,0.57460845,0.22984336,-10.521719,40.5,0,0,0,0,3
157357464,157357411,4259850,1.1236787,-0.11492168,-11.096327,40.5,0,0,0,0,3
158359199,158359144,4259850,0.34476507,1.2769076,-9.474654,40.5,0,0,0,0,3
159356135,159356078,4259850,0.57460845,0.34476507,-9.640653,40.5,0,0,0,0,3
160356505,160356451,4259850,0.17876707,-0.842759,-8.797894,40.5,0,0,0,0,3
161358325,161358271,4259850,0.7533755,1.3535221,-10.636641,40.5,0,0,0,0,3
162358694,162358641,4259850,0.17876707,1.7493634,-9.717267,40.5,0,0,0,0,3
163356197,163356143,4259850,-0.21707429,-0.4213795,-10.164185,40.5,0,0,0,0,3
164358100,164358047,4259850,-0.43414858,0.28091967,-11.185711,40.5,0,0,0,0,3
165355556,165355501,4259850,-0.35753414,-0.10215261,-10.726024,40.5,0,0,0,0,3
166356436,166356375,4259850,-0.28091967,0.012769076,-10.3557205,40.5,0,0,0,0,3
167356330,167356276,4259850,1.1364478,-0.089383535,-9.793881,40.5,0,0,0,0,3
168358185,168358131,4259850,0.67676103,-0.24261245,-9.730036,40.5,0,0,0,0,3
169358633,169358570,4259850,0.20430522,0.20430522,-10.074801,40.5,0,0,0,0,3
170357627,170357571,4259850,1.0853715,0.20430522,-10.6877165,40.0,0,0,0,0,3
171359446,171359390,4259850,1.0342952,-0.61291564,-8.299899,40.0,0,0,0,0,3
172359947,172359896,4259850,0.30645782,-1.2002932,-10.534488,40.0,0,0,0,0,3
173356043,173355980,4259850,-4.137181,-1.1364478,7.3166804,40.0,0,0,0,0,3
174357959,174357904,4259850,0.4213795,0.3192269,-8.108363,40.0,0,0,0,0,3
175358007,175357957,4259850,0.7278373,0.30645782,-9.117121,40.0,0,0,0,0,3
176359951,176359896,4259850,0.6639919,0.14045984,-10.036493,40.0,0,0,0,0,3
177356177,177356121,4259850,0.5363012,0.051076304,-9.832189,40.0,0,0,0,0,3
178358109,178358055,4259850,0.5873775,0.038307227,-9.844957,40.0,0,0,0,0,3
179358674,179358615,4259850,0.61291564,0.012769076,-9.781113,40.0,0,0,0,0,3
180356300,180356247,4259850,0.62568474,0.038307227,-9.844957,40.0,0,0,0,0,3
181356892,181356839,4259850,0.5490703,0.025538152,-9.832189,40.0,0,0,0,0,3
182357495,182357436,4259850,0.6639919,0.012769076,-9.870496,40.0,0,0,0,0,3
