timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
280131268,0,0,1,0,0,0,0,0
280640553,0,0,1,0,0,0,0,0
281143719,0,0,1,0,0,0,0,0
281646073,0,0,1,0,0,0,0,0
282150386,0,0,1,0,0,0,0,0
282653737,0,0,1,0,0,0,0,0
283157784,0,0,1,0,0,0,0,0
283665288,0,0,1,0,0,0,0,0
284166751,0,0,1,0,0,0,0,0
284669706,0,0,1,0,0,0,0,0
285173776,0,0,1,0,0,0,0,0
285678786,0,0,1,0,0,0,0,0
286182139,0,0,1,0,0,0,0,0
286688320,0,0,1,0,0,0,0,0
287191649,0,0,1,0,0,0,0,0
287519726,0,0,1,0,0,0,0,0
288026318,0,0,1,0,0,0,0,0
288530063,0,0,1,0,0,0,0,0
289034727,0,0,1,0,0,0,0,0
289540955,0,0,1,0,0,0,0,0
289914363,1,0,1,0,0,0,0,0
289935791,1,0,1,0,0,0,0,0
290436837,1,0,1,0,0,0,0,0
290938789,1,0,1,0,0,0,0,0
291443326,1,0,1,0,0,0,0,0
291952961,1,0,1,0,0,0,0,0
292462855,1,0,1,0,0,0,0,0
292963731,1,0,1,0,0,0,0,0
293466707,1,0,1,0,0,0,0,0
293968936,1,0,1,0,0,0,0,0
294475212,1,0,1,0,0,0,0,0
294978718,1,0,1,0,0,0,0,0
295479729,1,0,1,0,0,0,0,0
295989700,1,0,1,0,0,0,0,0
296489736,1,0,1,0,0,0,0,0
296998902,1,0,1,0,0,0,0,0
297501806,1,0,1,0,0,0,0,0
298012706,1,0,1,0,0,0,0,0
298522802,1,0,1,0,0,0,0,0
299031234,1,0,1,0,0,0,0,0
299536731,1,0,1,0,0,0,0,0
300040849,1,0,1,0,0,0,0,0
300548285,1,0,1,0,0,0,0,0
301057756,1,0,1,0,0,0,0,0
301566871,1,0,1,0,0,0,0,0
302071783,1,0,1,0,0,0,0,0
302581702,1,0,1,0,0,0,0,0
303081738,1,0,1,0,0,0,0,0
303590050,1,0,1,0,0,0,0,0
304099730,1,0,1,0,0,0,0,0
304600477,1,0,1,0,0,0,0,0
305101762,1,0,1,0,0,0,0,0
305610844,1,0,1,0,0,0,0,0
306121183,1,0,1,0,0,0,0,0
306621342,1,0,1,0,0,0,0,0
307131778,1,0,1,0,0,0,0,0
307634840,1,0,1,0,0,0,0,0
308137216,1,0,1,0,0,0,0,0
308638004,1,0,1,0,0,0,0,0
309138823,1,0,1,0,0,0,0,0
309648964,1,0,1,0,0,0,0,0
310158737,1,0,1,0,0,0,0,0
310659829,1,0,1,0,0,0,0,0
311169794,1,0,1,0,0,0,0,0
311679826,1,0,1,0,0,0,0,0
312179887,1,0,1,0,0,0,0,0
312685835,1,0,1,0,0,0,0,0
313195730,1,0,1,0,0,0,0,0
313698616,1,0,1,0,0,0,0,0
314208836,1,0,1,0,0,0,0,0
314712355,1,0,1,0,0,0,0,0
315213162,1,0,1,0,0,0,0,0
315715806,1,0,1,0,0,0,0,0
316224709,1,0,1,0,0,0,0,0
316732121,1,0,1,0,0,0,0,0
317242738,1,0,1,0,0,0,0,0
317744004,1,0,1,0,0,0,0,0
318246707,1,0,1,0,0,0,0,0
318754026,1,0,1,0,0,0,0,0
319261741,1,0,1,0,0,0,0,0
319765700,1,0,1,0,0,0,0,0
320267191,1,0,1,0,0,0,0,0
320770220,1,0,1,0,0,0,0,0
321270339,1,0,1,0,0,0,0,0
321772964,1,0,1,0,0,0,0,0
322277008,1,0,1,0,0,0,0,0
322778837,1,0,1,0,0,0,0,0
323290779,1,0,1,0,0,0,0,0
323591265,1,0,1,0,0,0,0,0
324091749,1,0,1,0,0,0,0,0
324559730,1,0,1,0,0,0,0,0
325071814,1,0,1,0,0,0,0,0
325575713,1,0,1,0,0,0,0,0
326078119,1,0,1,0,0,0,0,0
326588986,1,0,1,0,0,0,0,0
327093060,1,0,1,0,0,0,0,0
327596624,1,0,1,0,0,0,0,0
328103845,1,0,1,0,0,0,0,0
328606701,1,0,1,0,0,0,0,0
328618022,0,0,1,0,0,0,0,0
329119732,0,0,1,0,0,0,0,0
329622735,0,0,1,0,0,0,0,0
330126021,0,0,1,0,0,0,0,0
330632321,0,0,1,0,0,0,0,0
331144069,0,0,1,0,0,0,0,0
331649827,0,0,1,0,0,0,0,0
332151809,0,0,1,0,0,0,0,0
332655926,0,0,1,0,0,0,0,0
333157744,0,0,1,0,0,0,0,0
