timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
438232384,0,0,1,0,0,0,0,0
438733736,0,0,1,0,0,0,0,0
439238997,0,0,1,0,0,0,0,0
439744996,0,0,1,0,0,0,0,0
440249938,0,0,1,0,0,0,0,0
440752174,0,0,1,0,0,0,0,0
441252787,0,0,1,0,0,0,0,0
441753723,0,0,1,0,0,0,0,0
442258699,0,0,1,0,0,0,0,0
442763089,0,0,1,0,0,0,0,0
443270994,0,0,1,0,0,0,0,0
443776764,0,0,1,0,0,0,0,0
444286951,0,0,1,0,0,0,0,0
444796736,0,0,1,0,0,0,0,0
445297017,0,0,1,0,0,0,0,0
445799066,0,0,1,0,0,0,0,0
446305731,0,0,1,0,0,0,0,0
446605731,0,0,1,0,0,0,0,0
447107869,0,0,1,0,0,0,0,0
447618838,0,0,1,0,0,0,0,0
448121005,0,0,1,0,0,0,0,0
448621733,0,0,1,0,0,0,0,0
449097488,1,0,1,0,0,0,0,0
449119184,1,0,1,0,0,0,0,0
449621763,1,0,1,0,0,0,0,0
450125359,1,0,1,0,0,0,0,0
450633049,1,0,1,0,0,0,0,0
451135841,1,0,1,0,0,0,0,0
451645836,1,0,1,0,0,0,0,0
452155633,1,0,1,0,0,0,0,0
452658866,1,0,1,0,0,0,0,0
453160887,1,0,1,0,0,0,0,0
453663968,1,0,1,0,0,0,0,0
454164707,1,0,1,0,0,0,0,0
454664897,1,0,1,0,0,0,0,0
455173699,1,0,1,0,0,0,0,0
455674736,1,0,1,0,0,0,0,0
456183700,1,0,1,0,0,0,0,0
456687703,1,0,1,0,0,0,0,0
457187830,1,0,1,0,0,0,0,0
457688501,1,0,1,0,0,0,0,0
458189122,1,0,1,0,0,0,0,0
458693189,1,0,1,0,0,0,0,0
459203864,1,0,1,0,0,0,0,0
459709741,1,0,1,0,0,0,0,0
460211082,1,0,1,0,0,0,0,0
460711493,1,0,1,0,0,0,0,0
461215706,1,0,1,0,0,0,0,0
461725888,1,0,1,0,0,0,0,0
462235759,1,0,1,0,0,0,0,0
462745969,1,0,1,0,0,0,0,0
463246864,1,0,1,0,0,0,0,0
463747708,1,0,1,0,0,0,0,0
464250200,1,0,1,0,0,0,0,0
464751749,1,0,1,0,0,0,0,0
465260887,1,0,1,0,0,0,0,0
465761733,1,0,1,0,0,0,0,0
466264704,1,0,1,0,0,0,0,0
466767924,1,0,1,0,0,0,0,0
467277707,1,0,1,0,0,0,0,0
467788699,1,0,1,0,0,0,0,0
468297583,1,0,1,0,0,0,0,0
468801704,1,0,1,0,0,0,0,0
469311997,1,0,1,0,0,0,0,0
469821499,1,0,1,0,0,0,0,0
470331347,1,0,1,0,0,0,0,0
470832890,1,0,1,0,0,0,0,0
471334905,1,0,1,0,0,0,0,0
471668878,1,0,1,0,0,0,0,0
472174095,1,0,1,0,0,0,0,0
472654950,1,0,1,0,0,0,0,0
473155792,1,0,1,0,0,0,0,0
473660409,1,0,1,0,0,0,0,0
474160863,1,0,1,0,0,0,0,0
474669766,1,0,1,0,0,0,0,0
475180810,1,0,1,0,0,0,0,0
475690929,1,0,1,0,0,0,0,0
476195766,1,0,1,0,0,0,0,0
476696079,0,0,1,0,0,0,0,0
477197699,0,0,1,0,0,0,0,0
477703795,0,0,1,0,0,0,0,0
478205857,0,0,1,0,0,0,0,0
478708704,0,0,1,0,0,0,0,0
479217562,0,0,1,0,0,0,0,0
479721150,0,0,1,0,0,0,0,0
480221873,0,0,1,0,0,0,0,0
480726736,0,0,1,0,0,0,0,0
481227743,0,0,1,0,0,0,0,0
481730018,0,0,1,0,0,0,0,0
482237781,0,0,1,0,0,0,0,0
