timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield
85733269,85732097,0,nan,nan,0.055681147,0.08438018,-0.2005406,0.07670811,0.07319929,-1.3995703,-0.021301547,3.971254e-05,0.0003956524,-0.0008860545,-0.00045844243,-0.00027825517,-0.026062105,-0.018193625,-0.00788668,-0.0033725041,1.8831522,-0.0016459217,nan,0.10024264,0.04508477,0.030169535,0.07032858,0.042744894,inf,inf,inf,inf,1,1,1,1,2,1,1,1,2,0,0,1,0
85742929,85742100,0,nan,nan,0.05568802,0.08435822,-0.20054138,0.07670811,0.07319929,-1.3995703,-0.021529816,7.924865e-05,0.00034872282,-0.00092376233,-0.00045844243,-0.00027825517,-0.026062105,-0.08637489,0.019128786,-0.022281913,1.8831141,-0.0016459217,nan,0.10024815,0.045620672,0.030490983,0.07080749,0.042998366,inf,inf,inf,inf,1,1,1,1,2,1,1,1,2,0,0,1,0
85843032,85842112,0,nan,nan,0.055688255,0.08416353,-0.20056473,0.07670811,0.07319929,-1.3995703,-0.021611195,0.0005122348,-0.00021130263,-0.0013947355,-0.00045844243,-0.00027825517,-0.026062105,-0.00998043,0.07407285,-0.19602741,1.8830587,-0.0016459217,nan,0.100264736,0.046144567,0.030822119,0.0711505,0.043188464,inf,inf,inf,inf,1,1,1,1,2,1,1,1,2,0,0,1,0
85943335,85942126,0,nan,nan,0.055784784,0.083958514,-0.20060337,0.07670811,0.07319929,-1.3995703,-0.021687485,0.00092369685,0.00030057816,-0.0008050096,-0.00045844243,-0.00027825517,-0.026062105,-0.036781058,0.17592661,-0.02804194,1.882994,-0.0016459217,nan,0.10027059,0.044359487,0.029763192,0.06949959,0.042311985,inf,inf,inf,inf,1,1,1,1,2,1,1,1,2,0,0,1,0
86042929,86042140,0,nan,nan,0.05590834,0.08377718,-0.2006668,0.07670811,0.07319929,-1.3995703,-0.021801198,0.0016269549,0.0005807295,-0.00045669588,-0.00045844243,-0.00027825517,-0.026062105,0.0356259,0.18763043,-0.10275147,1.8834738,-0.0016459217,nan,0.100315385,0.04504163,0.03017329,0.07017652,0.042660076,inf,inf,inf,inf,1,1,1,1,2,1,1,1,2,0,0,1,0
86133140,86132154,0,nan,nan,0.056044452,0.08370425,-0.20073874,0.07670811,0.07319929,-1.3995703,-0.01957065,-0.0017025287,-0.00086339156,-0.0018442853,-0.00045844243,-0.00027825517,-0.026062105,-0.2824629,-0.5159108,0.20882556,1.8824583,-0.0016459217,nan,0.10034738,0.045221608,0.030279258,0.070392825,0.04276645,inf,inf,inf,inf,1,1,1,1,2,1,1,1,2,0,0,1,0
86243098,86242170,0,nan,nan,0.056044772,0.08367177,-0.20083539,0.07670811,0.07319929,-1.3995703,-0.025789062,0.0036275564,-0.0019625498,-0.0028795963,-0.00045844243,-0.00027825517,-0.026062105,0.37284648,-0.096505575,-0.85539985,1.8835037,-0.0016459217,nan,0.10036721,0.044229664,0.029676508,0.06958824,0.042328857,inf,inf,inf,inf,1,1,1,1,2,1,1,1,2,0,0,1,0
86333076,86332206,0,nan,nan,0.056166127,0.08358277,-0.20095406,0.07670811,0.07319929,-1.3995703,-0.01712912,0.0029348596,-0.00042186468,-0.0012892021,-0.00045844243,-0.00027825517,-0.026062105,0.3901986,0.021238964,-0.95645857,1.8839636,-0.0016459217,nan,0.100404404,0.044470754,0.02981572,0.0698774,0.04247205,inf,inf,inf,inf,1,1,1,1,2,1,1,1,2,0,0,1,0
86443225,86442200,0,nan,nan,0.05646276,0.083587326,-0.20113726,0.07670811,0.07319929,-1.3995703,-0.018695481,-0.0031098968,0.0003523252,-0.00045789964,-0.00045844243,-0.00027825517,-0.026062105,-0.7683506,-0.39148018,0.2638169,1.8825603,-0.0016459217,nan,0.10049278,0.043566946,0.029263234,0.06912685,0.04206923,inf,inf,inf,inf,1,1,1,1,2,1,1,1,2,0,0,1,0
86532974,86532217,0,nan,nan,0.056627687,0.083501674,-0.20131059,0.07670811,0.07319929,-1.3995703,-0.019972574,-0.002548537,-0.002194892,-0.0029579336,-0.00045844243,-0.00027825517,-0.026062105,0.122227594,0.36275363,-0.16885567,1.8817118,-0.0016459217,nan,0.10054008,0.043893524,0.02945071,0.069513045,0.04226516,inf,inf,inf,inf,1,1,1,1,2,1,1,1,2,0,0,1,0
