timestamp,timestamp_sample,device_id,error_count,pressure,temperature
280234086,280234070,3997730,0,996.05,41.329998
280254164,280254155,3997730,0,996.05,41.329998
281238699,281238691,3997730,0,996.00995,41.35
282243025,282243017,3997730,0,996.0,41.37
283247494,283247485,3997730,0,996.02997,41.39
284251773,284251764,3997730,0,996.01996,41.41
285245899,285245891,3997730,0,996.05,41.43
286250112,286250104,3997730,0,995.98,41.45
287244558,287244548,3997730,0,996.01996,41.469997
288248849,288248841,3997730,0,996.02997,41.489998
289232951,289232944,3997730,0,996.02997,41.51
290237119,290237110,3997730,0,996.06,41.54
291241373,291241364,3997730,0,996.06,41.55
292245460,292245452,3997730,0,996.00995,41.579998
293249859,293249851,3997730,0,995.99,41.59
294244014,294244006,3997730,0,995.91,41.61
295248242,295248233,3997730,0,995.89996,41.64
296242239,296242231,3997730,0,995.91,41.649998
297246362,297246353,3997730,0,995.89996,41.67
298250769,298250761,3997730,0,995.95996,41.69
299235066,299235058,3997730,0,995.82996,41.7
300239233,300239224,3997730,0,995.94995,41.719997
301243414,301243406,3997730,0,995.89996,41.73
302247631,302247623,3997730,0,995.93,41.75
303241959,303241951,3997730,0,995.93,41.76
304246001,304245993,3997730,0,995.91,41.77
305250398,305250390,3997730,0,995.94995,41.78
306244644,306244635,3997730,0,995.89996,41.79
307248874,307248866,3997730,0,995.93,41.809998
308232961,308232953,3997730,0,995.88,41.809998
309237205,309237197,3997730,0,995.98,41.82
310241495,310241486,3997730,0,995.88995,41.829998
311245795,311245786,3997730,0,995.86,41.84
312250014,312250005,3997730,0,995.86,41.84
313244141,313244133,3997730,0,995.88995,41.85
314248460,314248415,3997730,0,995.95996,41.85
315242721,315242712,3997730,0,995.89996,41.86
316246872,316246863,3997730,0,995.92,41.87
317231176,317231165,3997730,0,995.88995,41.87
318235455,318235446,3997730,0,995.94995,41.87
319239526,319239517,3997730,0,995.94995,41.87
320243758,320243750,3997730,0,995.94995,41.87
321248042,321248033,3997730,0,995.94995,41.879997
322252235,322252226,3997730,0,995.83997,41.879997
323246502,323246493,3997730,0,995.94995,41.879997
324250777,324250768,3997730,0,995.91,41.879997
325244829,325244820,3997730,0,995.98,41.879997
326249231,326249223,3997730,0,996.02997,41.89
327253648,327253640,3997730,0,995.98,41.879997
328237793,328237784,3997730,0,996.06,41.89
329241868,329241859,3997730,0,996.02997,41.879997
330246074,330246066,3997730,0,996.04,41.89
331250184,331250176,3997730,0,996.01996,41.879997
332244577,332244569,3997730,0,996.00995,41.879997
333249124,333249115,3997730,0,996.02997,41.879997
