timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
563949382,563944525,3932170,7997.867,7.810417,54.67292,67.88815,nan,nan,69.57475,102.19956,nan,nan,39.052086,187.45001,nan,nan,16.0,10.0,nan,nan,10.0,10.0,nan,nan,10.0,10.0,nan,nan,310.0,156.0,158.0
564178106,564177105,3932170,7997.867,7.810417,39.052086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,311.0,155.0,177.0
564182050,564179604,3932170,7997.867,7.810417,39.052086,nan,nan,nan,nan,nan,nan,nan,132.11296,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,311.0,157.0,199.0
564212216,564210867,3932170,7997.867,7.810417,63.202343,86.23299,nan,nan,187.45001,nan,nan,nan,46.862503,35.457893,nan,nan,10.0,10.0,nan,nan,10.0,nan,nan,nan,16.0,10.0,nan,nan,325.0,182.0,183.0
564276697,564273383,3932170,7997.867,7.810417,46.862503,117.15626,nan,nan,117.8204,nan,nan,nan,63.202343,nan,nan,nan,16.0,10.0,nan,nan,10.0,nan,nan,nan,10.0,nan,nan,nan,335.0,168.0,168.0
564310928,564307151,3932170,7997.867,7.810417,38.733692,nan,nan,nan,54.67292,69.57475,nan,nan,109.34584,179.63959,nan,nan,10.0,nan,nan,nan,10.0,10.0,nan,nan,10.0,10.0,nan,nan,283.0,176.0,189.0
564373072,564370913,3932170,7997.867,7.810417,46.862503,nan,nan,nan,nan,nan,nan,nan,38.40952,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,341.0,156.0,161.0
564406300,564403428,3932170,7997.867,7.810417,132.7771,nan,nan,nan,nan,nan,nan,nan,171.88405,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,337.0,160.0,190.0
564471051,564467197,3932170,7997.867,7.810417,54.67292,nan,nan,nan,116.437256,nan,nan,nan,39.052086,nan,nan,nan,10.0,nan,nan,nan,10.0,nan,nan,nan,16.0,nan,nan,nan,292.0,150.0,182.0
564500989,564498456,3932170,7997.867,7.810417,54.234432,70.293755,108.68171,nan,46.862503,171.11018,nan,nan,39.052086,nan,nan,nan,17.0,10.0,10.0,nan,10.0,10.0,nan,nan,16.0,nan,nan,nan,323.0,182.0,182.0
564566934,564563482,3932170,7997.867,7.810417,46.862503,nan,nan,nan,nan,nan,nan,nan,39.052086,78.10417,179.63959,nan,16.0,nan,nan,nan,nan,nan,nan,nan,10.0,10.0,10.0,nan,326.0,166.0,181.0
564625544,564624747,3932170,7997.867,7.810417,85.59619,148.45279,nan,nan,156.26321,163.29976,nan,nan,63.202343,nan,nan,nan,10.0,10.0,nan,nan,10.0,10.0,nan,nan,10.0,nan,nan,nan,296.0,177.0,170.0
