timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
438345672,-0.21333674,0.18443665,-0.0013212207,0.0,0.0,-0.001
438350685,-0.21329474,0.18444167,-0.0013131195,0.0,0.0,-0.001
438370567,-0.21334563,0.18440196,-0.0013129521,0.0,0.0,-0.001
438390637,-0.21343924,0.1843206,-0.0012935075,0.0,0.0,-0.001
438410736,-0.21342689,0.18430826,-0.0012980124,0.0,0.0,-0.001
438430728,-0.21336216,0.18433802,-0.0013198137,0.0,0.0,-0.001
438450631,-0.21337745,0.18432838,-0.001260228,0.0,0.0,-0.001
438470676,-0.21340694,0.18433623,-0.0013104014,0.0,0.0,-0.001
438490739,-0.2133907,0.1842701,-0.0012837767,0.0,0.0,-0.001
438510626,-0.21333103,0.18418738,-0.0012899734,0.0,0.0,-0.001
438530692,-0.21336927,0.18410219,-0.0012853671,0.0,0.0,-0.001
438545642,-0.21339253,0.18408662,-0.0013118318,0.0,0.0,-0.001
438570706,-0.21344931,0.18402913,-0.0012994184,0.0,0.0,-0.001
438590652,-0.21346968,0.18397804,-0.0013142689,0.0,0.0,-0.001
438610723,-0.21343672,0.18396519,-0.0013004229,0.0,0.0,-0.001
438630699,-0.21349086,0.18393207,-0.0013029242,0.0,0.0,-0.001
438650839,-0.21352959,0.18394177,-0.0013147176,0.0,0.0,-0.001
438670744,-0.21353859,0.18388855,-0.0012834618,0.0,0.0,-0.001
438685782,-0.2135485,0.1837884,-0.0012959257,0.0,0.0,-0.001
438710700,-0.21348202,0.18373334,-0.0012777195,0.0,0.0,-0.001
438730777,-0.21347767,0.18374386,-0.0012845085,0.0,0.0,-0.001
438750752,-0.21350998,0.18365568,-0.001251857,0.0,0.0,-0.001
438770713,-0.21341518,0.18363264,-0.0013042159,0.0,0.0,-0.001
438790699,-0.21341512,0.18360052,-0.0012717666,0.0,0.0,-0.001
438810821,-0.21343929,0.18358141,-0.0012990168,0.0,0.0,-0.001
438830739,-0.21342398,0.18354271,-0.0012786379,0.0,0.0,-0.001
438850726,-0.21334118,0.18358755,-0.0012759096,0.0,0.0,-0.001
438870820,-0.21325599,0.18350764,-0.0013158936,0.0,0.0,-0.001
438890813,-0.2132718,0.18346982,-0.0012972807,0.0,0.0,-0.001
438910757,-0.2132949,0.1834488,-0.0013008835,0.0,0.0,-0.001
438930794,-0.21328788,0.18338907,-0.0012503248,0.0,0.0,-0.001
438950821,-0.21325126,0.18325824,-0.001302949,0.0,0.0,-0.001
438970831,-0.2133437,0.18329662,-0.00129802,0.0,0.0,-0.001
438990776,-0.21330667,0.18327451,-0.0012766155,0.0,0.0,-0.001
439010840,-0.21337606,0.1832673,-0.0012969169,0.0,0.0,-0.001
439030778,-0.21334454,0.18328641,-0.001244521,0.0,0.0,-0.001
439050863,-0.21340516,0.1832382,-0.0013021864,0.0,0.0,-0.001
439070933,-0.21342447,0.18328165,-0.0012753729,0.0,0.0,-0.001
439090809,-0.2134235,0.18331589,-0.001277887,0.0,0.0,-0.001
439110812,-0.2135008,0.18330438,-0.0012680768,0.0,0.0,-0.001
439130937,-0.21354967,0.18330967,-0.0013254303,0.0,0.0,-0.001
439150824,-0.21359026,0.18325402,-0.0012704134,0.0,0.0,-0.001
439170839,-0.21360864,0.1832685,-0.0012749479,0.0,0.0,-0.001
439190830,-0.21356098,0.18323705,-0.0012990335,0.0,0.0,-0.001
439210919,-0.21372199,0.18314819,-0.001277176,0.0,0.0,-0.001
439230856,-0.21368104,0.18315575,-0.0013049243,0.0,0.0,-0.001
439250837,-0.21363252,0.18312745,-0.0012867152,0.0,0.0,-0.001
439270879,-0.213661,0.18315372,-0.0013025919,0.0,0.0,-0.001
439290899,-0.21369095,0.18320335,-0.0012994211,0.0,0.0,-0.001
439310850,-0.21360844,0.18316224,-0.001306103,0.0,0.0,-0.001
439330941,-0.21365939,0.18315612,-0.0012749799,0.0,0.0,-0.001
439350908,-0.21377492,0.18305114,-0.0012917052,0.0,0.0,-0.001
439370898,-0.21379623,0.1830157,-0.001294981,0.0,0.0,-0.001
439390931,-0.21384476,0.18303058,-0.0013044998,0.0,0.0,-0.001
439410958,-0.2138744,0.18307112,-0.0012748697,0.0,0.0,-0.001
439430970,-0.2139737,0.18300308,-0.0013106377,0.0,0.0,-0.001
439450903,-0.21393059,0.18295574,-0.0013128294,0.0,0.0,-0.001
439470952,-0.21396936,0.18291286,-0.0013039288,0.0,0.0,-0.001
439490953,-0.21395913,0.1829726,-0.0013148162,0.0,0.0,-0.001
439510976,-0.21396792,0.18304697,-0.0013023142,0.0,0.0,-0.001
439530969,-0.21397258,0.1829924,-0.0012754436,0.0,0.0,-0.001
439550929,-0.21389735,0.18302046,-0.0012785752,0.0,0.0,-0.001
439570965,-0.21398199,0.18299532,-0.0012975251,0.0,0.0,-0.001
439591023,-0.21401945,0.18304724,-0.0012946317,0.0,0.0,-0.001
439610934,-0.21402803,0.1828975,-0.0013094267,0.0,0.0,-0.001
439630937,-0.21408114,0.18291207,-0.0013248691,0.0,0.0,-0.001
439651150,-0.21410802,0.18292667,-0.0012970646,0.0,0.0,-0.001
439671033,-0.21416219,0.1829184,-0.0013049018,0.0,0.0,-0.001
439690962,-0.21411736,0.18286353,-0.0012860001,0.0,0.0,-0.001
439711041,-0.21422264,0.18283217,-0.0012883792,0.0,0.0,-0.001
439731081,-0.21417455,0.18272106,-0.0013058225,0.0,0.0,-0.001
439751032,-0.2141704,0.18274842,-0.0012809329,0.0,0.0,-0.001
439770979,-0.21414305,0.18280539,-0.0013039522,0.0,0.0,-0.001
439791029,-0.21410656,0.18282925,-0.0012816454,0.0,0.0,-0.001
439811029,-0.21407188,0.18291904,-0.0013118561,0.0,0.0,-0.001
439831042,-0.21411075,0.18293186,-0.00130379,0.0,0.0,-0.001
439851052,-0.21407796,0.18295278,-0.0013196444,0.0,0.0,-0.001
439871019,-0.21409157,0.18294238,-0.0013283925,0.0,0.0,-0.001
439891039,-0.21416044,0.18290283,-0.0013120132,0.0,0.0,-0.001
439911125,-0.21416633,0.1829823,-0.0012842785,0.0,0.0,-0.001
439931103,-0.2141092,0.18309152,-0.0013137924,0.0,0.0,-0.001
439946138,-0.21400775,0.18309723,-0.0013003714,0.0,0.0,-0.001
439971059,-0.21395738,0.18296725,-0.0012794039,0.0,0.0,-0.001
439991128,-0.21403651,0.18296157,-0.0012846858,0.0,0.0,-0.001
440011049,-0.21392566,0.18295878,-0.0012782012,0.0,0.0,-0.001
440031098,-0.21397902,0.1829714,-0.0012782502,0.0,0.0,-0.001
440051133,-0.21396545,0.18294907,-0.0013126247,0.0,0.0,-0.001
440071132,-0.21393323,0.18296945,-0.0013057431,0.0,0.0,-0.001
440091079,-0.21395147,0.18292491,-0.0012880131,0.0,0.0,-0.001
440111171,-0.21404177,0.18291561,-0.0012764824,0.0,0.0,-0.001
440131168,-0.21407804,0.18292062,-0.0012963748,0.0,0.0,-0.001
440151143,-0.21403617,0.18291704,-0.001305701,0.0,0.0,-0.001
440171108,-0.2140361,0.18289632,-0.0013271214,0.0,0.0,-0.001
440191156,-0.21401268,0.18285847,-0.0013069148,0.0,0.0,-0.001
440211111,-0.2139789,0.1829046,-0.0013056941,0.0,0.0,-0.001
440231185,-0.21399412,0.18284126,-0.0013105342,0.0,0.0,-0.001
440251174,-0.21394569,0.1828841,-0.0013056739,0.0,0.0,-0.001
440271131,-0.21400315,0.18280655,-0.0012932571,0.0,0.0,-0.001
440291132,-0.21405199,0.18279034,-0.0012725245,0.0,0.0,-0.001
440306142,-0.21400121,0.18284075,-0.0013080547,0.0,0.0,-0.001
440331155,-0.21393996,0.18284544,-0.0012687552,0.0,0.0,-0.001
440351170,-0.21383728,0.18288155,-0.0012543268,0.0,0.0,-0.001
440371241,-0.21381661,0.18284577,-0.0013045201,0.0,0.0,-0.001
440391220,-0.2137687,0.18277584,-0.0012978648,0.0,0.0,-0.001
440411170,-0.21386197,0.18272142,-0.0012677361,0.0,0.0,-0.001
440431174,-0.2139346,0.18269907,-0.0012861579,0.0,0.0,-0.001
440451219,-0.2138918,0.18279286,-0.0012884763,0.0,0.0,-0.001
440471233,-0.21390265,0.18280603,-0.0013021441,0.0,0.0,-0.001
440491198,-0.2138882,0.18275249,-0.0013031773,0.0,0.0,-0.001
440511284,-0.2139135,0.18281716,-0.0013080644,0.0,0.0,-0.001
440531261,-0.21388687,0.1828314,-0.0012787981,0.0,0.0,-0.001
440551264,-0.21394783,0.18286324,-0.0012973286,0.0,0.0,-0.001
440566281,-0.21398619,0.18278962,-0.0012826205,0.0,0.0,-0.001
440586281,-0.21401653,0.18279797,-0.0012980929,0.0,0.0,-0.001
440611344,-0.21391036,0.1828221,-0.0013156566,0.0,0.0,-0.001
440631287,-0.21396197,0.18280819,-0.0013019487,0.0,0.0,-0.001
440651361,-0.213978,0.18284273,-0.0013058472,0.0,0.0,-0.001
440671327,-0.21403089,0.182822,-0.0013064118,0.0,0.0,-0.001
440691345,-0.21406147,0.18285595,-0.0013205535,0.0,0.0,-0.001
440711304,-0.21397838,0.18293457,-0.0013080358,0.0,0.0,-0.001
440726338,-0.21389173,0.18302709,-0.0012987019,0.0,0.0,-0.001
440751316,-0.21389416,0.18297972,-0.0013200069,0.0,0.0,-0.001
440771386,-0.21388578,0.18291998,-0.0013112228,0.0,0.0,-0.001
440791284,-0.21392897,0.18287235,-0.0012571481,0.0,0.0,-0.001
440811315,-0.21384989,0.18288583,-0.0013045244,0.0,0.0,-0.001
440831380,-0.2138181,0.18293895,-0.0013234157,0.0,0.0,-0.001
440851358,-0.21379982,0.18296975,-0.0013182452,0.0,0.0,-0.001
