timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
2090553491,2090553279,-0.075204134,-0.06208451,0.08345748
2090554737,2090554522,-0.08919698,-0.08043009,0.10342943
2090574738,2090574528,0.02468208,0.008584069,-0.04639571
2090596011,2090595790,-0.03962711,-0.07384596,-0.006836432
2090613519,2090613310,-0.019137226,-0.003956367,0.039771233
2090634767,2090634557,-0.012788244,-0.081948936,-0.0062289513
2090656043,2090655821,-0.012587964,0.016671656,0.13064973
2090677306,2090677081,0.012625806,-0.0650763,-0.086315446
2090694804,2090694586,-0.055023544,0.034050286,0.023222882
2090714811,2090714598,-0.016153473,-0.0139238695,0.040869642
2090736073,2090735859,-0.021151764,0.02843433,-0.032605305
2090753574,2090753364,-0.01899094,-0.11000488,0.044246245
2090774844,2090774632,-0.038437653,0.03874818,-0.024880335
2090796100,2090795886,0.0662199,0.041342095,-0.0073441863
2090817374,2090817157,0.0131385345,0.060417753,-0.048760593
2090834865,2090834654,0.07821799,-0.050371643,-0.023356473
2090854886,2090854670,0.074757874,-0.010652835,0.016687829
2090876137,2090875924,-0.064564906,0.08172744,0.06121621
2090893651,2090893433,-0.010351458,-0.09772314,-0.0523054
2090914907,2090914693,-0.0675003,0.02550424,0.009840237
2090936181,2090935963,0.042243708,0.081198975,-0.026400236
2090956215,2090955984,-0.055418883,-0.057003118,-0.017791541
2090973700,2090973474,-0.007830463,0.0013981834,0.0094968835
2090994944,2090994732,-0.05623723,-0.02885529,-0.20847163
2091016210,2091015994,0.11623423,-0.019048918,0.22488502
2091033714,2091033500,-0.012706087,0.005238619,0.13766043
2091054977,2091054761,-0.061800234,-0.009524482,-0.12561153
2091076282,2091076065,-0.0093555655,-0.035005514,-0.022682123
2091097495,2091097283,0.019850578,0.025482649,0.04286947
2091113753,2091113540,-0.010318256,-0.073507085,0.062755
2091135056,2091134847,-0.069320485,-0.007829498,-0.006760999
2091156271,2091156061,0.06669214,0.16212177,-0.032260943
2091173789,2091173569,0.0006604443,-0.0065305345,0.093112275
2091195054,2091194838,-0.1736147,-0.04042257,-0.1304918
2091216337,2091216124,0.038715452,-0.14968744,0.0024911645
2091236311,2091236100,0.097166814,0.08429096,0.12231325
2091253835,2091253609,-0.04463125,0.25419655,0.03540792
2091275081,2091274870,-0.061161708,-0.15284118,-0.20419572
2091296351,2091296131,0.030699275,0.03551278,0.22116971
2091313868,2091313656,0.053746272,0.062496055,0.1213894
2091335112,2091334897,-0.00021032679,-0.0048962594,-0.20738496
2091353867,2091353658,0.06864084,0.039534222,0.027202891
