timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
2090551365,0.0,-0.0,1.5036376,0.0,0.7304479,0.0,0.0,0.68296844,0.0,0.0,-0.0,0,0,0,0,0
2090556308,0.0,-0.0,1.5036446,0.0,0.7304455,0.0,0.0,0.682971,0.0,0.0,-0.0,0,0,0,0,0
2090606330,0.0,-0.0,1.5036598,0.0,0.7304403,0.0,0.0,0.68297654,0.0,0.0,-0.0,0,0,0,0,0
2090656358,0.0,-0.0,1.5036647,0.0,0.73043865,0.0,0.0,0.68297833,0.0,0.0,-0.0,0,0,0,0,0
2090701361,0.0,-0.0,1.5036632,0.0,0.7304392,0.0,0.0,0.6829778,0.0,0.0,-0.0,0,0,0,0,0
2090751412,0.0,-0.0,1.503661,0.0,0.7304399,0.0,0.0,0.68297696,0.0,0.0,-0.0,0,0,0,0,0
2090806389,0.0,-0.0,1.503693,0.0,0.730429,0.0,0.0,0.68298864,0.0,0.0,-0.0,0,0,0,0,0
2090851398,0.0,-0.0,1.5036966,0.0,0.73042774,0.0,0.0,0.68298995,0.0,0.0,-0.0,0,0,0,0,0
2090901484,0.0,-0.0,1.5037258,0.0,0.7304178,0.0,0.0,0.6830006,0.0,0.0,-0.0,0,0,0,0,0
2090956546,0.0,-0.0,1.5037233,0.0,0.7304186,0.0,0.0,0.68299973,0.0,0.0,-0.0,0,0,0,0,0
2091006471,0.0,-0.0,1.5036929,0.0,0.730429,0.0,0.0,0.6829886,0.0,0.0,-0.0,0,0,0,0,0
2091051494,0.0,-0.0,1.5037564,0.0,0.7304073,0.0,0.0,0.68301183,0.0,0.0,-0.0,0,0,0,0,0
2091101660,0.0,-0.0,1.5037166,0.0,0.73042095,0.0,0.0,0.6829973,0.0,0.0,-0.0,0,0,0,0,0
2091156540,0.0,-0.0,1.5037355,0.0,0.73041445,0.0,0.0,0.6830042,0.0,0.0,-0.0,0,0,0,0,0
2091201682,0.0,-0.0,1.5037299,0.0,0.73041636,0.0,0.0,0.6830022,0.0,0.0,-0.0,0,0,0,0,0
2091251586,0.0,-0.0,1.5037589,0.0,0.73040646,0.0,0.0,0.6830127,0.0,0.0,-0.0,0,0,0,0,0
2091306703,0.0,-0.0,1.5037463,0.0,0.73041075,0.0,0.0,0.68300813,0.0,0.0,-0.0,0,0,0,0,0
2091351741,0.0,-0.0,1.5037332,0.0,0.7304153,0.0,0.0,0.6830033,0.0,0.0,-0.0,0,0,0,0,0
2091401643,0.0,-0.0,1.503798,0.0,0.7303931,0.0,0.0,0.683027,0.0,0.0,-0.0,0,0,0,0,0
2091451708,0.0,-0.0,1.5037777,0.0,0.7304,0.0,0.0,0.68301964,0.0,0.0,-0.0,0,0,0,0,0
2091506741,0.0,-0.0,1.503728,0.0,0.730417,0.0,0.0,0.68300146,0.0,0.0,-0.0,0,0,0,0,0
2091551761,0.0,-0.0,1.5037861,0.0,0.73039716,0.0,0.0,0.6830227,0.0,0.0,-0.0,0,0,0,0,0
2091601744,0.0,-0.0,1.5038658,0.0,0.7303699,0.0,0.0,0.68305176,0.0,0.0,-0.0,0,0,0,0,0
2091656837,0.0,-0.0,1.5038172,0.0,0.73038656,0.0,0.0,0.683034,0.0,0.0,-0.0,0,0,0,0,0
2091706866,0.0,-0.0,1.5038061,0.0,0.73039037,0.0,0.0,0.68302995,0.0,0.0,-0.0,0,0,0,0,0
2091751878,0.0,-0.0,1.5038351,0.0,0.7303805,0.0,0.0,0.68304056,0.0,0.0,-0.0,0,0,0,0,0
2091801891,0.0,-0.0,1.5037943,0.0,0.73039436,0.0,0.0,0.68302566,0.0,0.0,-0.0,0,0,0,0,0
2091856985,0.0,-0.0,1.5037949,0.0,0.7303942,0.0,0.0,0.6830259,0.0,0.0,-0.0,0,0,0,0,0
2091901982,0.0,-0.0,1.5038028,0.0,0.7303915,0.0,0.0,0.68302876,0.0,0.0,-0.0,0,0,0,0,0
2091951932,0.0,-0.0,1.503772,0.0,0.730402,0.0,0.0,0.6830175,0.0,0.0,-0.0,0,0,0,0,0
2092001997,0.0,-0.0,1.5037729,0.0,0.7304017,0.0,0.0,0.68301785,0.0,0.0,-0.0,0,0,0,0,0
2092052058,0.0,-0.0,1.5037946,0.0,0.7303943,0.0,0.0,0.6830258,0.0,0.0,-0.0,0,0,0,0,0
2092102151,0.0,-0.0,1.5037544,0.0,0.730408,0.0,0.0,0.68301105,0.0,0.0,-0.0,0,0,0,0,0
2092152000,0.0,-0.0,1.5037261,0.0,0.73041767,0.0,0.0,0.68300074,0.0,0.0,-0.0,0,0,0,0,0
2092207092,0.0,-0.0,1.5037092,0.0,0.73042345,0.0,0.0,0.6829946,0.0,0.0,-0.0,0,0,0,0,0
2092252105,0.0,-0.0,1.5036764,0.0,0.73043466,0.0,0.0,0.6829826,0.0,0.0,-0.0,0,0,0,0,0
2092302088,0.0,-0.0,1.5036498,0.0,0.7304437,0.0,0.0,0.6829729,0.0,0.0,-0.0,0,0,0,0,0
2092357105,0.0,-0.0,1.5036433,0.0,0.730446,0.0,0.0,0.6829705,0.0,0.0,-0.0,0,0,0,0,0
2092402128,0.0,-0.0,1.50361,0.0,0.7304573,0.0,0.0,0.68295836,0.0,0.0,-0.0,0,0,0,0,0
2092452239,0.0,-0.0,1.5035746,0.0,0.7304694,0.0,0.0,0.68294543,0.0,0.0,-0.0,0,0,0,0,0
2092502184,0.0,-0.0,1.5035659,0.0,0.7304724,0.0,0.0,0.6829423,0.0,0.0,-0.0,0,0,0,0,0
2092552248,0.0,-0.0,1.5035868,0.0,0.73046523,0.0,0.0,0.68294984,0.0,0.0,-0.0,0,0,0,0,0
2092602289,0.0,-0.0,1.5035802,0.0,0.7304675,0.0,0.0,0.68294746,0.0,0.0,-0.0,0,0,0,0,0
2092652370,0.0,-0.0,1.5035819,0.0,0.7304669,0.0,0.0,0.68294805,0.0,0.0,-0.0,0,0,0,0,0
2092707345,0.0,-0.0,1.5035626,0.0,0.7304735,0.0,0.0,0.682941,0.0,0.0,-0.0,0,0,0,0,0
2092752350,0.0,-0.0,1.5035498,0.0,0.73047787,0.0,0.0,0.6829364,0.0,0.0,-0.0,0,0,0,0,0
