timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
564011207,564010266,396825,-0.095454544,-0.19242424,0.23712121,nan,0,0
564032439,564031518,396825,-0.09772727,-0.19242424,0.24621211,nan,0,0
565014445,565013527,396825,-0.09469697,-0.19393939,0.24090908,nan,0,0
566016807,566015887,396825,-0.09318182,-0.19166666,0.24242423,nan,0,0
567018665,567017745,396825,-0.11818182,-0.19090909,0.23333332,nan,0,0
568021246,568020325,396825,-0.09469697,-0.19393939,0.24242423,nan,0,0
569001847,569000927,396825,-0.09469697,-0.19393939,0.24090908,nan,0,0
570003682,570002763,396825,-0.09772727,-0.19242424,0.23484848,nan,0,0
571005972,571005023,396825,-0.09772727,-0.19242424,0.23636363,nan,0,0
572008088,572007165,396825,-0.09318182,-0.19469696,0.24015151,nan,0,0
573010363,573009444,396825,-0.09621212,-0.19696969,0.24015151,nan,0,0
574012205,574011253,396825,-0.08484848,-0.21136363,0.25378788,nan,0,0
575014393,575013467,396825,0.06060606,-0.115909085,0.34242424,nan,0,0
576016609,576015688,396825,0.043939393,-0.08712121,0.3560606,nan,0,0
577018511,577017588,396825,0.03333333,-0.07954545,0.35530302,nan,0,0
578020755,578019837,396825,0.05151515,-0.071969695,0.37424242,nan,0,0
579001650,579000731,396825,0.038636364,-0.08257575,0.3560606,nan,0,0
580003878,580002957,396825,0.041666664,-0.07272727,0.36742422,nan,0,0
581006052,581005105,396825,0.049999997,-0.08257575,0.37651515,nan,0,0
582007965,582007045,396825,0.03560606,-0.07954545,0.37575758,nan,0,0
583009854,583008919,396825,0.04090909,-0.07954545,0.37651515,nan,0,0
584012046,584011109,396825,0.01969697,-0.068939395,0.35151514,nan,0,0
585014216,585013283,396825,0.073484845,-0.054545455,0.3651515,nan,0,0
586017166,586016216,396825,0.0015151515,-0.032575756,0.3560606,nan,0,0
587019566,587018612,396825,0.04242424,-0.03712121,0.37651515,nan,0,0
588021441,588020498,396825,0.04090909,-0.11212121,0.3022727,nan,0,0
589003071,589002152,396825,0.049242422,-0.05909091,0.38030303,nan,0,0
590004924,590004005,396825,0.009090909,-0.022727272,0.39848483,nan,0,0
591006789,591005867,396825,-0.10227273,-0.1621212,0.29999998,nan,0,0
592009036,592008117,396825,-0.15984848,-0.18257575,0.24772726,nan,0,0
593010860,593009939,396825,-0.18030302,-0.17575757,0.22878787,nan,0,0
594013763,594012845,396825,-0.16060606,-0.18484847,0.24621211,nan,0,0
595015934,595014984,396825,-0.18863636,-0.16969696,0.22348484,nan,0,0
596018224,596017305,396825,-0.16287878,-0.18257575,0.26060605,nan,0,0
597020736,597019816,396825,-0.16287878,-0.17878787,0.24242423,nan,0,0
598022828,598021909,396825,-0.15681818,-0.17954545,0.24469696,nan,0,0
599004188,599003253,396825,-0.16060606,-0.18030302,0.24090908,nan,0,0
