timestamp,mag_inconsistency_angle
2213772533,0.0
2214282739,0.0
2214774485,0.0
2215265355,0.0
2215777508,0.0
2216267674,0.0
2216779512,0.0
2217270010,0.0
2217781435,0.0
2218271990,0.0
2218783863,0.0
2219274004,0.0
2219764814,0.0
2219999274,0.0
2235031257,0.0
2235032456,0.0
2235523057,0.0
2236013202,0.0
2236525033,0.0
2237015845,0.0
2237527692,0.0
2238017825,0.0
2238529661,0.0
2239020268,0.0
2239531611,0.0
2240022159,0.0
2240532621,0.0
2241024146,0.0
2241515010,0.0
2242027058,0.0
2242517277,0.0
2243029425,0.0
2243519928,0.0
2244032051,0.0
2244522203,0.0
2245034010,0.0
2245524639,0.0
2246014745,0.0
2246526472,0.0
2247017045,0.0
2247528488,0.0
2248019038,0.0
2248530812,0.0
2249020943,0.0
2249531581,0.0
2250023304,0.0
2250513497,0.0
2251025226,0.0
2251515864,0.0
2252027565,0.0
2252517768,0.0
2253029583,0.0
2253520181,0.0
2254031529,0.0
2254522147,0.0
2255032933,0.0
2255524365,0.0
2256014903,0.0
2256527013,0.0
2257017183,0.0
2257528960,0.0
2258019514,0.0
2258531332,0.0
2259021469,0.0
2259533235,0.0
2260024227,0.0
2260514547,0.0
2261026340,0.0
2261516906,0.0
2262028338,0.0
2262518941,0.0
2263030930,0.0
2263521146,0.0
2264031718,0.0
2264523543,0.0
2265033711,0.0
2265525465,0.0
2266015928,0.0
2266527782,0.0
2267017922,0.0
2267529708,0.0
2268020263,0.0
2268531662,0.0
2269022204,0.0
2269533966,0.0
2270024171,0.0
2270514697,0.0
2271026750,0.0
2271516967,0.0
2272028749,0.0
2272519354,0.0
2273031411,0.0
2273521560,0.0
2274012085,0.0
2274523936,0.0
2275014071,0.0
2275525805,0.0
2276016445,0.0
2276528116,0.0
2277018700,0.0
2277530428,0.0
2278020516,0.0
2278532360,0.0
2279022895,0.0
2279533124,0.0
2280024905,0.0
2280515409,0.0
2281027139,0.0
2281517351,0.0
2282029442,0.0
2282520020,0.0
2283031461,0.0
2283521997,0.0
2284012406,0.0
2284523935,0.0
2285014479,0.0
2285526247,0.0
2286016285,0.0
2286528248,0.0
2287019060,0.0
2287530814,0.0
2288020934,0.0
2288531523,0.0
2289023298,0.0
2289513475,0.0
2290025262,0.0
2290515766,0.0
2291027171,0.0
2291517736,0.0
2292029541,0.0
2292519714,0.0
2293031546,0.0
2293522267,0.0
2294034096,0.0
2294524283,0.0
2295014916,0.0
2295526872,0.0
2296017056,0.0
2296528887,0.0
2297019707,0.0
2297531044,0.0
2298021667,0.0
2298512185,0.0
2299023612,0.0
2299514152,0.0
2300025911,0.0
2300516180,0.0
2301028190,0.0
2301518724,0.0
2302030530,0.0
2302520689,0.0
2303032443,0.0
2303523006,0.0
2304033510,0.0
2304525265,0.0
2305015779,0.0
2305527211,0.0
2306017770,0.0
2306529578,0.0
2307019757,0.0
2307531809,0.0
2308022361,0.0
2308534167,0.0
2309024263,0.0
2309514845,0.0
2310026924,0.0
2310517078,0.0
2311028920,0.0
2311519376,0.0
2312030881,0.0
2312521672,0.0
2313032260,0.0
2313523935,0.0
2314014430,0.0
2314526473,0.0
2315016730,0.0
2315528510,0.0
2316019036,0.0
2316531135,0.0
2317021341,0.0
2317533402,0.0
2318024339,0.0
2318514692,0.0
2319026797,0.0
2319517428,0.0
2320028779,0.0
2320519237,0.0
2321031094,0.0
2321521275,0.0
2322033026,0.0
2322523902,0.0
2323014048,0.0
2323525837,0.0
2324016355,0.0
2324528161,0.0
2325018289,0.0
2325530091,0.0
2326020662,0.0
2326530811,0.0
2327022771,0.0
2327513245,0.0
2328024577,0.0
2328515042,0.0
2329026880,0.0
2329517338,0.0
2330029155,0.0
2330519664,0.0
2331031382,0.0
2331521573,0.0
2332033660,0.0
2332524274,0.0
2333034379,0.0
2333526204,0.0
2334016757,0.0
2334528137,0.0
2335018742,0.0
2335530417,0.0
2336020663,0.0
2336532367,0.0
2337022940,0.0
2337513404,0.0
2338025257,0.0
2338515768,0.0
2339027517,0.0
2339517690,0.0
2340029460,0.0
2340520059,0.0
2341031749,0.0
2341522232,0.0
2342032880,0.0
2342524221,0.0
2343014736,0.0
2343526481,0.0
2344016705,0.0
2344528467,0.0
2345019091,0.0
2345530797,0.0
2346021130,0.0
2346533065,0.0
2347023580,0.0
2347513766,0.0
2348025686,0.0
2348516372,0.0
2349027789,0.0
2349518331,0.0
2350030112,0.0
2350520223,0.0
2351030826,0.0
2351523143,0.0
2352013331,0.0
2352525145,0.0
2353015676,0.0
2353527506,0.0
2354017700,0.0
2354529377,0.0
2355019928,0.0
2355531362,0.0
2356021937,0.0
2356533681,0.0
2357023850,0.0
2357534361,0.0
2358026132,0.0
2358516322,0.0
2359028156,0.0
2359518681,0.0
2360030699,0.0
2360520917,0.0
2361031473,0.0
2361523307,0.0
2362013667,0.0
2362525464,0.0
2363016356,0.0
2363527784,0.0
2364018351,0.0
2364530076,0.0
2365020230,0.0
2365532017,0.0
2366022589,0.0
2366532795,0.0
2367024550,0.0
2367515352,0.0
2368027150,0.0
2368517301,0.0
2369029111,0.0
2369519575,0.0
2370031018,0.0
2370521577,0.0
2371033354,0.0
2371523537,0.0
2372014112,0.0
2372526131,0.0
2373016319,0.0
2373528084,0.0
2374018677,0.0
2374530376,0.0
2375020587,0.0
2375531121,0.0
2376022906,0.0
2376513043,0.0
2377024903,0.0
2377515685,0.0
2378027371,0.0
2378517913,0.0
2379029691,0.0
2379519894,0.0
2380031687,0.0
2380522224,0.0
2381033987,0.0
2381524232,0.0
2382034710,0.0
2382526506,0.0
2383016720,0.0
2383528693,0.0
2384019270,0.0
2384530739,0.0
2385021218,0.0
2385533016,0.0
2386023182,0.0
2386513667,0.0
2387025464,0.0
2387515669,0.0
2388027466,0.0
2388518047,0.0
2389029783,0.0
2389519954,0.0
2390031742,0.0
2390522303,0.0
2391032459,0.0
2391524252,0.0
2392014815,0.0
2392526173,0.0
2393016679,0.0
2393528500,0.0
2394018673,0.0
2394530453,0.0
2395020957,0.0
2395532740,0.0
2396022910,0.0
2396513487,0.0
2397025299,0.0
2397515476,0.0
2398027164,0.0
2398517751,0.0
2399029484,0.0
2399520083,0.0
2400031769,0.0
2400522040,0.0
2401032846,0.0
2401524663,0.0
2402014880,0.0
2402526689,0.0
2403017441,0.0
2403529329,0.0
2404019547,0.0
2404531484,0.0
2405022013,0.0
2405533435,0.0
2406024270,0.0
2406514811,0.0
2407026224,0.0
2407516757,0.0
2408028542,0.0
2408518700,0.0
2409030464,0.0
2409521037,0.0
2410032831,0.0
2410523017,0.0
2411013692,0.0
2411525880,0.0
2412016143,0.0
2412527945,0.0
2413018511,0.0
2413529801,0.0
2414020426,0.0
2414532549,0.0
2415022695,0.0
2415533349,0.0
2416025318,0.0
2416515541,0.0
2417027542,0.0
2417518103,0.0
2418029942,0.0
2418520104,0.0
2419031879,0.0
2419522695,0.0
2420034152,0.0
2420524743,0.0
2421015427,0.0
2421526732,0.0
2422017132,0.0
2422529005,0.0
2423019181,0.0
2423530963,0.0
2424021555,0.0
2424531940,0.0
2425023757,0.0
2425514301,0.0
2426026142,0.0
2426516270,0.0
2427028134,0.0
2427519278,0.0
