timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
438351741,438350428,4259850,4325386,4.1339613e-06,-5.7874564e-07,-1.4545881e-06,-0.0016267084,-0.0020634045,-0.057130884,4514,5821,0,2
438361325,438359448,4259850,4325386,1.3788945e-05,5.438072e-05,2.019392e-06,-0.0010073932,-0.0015205031,-0.041198533,4514,4198,0,2
438851565,438851082,4259850,4325386,3.4833516e-05,2.767625e-05,-6.8363233e-06,-0.0014911,-0.002124475,-0.05650675,4315,5746,0,2
439352017,439351911,4259850,4325386,5.123361e-05,1.0880833e-05,1.41489845e-05,-0.00092463876,-0.0016618946,-0.042845383,4689,4363,0,2
439852543,439852434,4259850,4325386,7.744152e-06,3.550138e-05,1.1505142e-05,-0.0010934465,-0.0016186644,-0.04136803,4557,4199,0,2
440348699,440348577,4259850,4325386,4.9235936e-05,1.2954699e-05,1.1985923e-05,-0.0010165558,-0.0016511673,-0.0428303,4556,4364,0,2
440849292,440849187,4259850,4325386,9.7659795e-06,4.2329495e-05,5.990854e-06,-0.0010835845,-0.0015605976,-0.04283263,4343,4363,0,2
441350124,441350008,4259850,4325386,3.7910918e-06,-1.838767e-06,1.8448389e-05,-0.0011054423,-0.001626424,-0.043196086,4678,4406,0,2
441850612,441850496,4259850,4325386,6.6990715e-06,3.013124e-06,1.5214815e-05,-0.0011473959,-0.0015602619,-0.042675808,4510,4363,0,2
442351262,442351150,4259850,4325386,-2.1120532e-05,-3.483651e-06,8.667665e-06,-0.0010306637,-0.0014366552,-0.04050145,4510,4109,0,2
442852822,442851853,4259850,4325386,1.8839219e-05,2.2821356e-05,-1.4266765e-05,-0.0010807139,-0.0015599758,-0.04347115,4510,4435,0,2
443352912,443352465,4259850,4325386,9.0984014e-07,9.74797e-06,6.685265e-06,-0.0010333766,-0.001688178,-0.042803,4372,4366,0,2
443853358,443853245,4259850,4325386,5.509435e-05,2.708415e-05,-2.4009423e-05,-0.001107301,-0.001610297,-0.042683534,4636,4349,0,2
444349363,444349262,4259850,4325386,-4.132222e-05,-7.8042285e-06,-3.9149795e-06,-0.0011255768,-0.0015256774,-0.042967245,4508,4360,0,2
444850021,444849918,4259850,4325386,3.3371885e-05,1.7563581e-05,7.2210623e-06,-0.0011452968,-0.0016305274,-0.044271447,4510,4508,0,2
445350739,445350575,4259850,4325386,4.260866e-05,1.936027e-05,7.363114e-06,-0.0009653782,-0.0016412118,-0.04283098,4364,4360,0,2
445851472,445851355,4259850,4325386,-2.07798e-05,-1.4135631e-05,-2.4300398e-05,-0.0011035628,-0.0015620751,-0.04288781,4639,4364,0,2
446354040,446351886,4259850,4325386,2.1898797e-05,-6.360059e-06,-1.0499336e-05,-0.0010946749,-0.0014658567,-0.0414633,4462,4221,0,2
446852692,446852546,4259850,4325386,1.0327924e-05,2.8276436e-05,-6.8404615e-06,-0.0011488881,-0.001586943,-0.042563856,4514,4336,0,2
447354343,447353207,4259850,4325386,9.827869e-06,-1.5388145e-05,-1.0336354e-05,-0.0014813641,-0.0021578444,-0.057193067,4519,5819,0,2
447854269,447853860,4259850,4325386,-1.1525629e-05,-9.758591e-06,-2.2087033e-06,-0.0010003049,-0.0016403028,-0.042047083,4407,4283,0,2
448354719,448354604,4259850,4325386,9.089023e-06,-5.4667353e-06,-1.8970215e-05,-0.0010408323,-0.0015635168,-0.042936873,4604,4366,0,2
448850829,448850705,4259850,4325386,1.6799258e-05,1.9200663e-05,-9.98027e-06,-0.0012823452,-0.0016684294,-0.042751104,4559,4364,0,2
