timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
2030592556,0.0,0.0,0.0,0.041422773,0.38985395,-0.19776067,1.487963,0,0,1,0
2179258737,0.0,0.0,0.0,0.038371995,0.39122003,-0.19953085,1.4904588,0,0,1,0
2219999549,0.0,0.0,0.0,0.04165091,0.3886199,-0.19943915,1.4783456,0,0,1,0
