timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
438342866,438342607,3932170,0.06471481,-0.019973708,-0.002130529,43.94737,0,10
438344097,438343847,3932170,0.0644485,-0.023009712,-0.006711166,43.94737,0,10
439343145,439342895,3932170,0.06338324,-0.020453077,-0.008202536,44.143208,0,10
440343436,440343189,3932170,0.06498113,-0.02130529,-0.010333065,44.241127,0,10
441344983,441344743,3932170,0.0628506,-0.019387813,-0.008149273,44.241127,0,10
442344033,442343788,3932170,0.060560282,-0.021944448,-0.006711166,44.143208,0,10
443344325,443344085,3932170,0.060080916,-0.021731395,-0.00974717,44.388004,0,10
444344636,444344383,3932170,0.058323227,-0.022796659,-0.0110254865,44.388004,0,10
445344927,445344683,3932170,0.058163438,-0.02082592,-0.0068709557,44.143208,0,10
446346473,446346233,3932170,0.061945125,-0.024234766,-0.0065513765,44.388004,0,10
447345529,447345284,3932170,0.060613547,-0.02002697,-0.009693907,44.290085,0,10
448345861,448345612,3932170,0.061039653,-0.020772656,-0.009480854,44.290085,0,10
449346126,449345886,3932170,0.067005135,-0.032437302,-0.019760655,44.388004,0,10
450346431,450346189,3932170,0.07323693,-0.00042610578,0.045593318,44.485924,0,10
451344243,451343991,3932170,0.208419,-0.008362326,0.022690132,44.485924,0,10
452347044,452346795,3932170,-0.16964336,-0.0763262,-0.5144162,44.388004,0,10
453347335,453347098,3932170,0.2611496,-0.066738814,0.09374327,44.583843,0,10
454343905,454343653,3932170,0.43643883,-0.051931642,0.06812366,44.388004,0,10
455344206,455343957,3932170,0.02082592,-0.0013315806,0.014913702,44.436966,0,10
456345761,456345510,3932170,0.17763284,-0.018109495,0.0056991647,44.436966,0,10
457343553,457343315,3932170,-0.102798015,0.03850931,-0.030466562,44.388004,0,10
458343905,458343660,3932170,0.03787015,-0.0066046393,0.007190535,44.779682,0,10
459345417,459345175,3932170,-0.16719325,0.09374327,-0.02711098,44.436966,0,10
460345723,460345481,3932170,0.38440067,0.040480047,0.019068234,44.485924,0,10
461343525,461343285,3932170,0.1921737,0.027483823,0.046179213,44.583843,0,10
462345095,462344843,3932170,-0.21209414,0.0025033713,-0.020879183,44.485924,0,10
463345387,463345146,3932170,0.2961968,-0.052411012,0.0013315806,44.241127,0,10
464347000,464346754,3932170,-0.19164108,0.14588797,-0.010013485,44.388004,0,10
465344750,465344505,3932170,0.09885654,-0.004314321,0.0056459014,44.436966,0,10
466345057,466344810,3932170,-0.19270633,-0.11622035,-0.030200247,44.485924,0,10
467346642,467346387,3932170,0.14993598,-0.09432916,0.02860235,44.388004,0,10
468343157,468342918,3932170,-0.20389162,-0.12996227,-0.003621899,44.485924,0,10
469344725,469344474,3932170,-0.14615428,-0.05028048,-0.029561087,44.485924,0,10
470346292,470346027,3932170,0.25044367,-0.09677927,0.038935415,44.388004,0,10
471346583,471346331,3932170,-0.21837921,0.17875138,0.036645096,44.436966,0,10
472344375,472344133,3932170,0.60315275,0.06050702,0.06609966,44.388004,0,10
473343439,473343190,3932170,0.18993665,0.01257012,0.00974717,44.485924,0,10
474343733,474343491,3932170,-0.41470745,-0.0088949585,0.11606056,44.143208,0,10
475344040,475343790,3932170,0.07142598,-0.064075656,0.022264026,44.388004,0,10
476344335,476344090,3932170,0.055979647,0.0053263223,-0.12783173,44.388004,0,10
477345882,477345641,3932170,0.0690824,-0.056459017,-0.0027696874,44.436966,0,10
478344946,478344691,3932170,0.06348976,-0.024341293,-0.0080960095,44.241127,0,10
479345237,479344990,3932170,0.05949502,-0.022849923,-0.007669904,44.290085,0,10
480345535,480345290,3932170,0.05901565,-0.022264026,-0.00942759,44.290085,0,10
481345844,481345589,3932170,0.06231797,-0.021092236,-0.010386328,44.388004,0,10
482343651,482343388,3932170,0.06317018,-0.024767399,-0.00990696,44.094246,0,10
