timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
85737513,3932170,3932170,4259850,0,0,0.043354012,0.043353956,0.0,0.0,3932170,3932170,4325386,0,0,0.0063485606,0.0063485606,0.0,0.0,1,1,0,0,1,1,0,0
85742489,3932170,3932170,4259850,0,0,0.044500336,0.04450031,0.0,0.0,3932170,3932170,4325386,0,0,0.0065662847,0.0065662847,0.0,0.0,1,1,0,0,1,1,0,0
85942498,3932170,3932170,4259850,0,0,0.03947051,0.039470553,0.0,0.0,3932170,3932170,4325386,0,0,0.005479974,0.005479974,0.0,0.0,1,1,0,0,1,1,0,0
86137540,3932170,3932170,4259850,0,0,0.038535632,0.038535625,0.0,0.0,3932170,3932170,4325386,0,0,0.005939978,0.0059399772,0.0,0.0,1,1,0,0,1,1,0,0
86337557,3932170,3932170,4259850,0,0,0.035325598,0.035325646,0.0,0.0,3932170,3932170,4325386,0,0,0.006579974,0.0065799737,0.0,0.0,1,1,0,0,1,1,0,0
86537657,3932170,3932170,4259850,0,0,0.057968095,0.057968073,0.0,0.0,3932170,3932170,4325386,0,0,0.0038158968,0.003815897,0.0,0.0,1,1,0,0,1,1,0,0
86742664,3932170,3932170,4259850,0,0,0.045327645,0.04532766,0.0,0.0,3932170,3932170,4325386,0,0,0.006590707,0.006590707,0.0,0.0,1,1,0,0,1,1,0,0
86942702,3932170,3932170,4259850,0,0,0.02619158,0.026191697,0.0,0.0,3932170,3932170,4325386,0,0,0.009179797,0.009179797,0.0,0.0,1,1,0,0,1,1,0,0
87142720,3932170,3932170,4259850,0,0,0.029923858,0.029923795,0.0,0.0,3932170,3932170,4325386,0,0,0.0060197087,0.0060197073,0.0,0.0,1,1,0,0,1,1,0,0
87342804,3932170,3932170,4259850,0,0,0.02023561,0.020235598,0.0,0.0,3932170,3932170,4325386,0,0,0.0074248873,0.007424885,0.0,0.0,1,1,0,0,1,1,0,0
87537790,3932170,3932170,4259850,0,0,0.04664552,0.046645485,0.0,0.0,3932170,3932170,4325386,0,0,0.018455459,0.018455459,0.0,0.0,1,1,0,0,1,1,0,0
87737855,3932170,3932170,4259850,0,0,0.0497001,0.049700055,0.0,0.0,3932170,3932170,4325386,0,0,0.015322447,0.015322448,0.0,0.0,1,1,0,0,1,1,0,0
87942803,3932170,3932170,4259850,0,0,0.031754695,0.031754855,0.0,0.0,3932170,3932170,4325386,0,0,0.0048465566,0.004846555,0.0,0.0,1,1,0,0,1,1,0,0
88142828,3932170,3932170,4259850,0,0,0.058591988,0.058591936,0.0,0.0,3932170,3932170,4325386,0,0,0.004110235,0.0041102334,0.0,0.0,1,1,0,0,1,1,0,0
88342896,3932170,3932170,4259850,0,0,0.028443577,0.028443573,0.0,0.0,3932170,3932170,4325386,0,0,0.022848586,0.022848586,0.0,0.0,1,1,0,0,1,1,0,0
88542927,3932170,3932170,4259850,0,0,0.0351331,0.03513319,0.0,0.0,3932170,3932170,4325386,0,0,0.008596343,0.008596345,0.0,0.0,1,1,0,0,1,1,0,0
88742909,3932170,3932170,4259850,0,0,0.06453682,0.06453686,0.0,0.0,3932170,3932170,4325386,0,0,0.003247432,0.0032474312,0.0,0.0,1,1,0,0,1,1,0,0
88937939,3932170,3932170,4259850,0,0,0.08085218,0.080852106,0.0,0.0,3932170,3932170,4325386,0,0,0.016709015,0.016709013,0.0,0.0,1,1,0,0,1,1,0,0
89138023,3932170,3932170,4259850,0,0,0.027515769,0.02751577,0.0,0.0,3932170,3932170,4325386,0,0,0.010259063,0.010259065,0.0,0.0,1,1,0,0,1,1,0,0
89343011,3932170,3932170,4259850,0,0,0.050361514,0.05036145,0.0,0.0,3932170,3932170,4325386,0,0,0.0069635026,0.0069635017,0.0,0.0,1,1,0,0,1,1,0,0
89543078,3932170,3932170,4259850,0,0,0.065778606,0.065778606,0.0,0.0,3932170,3932170,4325386,0,0,0.0051362636,0.005136264,0.0,0.0,1,1,0,0,1,1,0,0
89743060,3932170,3932170,4259850,0,0,0.035251644,0.035251617,0.0,0.0,3932170,3932170,4325386,0,0,0.011492436,0.011492437,0.0,0.0,1,1,0,0,1,1,0,0
89943148,3932170,3932170,4259850,0,0,0.043937117,0.043937083,0.0,0.0,3932170,3932170,4325386,0,0,0.008670018,0.008670019,0.0,0.0,1,1,0,0,1,1,0,0
90138175,3932170,3932170,4259850,0,0,0.036781233,0.03678121,0.0,0.0,3932170,3932170,4325386,0,0,0.011291339,0.011291338,0.0,0.0,1,1,0,0,1,1,0,0
90338153,3932170,3932170,4259850,0,0,0.038317364,0.03831737,0.0,0.0,3932170,3932170,4325386,0,0,0.013080402,0.013080398,0.0,0.0,1,1,0,0,1,1,0,0
90538193,3932170,3932170,4259850,0,0,0.046355978,0.046355974,0.0,0.0,3932170,3932170,4325386,0,0,0.011634689,0.011634689,0.0,0.0,1,1,0,0,1,1,0,0
90743277,3932170,3932170,4259850,0,0,0.02887389,0.028873859,0.0,0.0,3932170,3932170,4325386,0,0,0.005816948,0.005816949,0.0,0.0,1,1,0,0,1,1,0,0
90943255,3932170,3932170,4259850,0,0,0.033915922,0.0339159,0.0,0.0,3932170,3932170,4325386,0,0,0.009699459,0.009699459,0.0,0.0,1,1,0,0,1,1,0,0
