timestamp,speed_xy,speed_up,speed_down,want_takeoff
2118955503,12.0,3.0,1.0,0
2118975740,12.0,3.0,1.0,0
2119955968,12.0,3.0,1.0,0
2120956426,12.0,3.0,1.0,0
2121957052,12.0,3.0,1.0,0
2122497181,12.0,3.0,1.0,0
