timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
564079211,564078318,-0.71147275,-0.021654436,-0.0012562403,-0.70237887,-0.006856072,-0.0004729773,-0.00014354305,0.46841395,0.014477138,-0.2012582,-1.5637741e-05,9.3756967e-07,-3.4778068e-06,-6.237283e-05,8.79366e-05,0.0002214238,0.24738196,-8.4817153e-10,0.31455946,0.0,0.0,0.0,0.0,0.0,1.8522993e-05,2.3953544e-06,2.411921e-06,1.8565233e-05,0.0021975779,0.0021975436,0.0018511687,0.0010059639,0.0010059571,0.00093522744,1.832159e-11,1.8322946e-11,3.3139092e-11,5.000009e-08,5.000009e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
564089114,564088325,-0.711472,-0.021652585,-0.0012592328,-0.70237976,-0.006905806,-0.00030059824,-0.00026720483,0.4683451,0.01447327,-0.20126025,-1.5637741e-05,9.3756967e-07,-3.4778068e-06,-6.237283e-05,8.79366e-05,0.0002214238,0.24738196,-8.4817153e-10,0.31455946,0.0,0.0,0.0,0.0,0.0,1.8536675e-05,2.403732e-06,2.4203068e-06,1.8579054e-05,0.002226747,0.002226712,0.0018730033,0.0010290626,0.0010290554,0.000955222,1.833159e-11,1.8332945e-11,3.314909e-11,5.000009e-08,5.000009e-08,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
565079381,565078639,-0.71139747,-0.021659115,-0.0012003484,-0.7024551,-0.006167456,4.0824343e-05,0.0012028444,0.46875763,0.014988609,-0.20112275,-1.5492291e-05,9.492685e-07,-3.4520904e-06,-6.237283e-05,8.79366e-05,0.00022289726,0.24738196,-8.4817153e-10,0.31455946,0.0,0.0,0.0,0.0,0.0,1.8546225e-05,2.3821608e-06,2.3987493e-06,1.8595794e-05,0.0021413171,0.002141288,0.001806847,0.00094271725,0.000942711,0.0008791254,1.8306561e-11,1.8307963e-11,3.3158785e-11,5.000009e-08,5.000009e-08,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
566079669,566078960,-0.71131647,-0.021710895,-0.0011541671,-0.7025356,-0.0043844734,0.001521975,-0.00041164688,0.46940935,0.015268026,-0.20158526,-1.5368187e-05,9.4875674e-07,-3.4404782e-06,-6.237283e-05,8.79366e-05,0.00022422765,0.24738196,-8.4817153e-10,0.31455946,0.0,0.0,0.0,0.0,0.0,1.853948e-05,2.3790012e-06,2.395678e-06,1.8597333e-05,0.0021355848,0.0021355527,0.0018035362,0.0009409048,0.000940899,0.00087728567,1.8302405e-11,1.8303902e-11,3.315697e-11,5.000009e-08,5.000009e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
567080073,567079283,-0.71142274,-0.021755198,-0.0012336656,-0.7024264,-0.005897211,0.0041136728,-0.00036356348,0.4692673,0.016339362,-0.20192586,-1.5261316e-05,9.0933827e-07,-3.2944351e-06,-6.237283e-05,8.79366e-05,0.00022292777,0.24738196,-8.4817153e-10,0.31455946,0.0,0.0,0.0,0.0,0.0,1.8531186e-05,2.3769985e-06,2.3937198e-06,1.8600644e-05,0.0021290618,0.0021290302,0.0017988395,0.0009385178,0.0009385118,0.0008754128,1.8299928e-11,1.830164e-11,3.3155312e-11,5.000009e-08,5.000009e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
568080298,568079605,-0.7114075,-0.021753505,-0.0012468635,-0.702442,-0.007958732,0.0015849634,-0.00046174694,0.46853045,0.01603282,-0.20196845,-1.5134536e-05,8.4467257e-07,-3.2477237e-06,-6.237283e-05,8.79366e-05,0.00022125986,0.24738196,-8.4817153e-10,0.31455946,0.0,0.0,0.0,0.0,0.0,1.852326e-05,2.3813734e-06,2.398037e-06,1.8603565e-05,0.0021429008,0.002142871,0.0018091233,0.0009456128,0.0009456073,0.0008812485,1.8305125e-11,1.8307002e-11,3.315369e-11,5.000009e-08,5.000009e-08,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
569080613,569079929,-0.7114298,-0.021728933,-0.0012382112,-0.7024201,-0.006577592,-0.001090406,0.00025971513,0.46839637,0.014852883,-0.2017513,-1.4973068e-05,8.2655896e-07,-3.168164e-06,-6.237283e-05,8.79366e-05,0.00021950867,0.24738196,-8.4817153e-10,0.31455946,0.0,0.0,0.0,0.0,0.0,1.8515566e-05,2.3803207e-06,2.3969085e-06,1.860628e-05,0.002139399,0.0021393646,0.0018065717,0.0009441781,0.0009441724,0.000880157,1.8303867e-11,1.8305689e-11,3.3151974e-11,5.000009e-08,5.000009e-08,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
570081192,570080253,-0.7113016,-0.02170463,-0.0011385145,-0.70255077,-0.0070152325,0.00043215786,0.00068663,0.4682066,0.015024015,-0.20150413,-1.48163e-05,8.3449163e-07,-3.224146e-06,-6.237283e-05,8.79366e-05,0.00021952741,0.24738196,-8.4817153e-10,0.31455946,0.0,0.0,0.0,0.0,0.0,1.8507826e-05,2.3799685e-06,2.39653e-06,1.8609138e-05,0.0021388012,0.002138773,0.001806286,0.0009450056,0.0009450004,0.00088095904,1.8303473e-11,1.8305153e-11,3.3150194e-11,5.000009e-08,5.000009e-08,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
571081430,571080597,-0.7112596,-0.021755349,-0.0011616569,-0.7025918,-0.004368186,0.0008849554,0.0016459743,0.46916386,0.015117928,-0.200952,-1.4676949e-05,8.34599e-07,-3.19834e-06,-6.237283e-05,8.79366e-05,0.00022162953,0.24738196,-8.4817153e-10,0.31455946,0.0,0.0,0.0,0.0,0.0,1.850074e-05,2.3807584e-06,2.3974228e-06,1.8611336e-05,0.0021401322,0.002140095,0.0018072216,0.0009447035,0.0009446975,0.0008806414,1.8304528e-11,1.830614e-11,3.3148498e-11,5.000009e-08,5.000009e-08,5.0000178e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
572081834,572080903,-0.7112707,-0.022141917,-0.0009367888,-0.70256877,2.4224255e-05,-0.001039668,-0.001600111,0.46942893,0.015645646,-0.20115542,-1.4570571e-05,8.1629764e-07,-3.209635e-06,-6.237283e-05,8.79366e-05,0.00022453918,0.24738196,-8.4817153e-10,0.31455946,0.0,0.0,0.0,0.0,0.0,1.8488401e-05,2.3798773e-06,2.3971645e-06,1.8618226e-05,0.0021380598,0.0021380342,0.0018053147,0.0009438751,0.00094386947,0.00087998615,1.8303449e-11,1.8305121e-11,3.3146604e-11,5.000009e-08,5.000009e-08,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
