timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
564084809,564084574,-0.038587097,0.033384483,-0.00052661914,0.001,0.0,0.0,0.0,-1.0
564087300,564087071,-0.03863491,0.033515148,-0.00041567624,0.001,0.0,0.0,0.0,-1.0
564136083,564135838,-0.038536858,0.03306191,-0.0004384593,0.001,0.0,0.0,0.0,-1.0
564186125,564185896,-0.03825466,0.033541046,-0.00047893226,0.001,0.0,0.0,0.0,-1.0
564234869,564234633,-0.03832371,0.03310846,-0.00046134676,0.001,0.0,0.0,0.0,-1.0
564287364,564287135,-0.038162358,0.033314437,-0.00046574007,0.001,0.0,0.0,0.0,-1.0
564336142,564335906,-0.038133856,0.033415824,-0.00021809599,0.001,0.0,0.0,0.0,-1.0
564384899,564384667,-0.038238164,0.033953812,-0.0002368328,0.001,0.0,0.0,0.0,-1.0
564437424,564437185,-0.038198724,0.033939146,-0.00029035594,0.001,0.0,0.0,0.0,-1.0
564486181,564485949,-0.03841196,0.033872817,-0.00050325884,0.001,0.0,0.0,0.0,-1.0
564536199,564535965,-0.038453627,0.033548478,-0.0002572669,0.001,0.0,0.0,0.0,-1.0
564584967,564584737,-0.038547438,0.03421969,-0.00039145173,0.001,0.0,0.0,0.0,-1.0
564637472,564637247,-0.03849052,0.033383545,-0.00036131003,0.001,0.0,0.0,0.0,-1.0
564686251,564686019,-0.038352683,0.033540774,-0.00040677274,0.001,0.0,0.0,0.0,-1.0
564735011,564734779,-0.037830062,0.032748826,-0.00021883717,0.001,0.0,0.0,0.0,-1.0
564787529,564787297,-0.037713736,0.033716373,-0.00023697157,0.001,0.0,0.0,0.0,-1.0
564836284,564836059,-0.038180728,0.03401616,-0.0004950948,0.001,0.0,0.0,0.0,-1.0
564886311,564886080,-0.03812355,0.033915475,-0.00018129633,0.001,0.0,0.0,0.0,-1.0
564935078,564934846,-0.038453903,0.033177562,-0.00026433368,0.001,0.0,0.0,0.0,-1.0
564987583,564987359,-0.038654115,0.033559255,-0.00028417687,0.001,0.0,0.0,0.0,-1.0
565036389,565036133,-0.038502473,0.0333855,-0.00031430088,0.001,0.0,0.0,0.0,-1.0
565085116,565084890,-0.038312722,0.03337848,-0.00016044673,0.001,0.0,0.0,0.0,-1.0
565137637,565137407,-0.038358957,0.033989586,-0.00040824097,0.001,0.0,0.0,0.0,-1.0
565186413,565186173,-0.03823891,0.034160692,-0.00029318203,0.001,0.0,0.0,0.0,-1.0
565235169,565234940,-0.03819284,0.03361517,-0.00049045286,0.001,0.0,0.0,0.0,-1.0
565285194,565284956,-0.038420167,0.033657342,-0.0003233721,0.001,0.0,0.0,0.0,-1.0
565337705,565337471,-0.038320594,0.033496816,-0.00034632717,0.001,0.0,0.0,0.0,-1.0
565386469,565386237,-0.037732404,0.033730075,-0.00027708316,0.001,0.0,0.0,0.0,-1.0
565435229,565435003,-0.03787029,0.03368198,-0.00028342218,0.001,0.0,0.0,0.0,-1.0
565487747,565487520,-0.03855125,0.033926114,-0.00036598576,0.001,0.0,0.0,0.0,-1.0
565536518,565536286,-0.038025763,0.033479676,-0.00011394697,0.001,0.0,0.0,0.0,-1.0
565585292,565585062,-0.037870593,0.033591498,-0.00024385471,0.001,0.0,0.0,0.0,-1.0
565634051,565633818,-0.038615502,0.03330445,-0.00020781047,0.001,0.0,0.0,0.0,-1.0
565686557,565686334,-0.038192436,0.033592407,-0.00022660599,0.001,0.0,0.0,0.0,-1.0
565736579,565736351,-0.038116682,0.033201367,-0.00040334027,0.001,0.0,0.0,0.0,-1.0
565785342,565785115,-0.038367186,0.03398814,-0.00017613923,0.001,0.0,0.0,0.0,-1.0
565837870,565837639,-0.038095348,0.0339016,-0.00025805688,0.001,0.0,0.0,0.0,-1.0
565886640,565886405,-0.03816941,0.034416158,-0.0002716947,0.001,0.0,0.0,0.0,-1.0
565935395,565935164,-0.038177323,0.034051325,-0.00020353128,0.001,0.0,0.0,0.0,-1.0
565984161,565983931,-0.037824895,0.033570647,-0.00036886576,0.001,0.0,0.0,0.0,-1.0
566036716,566036487,-0.038300674,0.033920214,-0.00019137528,0.001,0.0,0.0,0.0,-1.0
566086700,566086462,-0.03878046,0.033883195,-0.00022529495,0.001,0.0,0.0,0.0,-1.0
566135465,566135230,-0.03901096,0.03374639,-0.00033298042,0.001,0.0,0.0,0.0,-1.0
566187981,566187749,-0.03798785,0.033733945,-0.00058100215,0.001,0.0,0.0,0.0,-1.0
566236735,566236511,-0.03817858,0.033643313,-0.00048496947,0.001,0.0,0.0,0.0,-1.0
566285513,566285278,-0.037762098,0.033651266,-0.00033543745,0.001,0.0,0.0,0.0,-1.0
566334272,566334044,-0.03845652,0.03361201,-0.00028882662,0.001,0.0,0.0,0.0,-1.0
566386786,566386559,-0.0379899,0.03391681,-0.00044366444,0.001,0.0,0.0,0.0,-1.0
566435559,566435326,-0.038363576,0.03385848,-0.00024816146,0.001,0.0,0.0,0.0,-1.0
566485570,566485341,-0.038439527,0.033547834,-0.00016631484,0.001,0.0,0.0,0.0,-1.0
566538087,566537858,-0.038498413,0.03316944,-0.0005514077,0.001,0.0,0.0,0.0,-1.0
566586869,566586626,-0.038359348,0.03383474,-0.00032410971,0.001,0.0,0.0,0.0,-1.0
566635621,566635389,-0.038517654,0.033869192,-9.632595e-05,0.001,0.0,0.0,0.0,-1.0
566684463,566684233,-0.03824837,0.033998094,-0.00016840344,0.001,0.0,0.0,0.0,-1.0
566736899,566736673,-0.037998043,0.0338795,-0.000365282,0.001,0.0,0.0,0.0,-1.0
566785677,566785440,-0.0377047,0.033819422,-0.0003517314,0.001,0.0,0.0,0.0,-1.0
566835704,566835465,-0.0384911,0.033721548,-0.00032174197,0.001,0.0,0.0,0.0,-1.0
566884448,566884220,-0.03855856,0.033786904,-0.00019480831,0.001,0.0,0.0,0.0,-1.0
566936993,566936760,-0.038675122,0.034024667,-0.0003538532,0.001,0.0,0.0,0.0,-1.0
566985734,566985503,-0.038417943,0.033935823,-0.00022207727,0.001,0.0,0.0,0.0,-1.0
567034513,567034269,-0.03832958,0.033927765,-0.00021441684,0.001,0.0,0.0,0.0,-1.0
567087014,567086787,-0.03837656,0.034333207,-0.00010513722,0.001,0.0,0.0,0.0,-1.0
567135778,567135550,-0.038011562,0.033934396,-0.0003859195,0.001,0.0,0.0,0.0,-1.0
567185794,567185567,-0.03808838,0.03416202,-0.00029439115,0.001,0.0,0.0,0.0,-1.0
567234568,567234333,-0.038845025,0.03394621,-0.00023773352,0.001,0.0,0.0,0.0,-1.0
567287089,567286850,-0.038204886,0.03384009,-0.00028242634,0.001,0.0,0.0,0.0,-1.0
567335856,567335619,-0.03858336,0.03393488,-0.00045562402,0.001,0.0,0.0,0.0,-1.0
567384611,567384382,-0.03818522,0.03386981,-0.00029272103,0.001,0.0,0.0,0.0,-1.0
567437128,567436899,-0.038680553,0.033921864,-0.0003673556,0.001,0.0,0.0,0.0,-1.0
567485892,567485664,-0.03859155,0.03405861,-0.0002686638,0.001,0.0,0.0,0.0,-1.0
567534674,567534434,-0.038894847,0.033758078,-0.00022113947,0.001,0.0,0.0,0.0,-1.0
567584701,567584451,-0.038759857,0.033903766,-0.00050387636,0.001,0.0,0.0,0.0,-1.0
567637205,567636967,-0.039031208,0.033693485,-0.0002997531,0.001,0.0,0.0,0.0,-1.0
567685966,567685731,-0.038342603,0.033782993,-0.00020735357,0.001,0.0,0.0,0.0,-1.0
567734724,567734494,-0.038163103,0.034088753,-0.00036102728,0.001,0.0,0.0,0.0,-1.0
567787236,567787011,-0.03882341,0.034358658,-0.00015911838,0.001,0.0,0.0,0.0,-1.0
567836012,567835780,-0.038396385,0.03377174,-0.00052565144,0.001,0.0,0.0,0.0,-1.0
567884770,567884542,-0.03845675,0.03344509,-0.0003035883,0.001,0.0,0.0,0.0,-1.0
567937288,567937059,-0.03862837,0.0334406,-0.00023958598,0.001,0.0,0.0,0.0,-1.0
567986058,567985827,-0.038541973,0.033977587,-0.00011518588,0.001,0.0,0.0,0.0,-1.0
568036067,568035841,-0.03815356,0.033940025,-0.00031351292,0.001,0.0,0.0,0.0,-1.0
568084853,568084611,-0.038512126,0.033686947,-0.00032018658,0.001,0.0,0.0,0.0,-1.0
568137351,568137125,-0.038394786,0.033485055,-0.00037764976,0.001,0.0,0.0,0.0,-1.0
568186120,568185890,-0.038615838,0.033588544,-0.00042689274,0.001,0.0,0.0,0.0,-1.0
568234881,568234656,-0.038661715,0.033876035,-0.00010239305,0.001,0.0,0.0,0.0,-1.0
568287399,568287173,-0.038537923,0.03352922,-0.00036343114,0.001,0.0,0.0,0.0,-1.0
568336169,568335940,-0.038316153,0.033637233,-0.00021537831,0.001,0.0,0.0,0.0,-1.0
568386190,568385954,-0.03851355,0.03364253,-0.00033960212,0.001,0.0,0.0,0.0,-1.0
568434976,568434722,-0.038952406,0.03371824,-0.0003196237,0.001,0.0,0.0,0.0,-1.0
568487470,568487238,-0.03847915,0.033677466,-0.00015321953,0.001,0.0,0.0,0.0,-1.0
568536233,568536004,-0.038518313,0.033888534,-0.00038900945,0.001,0.0,0.0,0.0,-1.0
568585003,568584772,-0.038505476,0.033246804,-0.00020512255,0.001,0.0,0.0,0.0,-1.0
568637511,568637286,-0.03850806,0.033852294,-0.00065610465,0.001,0.0,0.0,0.0,-1.0
568686281,568686053,-0.03813101,0.033222966,-0.00059853727,0.001,0.0,0.0,0.0,-1.0
568735069,568734825,-0.038703777,0.03377007,-0.00024372886,0.001,0.0,0.0,0.0,-1.0
568785057,568784833,-0.038203377,0.033896882,-0.00025588158,0.001,0.0,0.0,0.0,-1.0
568837578,568837351,-0.038080238,0.03358599,-0.00023364885,0.001,0.0,0.0,0.0,-1.0
568886345,568886116,-0.03854902,0.033656087,-0.00020355715,0.001,0.0,0.0,0.0,-1.0
568935148,568934912,-0.038601696,0.03385253,-0.00045808085,0.001,0.0,0.0,0.0,-1.0
568987640,568987399,-0.038165845,0.033850033,-0.00026060094,0.001,0.0,0.0,0.0,-1.0
569036393,569036165,-0.038175013,0.033864975,-0.0002962417,0.001,0.0,0.0,0.0,-1.0
569085160,569084932,-0.03833541,0.033805147,-0.00024135811,0.001,0.0,0.0,0.0,-1.0
569135186,569134947,-0.03819006,0.033900607,-0.00039680838,0.001,0.0,0.0,0.0,-1.0
