timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
111357469,111356697,1.0769386e-09,4.9035927e-05,0.0041731363,0.00045379705,0.0014111327,0.00157569,20499,0,0.043507166,0.02922648,0.031946093,nan,0.003382422,0.0022085484,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
111370665,111370020,1.0772895e-09,4.897841e-05,0.004188,0.00044507987,0.0013426981,0.0015225441,20499,0,0.04402359,0.029537609,0.031946093,nan,0.003382422,0.0022085484,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
111560217,111559472,1.085905e-09,4.8784535e-05,0.004277776,0.0003872719,0.0012033194,0.0013886624,20499,0,0.042806737,0.028785145,0.02982953,nan,0.002802481,0.0018751113,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
111758479,111758098,1.1253933e-09,4.863809e-05,0.004842053,0.00025794885,0.000837614,0.0010263746,20499,0,0.044752236,0.029936554,0.0998463,nan,0.0024295067,0.0015758879,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
111970470,111969950,1.1900457e-09,4.974947e-05,0.0043949634,0.00036474198,0.00060488423,0.0007553629,20499,0,0.045502994,0.030375639,0.016236326,nan,0.0018555754,0.0013560702,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
112160323,112159505,1.0852922e-09,4.6920206e-05,0.003989483,0.0003415868,0.0006485488,0.00071543595,20499,0,0.043935657,0.029445386,0.049428515,nan,0.0013893128,0.0015272027,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
112367535,112367062,1.0078878e-09,4.603131e-05,0.0041081565,0.00018852102,0.00078467693,0.0008003562,20499,0,0.04398136,0.029478371,0.08094857,nan,0.0016405483,0.0016043811,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
112561318,112560905,9.654634e-10,4.6232028e-05,0.0045997784,0.00029276882,0.0006814146,0.0007625631,20499,0,0.05312005,0.03491456,0.07852814,nan,0.0017506937,0.0015394562,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
112760215,112759322,8.957612e-10,4.487058e-05,0.00489595,0.00054937246,0.0011410841,0.00119946,20499,0,0.052787047,0.034979593,0.05000423,nan,0.0028006097,0.0017469489,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
112967473,112966848,8.9355257e-10,4.6512723e-05,0.0044443933,0.00038536094,0.0014542761,0.0015975964,20499,0,0.04871907,0.03264298,0.03441082,nan,0.0026016186,0.001295217,0.0,0.0,0.0,0.0,4259850,4325386,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
