timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
110942647,110915422,1,1,3,0,0,3,3,0,0,0,0,0,0,0
111953012,111925526,1,1,3,0,0,3,3,0,0,0,0,0,0,0
112966120,112937877,1,1,3,0,0,3,3,0,0,0,0,0,0,0
113980981,113952757,1,1,3,0,0,3,3,0,0,0,0,0,0,0
114991380,114963135,1,1,3,0,0,3,3,0,0,0,0,0,0,0
116001346,115971453,1,1,3,0,0,3,3,0,0,0,0,0,0,0
117010634,116981838,1,1,3,0,0,3,3,0,0,0,0,0,0,0
118028532,117999351,1,1,3,0,0,3,3,0,0,0,0,0,0,0
119048508,119021003,1,1,3,0,0,3,3,0,0,0,0,0,0,0
120058854,120031387,1,1,3,0,0,3,3,0,0,0,0,0,0,0
121069859,121041766,1,1,3,0,0,3,3,0,0,0,0,0,0,0
122083698,122054964,1,1,3,0,0,3,3,0,0,0,0,0,0,0
123107723,123077528,1,1,3,0,0,3,3,0,0,0,0,0,0,0
124131887,124101681,1,1,3,0,0,3,3,0,0,0,0,0,0,0
125146447,125116325,1,1,3,0,0,3,3,0,0,0,0,0,0,0
126155394,126126926,1,1,3,0,0,3,3,0,0,0,0,0,0,0
127176972,127149076,1,1,3,0,0,3,3,0,0,0,0,0,0,0
128190088,128161315,1,1,3,0,0,3,3,0,0,0,0,0,0,0
129200896,129171923,1,1,3,0,0,3,3,0,0,0,0,0,0,0
130213438,130183439,1,1,3,0,0,3,3,0,0,0,0,0,0,0
131221696,131193485,1,1,3,0,0,3,3,0,0,0,0,0,0,0
132244230,132216071,1,1,3,0,0,3,3,0,0,0,0,0,0,0
133252049,133223465,1,1,3,0,0,3,3,0,0,0,0,0,0,0
134261122,134231310,1,1,3,0,0,3,3,0,0,0,0,0,0,0
135277952,135250054,1,1,3,0,0,3,3,0,0,0,0,0,0,0
136301908,136274937,1,1,3,0,0,3,3,0,0,0,0,0,0,0
137312299,137285262,1,1,3,0,0,3,3,0,0,0,0,0,0,0
138331553,138301224,1,1,3,0,0,3,3,0,0,0,0,0,0,0
139338007,139324126,1,1,3,0,0,3,3,0,0,0,0,0,0,0
140343666,140313032,1,1,3,0,0,3,3,0,0,0,0,0,0,0
141353854,141326710,1,1,3,0,0,3,3,0,0,0,0,0,0,0
142365555,142337011,1,1,3,0,0,3,3,0,0,0,0,0,0,0
143388479,143358997,1,1,3,0,0,3,3,0,0,0,0,0,0,0
144411731,144383618,1,1,3,0,0,3,3,0,0,0,0,0,0,0
145418878,145391264,1,1,3,0,0,3,3,0,0,0,0,0,0,0
146429572,146401754,1,1,3,0,0,3,3,0,0,0,0,0,0,0
147447695,147417069,1,1,3,0,0,3,3,0,0,0,0,0,0,0
148476650,148446260,1,1,3,0,0,3,3,0,0,0,0,0,0,0
149493876,149465569,1,1,3,0,0,3,3,0,0,0,0,0,0,0
150508695,150480167,1,1,3,0,0,3,3,0,0,0,0,0,0,0
151535232,151507416,1,1,3,0,0,3,3,0,0,0,0,0,0,0
152544648,152516893,1,1,3,0,0,3,3,0,0,0,0,0,0,0
153562546,153532911,1,1,3,0,0,3,3,0,0,0,0,0,0,0
154586809,154558080,1,1,3,0,0,3,3,0,0,0,0,0,0,0
155599634,155572565,1,1,3,0,0,3,3,0,0,0,0,0,0,0
156623248,156595710,1,1,3,0,0,3,3,0,0,0,0,0,0,0
157639049,157610411,1,1,3,0,0,3,3,0,0,0,0,0,0,0
158664670,158635379,1,1,3,0,0,3,3,0,0,0,0,0,0,0
159686240,159655920,1,1,3,0,0,3,3,0,0,0,0,0,0,0
160712431,160685539,1,1,3,0,0,3,3,0,0,0,0,0,0,0
161720333,161690444,1,1,3,0,0,3,3,0,0,0,0,0,0,0
162746032,162718033,1,1,3,0,0,3,3,0,0,0,0,0,0,0
163772387,163742271,1,1,3,0,0,3,3,0,0,0,0,0,0,0
164799424,164771657,1,1,3,0,0,3,3,0,0,0,0,0,0,0
165819939,165792021,1,1,3,0,0,3,3,0,0,0,0,0,0,0
166843850,166816676,1,1,3,0,0,3,3,0,0,0,0,0,0,0
167857976,167828796,1,1,3,0,0,3,3,0,0,0,0,0,0,0
168873947,168843517,1,1,3,0,0,3,3,0,0,0,0,0,0,0
169882448,169854110,1,1,3,0,0,3,3,0,0,0,0,0,0,0
170898784,170869711,1,1,3,0,0,3,3,0,0,0,0,0,0,0
171923106,171895757,1,1,3,0,0,3,3,0,0,0,0,0,0,0
172950531,172920771,1,1,3,0,0,3,3,0,0,0,0,0,0,0
173959343,173929435,1,1,3,0,0,3,3,0,0,0,0,0,0,0
174983001,174955543,1,1,3,0,0,3,3,0,0,0,0,0,0,0
175992901,175961966,1,1,3,0,0,3,3,0,0,0,0,0,0,0
177012803,176990774,1,1,3,0,0,3,3,0,0,0,0,0,0,0
178017284,177996744,1,1,3,0,0,3,3,0,0,0,0,0,0,0
179019997,178997091,1,1,3,0,0,3,3,0,0,0,0,0,0,0
180029428,180007714,1,1,3,0,0,3,3,0,0,0,0,0,0,0
181042387,181018854,1,1,3,0,0,3,3,0,0,0,0,0,0,0
182059814,182039215,1,1,3,0,0,3,3,0,0,0,0,0,0,0
