timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
280130017,inf,0,1,1,1,1,1,1,0,0,1
281130353,inf,0,1,1,1,1,1,1,0,0,1
282130437,inf,0,1,1,1,1,1,1,0,0,1
283130751,inf,0,1,1,1,1,1,1,0,0,1
284130852,inf,0,1,1,1,1,1,1,0,0,1
285131005,inf,0,1,1,1,1,1,1,0,0,1
286131301,inf,0,1,1,1,1,1,1,0,0,1
287131495,inf,0,1,1,1,1,1,1,0,0,1
288131739,inf,0,1,1,1,1,1,1,0,0,1
289131959,inf,0,1,1,1,1,1,1,0,0,1
289941984,inf,0,1,1,1,0,0,1,0,0,1
290942425,inf,0,1,1,1,0,0,1,0,0,1
290952260,inf,0,1,1,1,1,0,1,0,0,1
291762683,inf,0,1,0,0,1,0,1,0,0,1
291772639,inf,0,0,0,0,1,0,1,0,0,1
292772862,inf,0,0,0,0,1,0,0,0,0,1
293773055,inf,0,0,0,0,1,0,0,0,0,1
294773362,inf,0,0,0,0,1,0,0,0,0,1
295773444,inf,0,0,0,0,1,0,0,0,0,1
296764117,inf,0,0,0,0,0,0,0,0,0,1
297764327,inf,0,0,0,0,0,0,0,0,0,1
298764504,inf,0,0,0,0,0,0,0,0,0,1
299764832,inf,0,0,0,0,0,0,0,0,0,1
300764891,inf,0,0,0,0,0,0,0,0,0,1
301765134,inf,0,0,0,0,0,0,0,0,0,1
302765580,inf,0,0,0,0,0,0,0,0,0,1
303765765,inf,0,0,0,0,0,0,0,0,0,1
304765848,inf,0,0,0,0,0,0,0,0,0,1
305766197,inf,0,0,0,0,0,0,0,0,0,1
306766429,inf,0,0,0,0,0,0,0,0,0,1
307766700,inf,0,0,0,0,0,0,0,0,0,1
308767100,inf,0,0,0,0,0,0,0,0,0,1
309767276,inf,0,0,0,0,0,0,0,0,0,1
310767530,inf,0,0,0,0,0,0,0,0,0,1
311767690,inf,0,0,0,0,0,0,0,0,0,1
312767970,inf,0,0,0,0,0,0,0,0,0,1
313768354,inf,0,0,0,0,0,0,0,0,0,1
314778383,inf,0,0,0,0,0,0,0,0,0,1
315778591,inf,0,0,0,0,0,0,0,0,0,1
316778791,inf,0,0,0,0,0,0,0,0,0,1
317779029,inf,0,0,0,0,0,0,0,0,0,1
318779247,inf,0,0,0,0,0,0,0,0,0,1
319779541,inf,0,0,0,0,0,0,0,0,0,1
320779790,inf,0,0,0,0,0,0,0,0,0,1
321779965,inf,0,0,0,0,0,0,0,0,0,1
322780393,inf,0,0,0,0,0,0,0,0,0,1
323780727,inf,0,0,0,0,0,0,0,0,0,1
324240778,inf,0,0,0,0,1,1,0,1,0,1
325240974,inf,0,0,0,0,1,1,0,1,0,1
326241240,inf,0,0,0,0,1,1,1,0,0,1
326271264,inf,0,1,0,0,1,1,1,0,0,1
326631438,inf,0,1,1,0,1,1,1,0,0,1
326971267,inf,0,1,1,1,1,1,1,0,0,1
327971958,inf,0,1,1,1,1,1,1,0,0,1
328982230,inf,0,1,1,1,1,1,1,0,0,1
329982255,inf,0,1,1,1,1,1,1,0,0,1
330982698,inf,0,1,1,1,1,1,1,0,0,1
331992576,inf,0,1,1,1,1,1,1,0,0,1
332992938,inf,0,1,1,1,1,1,1,0,0,1
