timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
449097456,0.0,0.0,0.0,0.31266293,0.055795617,-0.20049965,1.693549,0,0,1,0
450923057,0.0,0.0,0.0,0.31508926,0.053662106,-0.2016646,1.6913894,0,0,1,0
476696018,0.0,0.0,0.0,0.47937164,0.03680415,-0.22520618,1.4334899,0,0,1,0
