timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
297673986,297673958,0.51089835,0.005946663,-0.4963658,8.408077,0.0032558504,5.123388,0
297684081,297684053,0.5025355,0.0043621603,0.55522597,6.984399,0.004904198,5.2048335,0
297773951,297773921,0.4892505,0.001202945,-0.032856435,6.33855,1.8923802e-05,5.92416,0
297873821,297873791,0.48793358,0.00069190754,0.5789869,6.7677474,0.0055036503,6.523925,0
297974230,297974200,0.4865935,0.00049666304,0.22824165,7.0751963,0.00081810454,6.9038205,0
298073947,298073919,0.48755893,0.00038968908,-0.6392678,7.3085494,0.0062128655,7.1934733,0
298174008,298173978,0.4880462,0.00032201895,0.20849198,7.4780927,0.0006458704,7.3519893,0
298274050,298274021,0.4878495,0.00027454388,-0.25377,7.494586,0.0009547517,7.390895,0
298374066,298374036,0.48779732,0.00023891234,0.1629247,7.4678726,0.00039494308,7.3607945,0
298474225,298474195,0.4879071,0.00021117485,0.040953472,7.376127,2.5264493e-05,7.2778535,0
298574246,298574213,0.48742604,0.00018878475,0.20400408,7.2256093,0.00063997164,7.129421,0
298674180,298674117,0.48761755,0.00017027193,-0.21241602,7.060942,0.00071001804,6.977241,0
298774102,298774069,0.4871369,0.0001547684,0.52450424,6.877924,0.0044442466,6.7880893,0
298874241,298874209,0.48696727,0.00014148562,-0.4482454,6.6650753,0.003349532,6.593152,0
298974574,298974542,0.48666456,0.00013023072,0.34846658,6.447742,0.0020925319,6.369376,0
299074156,299074128,0.48668912,0.00012047613,-0.33938956,6.2163076,0.0020588369,6.150995,0
299174358,299174330,0.48683816,0.00011167233,0.005806431,5.9994483,6.244026e-07,5.9310074,0
299274411,299274381,0.48709995,0.00010372795,0.022525143,5.7754593,9.761264e-06,5.7101283,0
299374325,299374295,0.48695454,9.6519325e-05,0.4550752,5.5479865,0.00414752,5.482465,0
299474503,299474475,0.48710865,8.997724e-05,-0.0402593,5.3197627,3.3853044e-05,5.260231,0
299574432,299574404,0.48704934,8.4032006e-05,-0.32768703,5.0962067,0.0023411484,5.0422163,0
299674393,299674364,0.4872767,7.860134e-05,-0.37210473,4.886501,0.0031484,4.835708,0
299774336,299774307,0.4873753,7.3627656e-05,-0.22229262,4.6763535,0.0011740869,4.6272902,0
299874542,299874514,0.48714158,6.9084184e-05,-0.33238825,4.467844,0.002747583,4.421445,1
299974529,299974501,0.4871754,6.489742e-05,-0.1644077,4.271443,0.00070311635,4.2259,1
300074468,300074440,0.48728347,6.102873e-05,0.20852874,4.08552,0.0011826113,4.0409,1
300174576,300174548,0.48709625,5.7448367e-05,0.44699046,3.9035468,0.0056871492,3.860873,1
300274662,300274633,0.4868628,5.413088e-05,0.4811467,3.7234366,0.006908258,3.6832001,1
300374454,300374424,0.48725265,5.1043276e-05,-0.13733667,3.559465,0.0005887702,3.5225136,1
300474857,300474827,0.48709568,4.8165584e-05,0.3972362,3.3949027,0.005164494,3.3580477,1
300574757,300574667,0.48735464,4.5474117e-05,-0.105240926,3.2443316,0.00037931636,3.2102964,1
300674636,300674596,0.48766118,4.2964206e-05,-0.17916483,3.094887,0.0011524397,3.0631196,1
300774753,300774724,0.48790863,4.0610004e-05,0.0042407215,2.9560783,6.759601e-07,2.9251244,1
300874819,300874789,0.48805803,3.840229e-05,-0.5511595,2.8198278,0.011969872,2.7926536,1
300974862,300974834,0.4881836,3.6333848e-05,0.6601882,2.7045562,0.017905934,2.6774373,1
301074667,301074638,0.48818007,3.44078e-05,-0.9270972,2.5928254,0.036832802,2.5717416,1
