timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,current_average_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,average_power,available_energy,remaining_capacity,design_capacity,nominal_voltage,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,average_time_to_full,over_discharge_count,connected,source,priority,id,is_powering_off,warning
85740720,15.507519,15.721996,0.0,3.5e-44,-1.0,0.51653826,0.7827411,1.0304013,nan,4,3.930499,3.930499,3.930499,3.930499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
85750723,15.898464,15.723743,0.0,3.5e-44,-1.0,0.51653826,0.7835408,1.030286,nan,4,3.9309359,3.9309359,3.9309359,3.9309359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
85940737,15.724711,15.729224,0.0,3.5e-44,-1.0,0.51653826,0.78754383,1.0297092,nan,4,3.932306,3.932306,3.932306,3.932306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
86140721,15.797109,15.718208,0.2051,0.046354704,-1.0,0.52364,0.78686005,1.0298077,nan,4,3.929552,3.929552,3.929552,3.929552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
86340779,15.956382,15.699972,2.8128,0.64452875,-1.0,0.62458,0.7859121,1.0299443,nan,4,3.924993,3.924993,3.924993,3.924993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
86540719,15.073134,15.654435,2.5198,1.5094534,-1.0,0.8035104,0.7757545,1.0314096,nan,4,3.9136088,3.9136088,3.9136088,3.9136088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
86740725,15.406162,15.635898,6.0650997,2.7012935,-1.0,1.08627,0.7812291,1.0306194,nan,4,3.9089744,3.9089744,3.9089744,3.9089744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
86940718,14.899381,15.603712,9.5810995,4.4229712,-1.0,1.5229449,0.7839671,1.0302246,nan,4,3.900928,3.900928,3.900928,3.900928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
87140723,15.333765,15.53885,12.833401,6.6095443,-1.0,2.1340563,0.7754074,1.0314598,nan,4,3.8847125,3.8847125,3.8847125,3.8847125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
87340723,14.696669,15.491396,16.5252,9.517275,-1.0,2.9878201,0.7783447,1.0310355,nan,4,3.872849,3.872849,3.872849,3.872849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
