timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
85733384,0.0,-0.0,1.8831521,0.0,0.5885145,0.0,0.0,0.80848664,0.0,0.0,-0.001,0,0,0,0,0
85743018,0.0,-0.0,1.8831141,0.0,0.5885299,0.0,0.0,0.8084755,0.0,0.0,-0.001,0,0,0,0,0
85782998,-0.0057990635,-0.00032741993,1.5179343,0.0,0.72554445,-0.0019910836,-0.0021141535,0.6881692,0.0,0.0,-0.0074298545,0,0,0,0,0
85843122,-0.005693053,0.00011906233,1.5179343,0.0,0.7255441,-0.002106254,-0.0019157057,0.6881698,0.0,0.0,-0.015406479,0,0,0,0,0
85893034,-0.0051945737,-0.0007441915,1.5179343,0.0,0.72554535,-0.0016283866,-0.002057351,0.68816936,0.0,0.0,-0.022697447,0,0,0,0,0
85943469,-0.0058187875,0.0005957207,1.5179343,0.0,0.72554344,-0.002315878,-0.001786051,0.6881702,0.0,0.0,-0.030330624,0,0,0,0,0
85983270,-0.005741353,-0.0008086966,1.5179343,0.0,0.7255449,-0.0018045481,-0.00226889,0.68816876,0.0,0.0,-0.036564153,0,0,0,0,0
86043019,-0.0056098644,0.0012451927,1.5179343,0.0,0.72554296,-0.0024635594,-0.0014785528,0.6881709,0.0,0.0,-0.046817917,0,0,0,0,0
86093234,-0.007841148,-0.0029548747,1.5179343,0.0,0.7255448,-0.0018278278,-0.003769963,0.68816227,0.0,0.0,-0.05568172,0,0,0,0,0
86133219,-0.004385207,-0.0015703863,1.5179343,0.0,0.72554636,-0.0010504886,-0.002078581,0.6881694,0.0,0.0,-0.06317339,0,0,0,0,0
86193278,-0.0041847075,-0.0015860144,1.5179343,0.0,0.7255465,-0.0009723753,-0.0020152612,0.68816954,0.0,0.0,-0.07555295,0,0,0,0,0
