timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
438351391,438350102,7.9760046e-11,8.707369e-06,0.00019516623,0.00018811708,0.00042174035,0.0005890891,67129363,0,0.044151124,0.030126296,0.023076484,nan,0.007825919,0.00014120774,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
438360834,438360107,7.940196e-11,8.687281e-06,0.00019358848,0.00018461111,0.0005135913,0.00067156256,67129363,0,0.04465627,0.030447265,0.023076484,nan,0.007825919,0.00014120774,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
438550971,438550198,7.936008e-11,8.699157e-06,0.00020529721,0.0001851921,0.00060118636,0.0007442396,67129363,0,0.045219235,0.030819573,0.011666367,nan,0.007634164,4.9063627e-05,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
438751140,438750218,7.7375766e-11,8.740818e-06,0.00019970791,0.00012552323,0.0005195339,0.00065325527,67129363,0,0.044260837,0.03021184,0.058133125,nan,0.0073574656,0.0001822552,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
438951183,438950283,7.891447e-11,8.573406e-06,0.00019851525,0.0001565237,0.0005580516,0.0006837157,67129363,0,0.04358444,0.029772073,0.013931802,nan,0.0070250183,0.0003715758,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
439151126,439150340,7.7625115e-11,8.716221e-06,0.00017934867,0.00021847448,0.00058510876,0.0007174193,67129363,0,0.043012816,0.029398656,0.03183969,nan,0.0064161476,0.0006282112,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
439351339,439350395,7.7863625e-11,8.705374e-06,0.00019869639,0.000116423114,0.0006631038,0.000803038,67129363,0,0.042574786,0.029110078,0.022891706,nan,0.0062700766,0.0005768193,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
439551299,439550456,8.191429e-11,8.855733e-06,0.00022143639,0.00015987929,0.00089445413,0.0010195302,67129363,0,0.044195987,0.030136203,0.04135727,nan,0.0060699196,0.00064682495,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
439751265,439750515,8.0378766e-11,9.044493e-06,0.00022949961,0.00012056708,0.0008854018,0.0010199973,67129363,0,0.04382233,0.029893797,0.025113005,nan,0.00582666,0.00070093176,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
439951394,439950573,8.258085e-11,9.1029215e-06,0.0002436214,0.000112015274,0.001020395,0.0011283215,67129363,0,0.04555746,0.030992525,0.011289019,nan,0.0062691784,0.00069902587,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
440151375,440150634,8.37835e-11,9.219527e-06,0.00025419286,0.00012670782,0.00046529388,0.00061883416,67129363,0,0.04284506,0.029275611,0.021423407,nan,0.006612195,0.0005003529,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
440351725,440350692,8.744697e-11,9.193433e-06,0.00022472448,0.00020834962,0.00026231588,0.0003887696,67129363,0,0.04250569,0.029056745,0.026837543,nan,0.006955604,0.00052590104,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
440551732,440550751,8.166329e-11,8.831137e-06,0.00020860092,0.00015668229,0.00037610254,0.0004325579,67129363,0,0.044168625,0.030114645,0.002321025,nan,0.0073273866,0.0005802813,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
440751612,440750862,8.1459256e-11,8.705357e-06,0.0002031675,0.00017182126,0.00021521648,0.0002539927,67129363,0,0.04381378,0.02988833,0.014020526,nan,0.0076120473,0.0004215475,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
440951825,440950872,7.862752e-11,8.574789e-06,0.000245017,0.00017667787,0.0001427235,0.00017754476,67129363,0,0.043450158,0.029657057,0.019314189,nan,0.0076466515,0.00030201516,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
441151822,441150930,7.571749e-11,8.361955e-06,0.00021162738,0.00012983101,0.00019840318,0.00024112232,67129363,0,0.043070078,0.029416442,0.030797442,nan,0.00773157,0.00026770114,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
441352054,441350989,7.7744616e-11,8.644314e-06,0.00021874887,0.00022494156,0.0003409186,0.0003778994,67129363,0,0.042645372,0.029148523,0.018966157,nan,0.007934104,0.00031033988,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
441551919,441551048,7.86062e-11,8.61688e-06,0.00024233754,0.00025796535,0.00020790333,0.0002672487,67129363,0,0.04425748,0.030175997,0.0022936903,nan,0.008112352,0.00054648076,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
441751882,441751108,7.658714e-11,8.386325e-06,0.00023658125,0.00044418365,0.00025815045,0.0003463625,67129363,0,0.04385551,0.02991987,0.082666315,nan,0.008314086,0.00038346316,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
441951922,441951169,7.480003e-11,8.607491e-06,0.00023341736,0.00019431565,0.00026317552,0.00036344645,67129363,0,0.043464385,0.029670158,0.024595467,nan,0.007986697,0.00015639092,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
442152112,442151247,7.471219e-11,8.449178e-06,0.00020634058,0.0001765587,0.00027538152,0.00036300955,67129363,0,0.04303642,0.029398607,0.012508092,nan,0.007733298,1.9959643e-05,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
442352239,442351288,7.853395e-11,8.506864e-06,0.00019507432,0.00017500987,0.00029512882,0.00036365105,67129363,0,0.0426185,0.029133156,0.029567376,nan,0.007447823,0.00032307033,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
442552217,442551347,7.636459e-11,8.608628e-06,0.00020192117,0.00011861684,0.0002842987,0.00028071416,67129363,0,0.044277195,0.03018803,0.00028739855,nan,0.0072551044,0.00053899386,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
442752254,442751406,8.145204e-11,8.439089e-06,0.00023989897,0.00013520007,0.00036413458,0.00039123284,67129363,0,0.043826155,0.029902596,0.025304649,nan,0.007102824,0.00065896375,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
442952308,442951466,8.23671e-11,8.687654e-06,0.00024000174,0.00012125491,0.00044762573,0.0004922218,67129363,0,0.04344514,0.029658116,0.015338249,nan,0.007009831,0.00045940827,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
443152387,443151526,8.2411876e-11,8.763502e-06,0.00022427601,0.00016087246,0.00047789922,0.00053757045,67129363,0,0.04302533,0.029391076,0.00018462527,nan,0.0072082523,0.00013675533,0.0,0.0,0.0,0.0,3932170,3932170,3997730,396825,0,0,895,1,1,2,1,2,0,0,0,0,0,0,0
