timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
564073905,564073843,4259850,0.6001466,0.076614454,-9.81942,38.0,0,0,0,0,3
564075357,564075297,4259850,0.67676103,0.038307227,-9.81942,38.0,0,0,0,0,3
565074576,565074523,4259850,0.5873775,0.012769076,-9.870496,38.0,0,0,0,0,3
566075740,566075686,4259850,0.5873775,0.051076304,-9.908803,38.0,0,0,0,0,3
567077096,567077037,4259850,0.68953013,0.051076304,-9.832189,38.5,0,0,0,0,3
568075223,568075169,4259850,0.6384538,0.076614454,-9.896034,38.5,0,0,0,0,3
569076552,569076500,4259850,0.68953013,0.051076304,-9.793881,38.5,0,0,0,0,3
570076172,570076121,4259850,0.6384538,0.051076304,-9.883265,38.5,0,0,0,0,3
571077274,571077222,4259850,0.5235321,0.051076304,-9.857727,38.5,0,0,0,0,3
572075649,572075589,4259850,0.2681506,0.43414858,-10.164185,38.5,0,0,0,0,3
573076547,573076495,4259850,0.6001466,0.20430522,-10.879252,38.5,0,0,0,0,3
574076879,574076823,4259850,1.2386004,0.49799398,-10.789869,38.5,0,0,0,0,3
575074956,575074901,4259850,1.5961345,0.19153614,-8.734048,38.5,0,0,0,0,3
576076275,576076223,4259850,0.24261245,-0.51076305,-9.385271,38.5,0,0,0,0,3
577076027,577075971,4259850,0.076614454,0.7022992,-10.700486,38.5,0,0,0,0,3
578078693,578078633,4259850,-0.10215261,0.93214256,-10.125877,38.5,0,0,0,0,3
579075476,579075421,4259850,0.40861043,-0.3703032,-9.002198,38.5,0,0,0,0,3
580076669,580076609,4259850,0.3192269,0.40861043,-9.155428,38.5,0,0,0,0,3
581074443,581074391,4259850,0.038307227,-0.39584136,-10.100339,38.5,0,0,0,0,3
582075799,582075747,4259850,0.4724558,0.30645782,-9.80665,38.5,0,0,0,0,3
583075294,583075238,4259850,1.2513695,-1.1619859,-10.3557205,38.5,0,0,0,0,3
584077900,584077847,4259850,0.30645782,0.7661446,-10.279106,38.5,0,0,0,0,3
585078060,585078003,4259850,0.7150683,0.29368874,-9.091582,38.5,0,0,0,0,3
586076221,586076160,4259850,0.4724558,2.34951,-9.959879,38.5,0,0,0,0,3
587075847,587075792,4259850,0.4852249,0.7661446,-10.955867,38.5,0,0,0,0,3
588076991,588076924,4259850,0.5363012,-0.88106626,-10.572795,38.5,0,0,0,0,3
589074740,589074689,4259850,-0.6001466,-1.2130622,-9.80665,38.5,0,0,0,0,3
590075904,590075854,4259850,0.038307227,-0.56183934,-9.487424,38.5,0,0,0,0,3
591076939,591076886,4259850,0.35753414,0.68953013,-11.019712,38.5,0,0,0,0,3
592078110,592078055,4259850,-0.22984336,0.8555281,-9.589576,38.5,0,0,0,0,3
593075566,593075514,4259850,0.7789136,0.842759,-9.832189,38.5,0,0,0,0,3
594076523,594076465,4259850,1.1875241,0.5490703,-9.449117,38.0,0,0,0,0,3
595077598,595077546,4259850,0.7661446,0.25538152,-9.730036,38.0,0,0,0,0,3
596075847,596075791,4259850,0.99598795,0.21707429,-9.793881,38.0,0,0,0,0,3
597076564,597076511,4259850,0.9704498,0.19153614,-9.844957,38.0,0,0,0,0,3
598076334,598076282,4259850,0.99598795,0.14045984,-9.870496,38.0,0,0,0,0,3
599077564,599077510,4259850,0.9576807,0.19153614,-9.81942,38.0,0,0,0,0,3
