timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
438329593,800000.0,1.0,23684.504,0.0,165528,1098,3583.7212,22462,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
439083145,800000.0,1.0,22385.537,0.0,165837,1098,3535.503,22496,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
439328710,800000.0,1.0,22385.537,0.0,165945,1098,3535.503,22508,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
440326688,800000.0,1.0,23696.488,0.0,166352,1098,3542.6345,22554,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
441327057,800000.0,1.0,23768.059,0.0,166770,1098,3543.0273,22600,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
442326043,800000.0,1.0,23708.395,0.0,167187,1098,3664.3423,22646,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
443328680,800000.0,1.0,23706.39,0.0,167615,1098,3535.9158,22692,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
444327971,800000.0,1.0,23648.656,0.0,168021,1098,3556.8264,22738,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
445329063,800000.0,1.0,23742.682,0.0,168448,1098,3545.2058,22784,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
446327094,800000.0,1.0,23930.402,0.0,168856,1098,3527.193,22830,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
447329840,800000.0,1.0,23949.443,0.0,169285,1098,3537.9407,22908,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
448329307,800000.0,1.0,23701.666,0.0,169703,1098,6169.61,22994,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
449329259,800000.0,1.0,23772.822,0.0,170123,1098,6144.1445,23081,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
450330055,800000.0,1.0,23787.389,0.0,170540,1098,6207.613,23167,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
451330025,800000.0,1.0,23848.176,0.0,170956,1098,6128.5703,23253,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
452326129,800000.0,1.0,23754.035,0.0,171362,1098,6128.98,23339,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
453327518,800000.0,1.0,23860.236,0.0,171780,1098,6137.0586,23425,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
454326824,800000.0,1.0,23839.191,0.0,172197,1098,6136.5254,23511,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
455327209,800000.0,1.0,23879.97,0.0,172614,1098,6132.8945,23597,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
456331172,800000.0,1.0,23829.785,0.0,173042,1098,6145.171,23683,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
457327001,800000.0,1.0,24055.43,0.0,173449,1098,6135.9067,23770,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
458329263,800000.0,1.0,23869.486,0.0,173879,1098,6176.4116,23856,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
459329381,800000.0,1.0,23852.816,0.0,174295,1098,6133.61,23942,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
460329012,800000.0,1.0,23878.793,0.0,174703,1098,6140.29,24028,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
461329292,800000.0,1.0,24223.2,0.0,175131,1098,6257.9097,24114,0,0,0,12,0.0,3,5,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
