timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
279418243,279391445,1,1,3,0,0,3,3,0,0,0,0,0,0,0
280428866,280400013,1,1,3,0,0,3,3,0,0,0,0,0,0,0
281453574,281423118,1,1,3,0,0,3,3,0,0,0,0,0,0,0
282471675,282443374,1,1,3,0,0,3,3,0,0,0,0,0,0,0
283495239,283465079,1,1,3,0,0,3,3,0,0,0,0,0,0,0
284505922,284477588,1,1,3,0,0,3,3,0,0,0,0,0,0,0
285520157,285492809,1,1,3,0,0,3,3,0,0,0,0,0,0,0
286534531,286504518,1,1,3,0,0,3,3,0,0,0,0,0,0,0
287545246,287514666,1,1,3,0,0,3,3,0,0,0,0,0,0,0
288560437,288529855,1,1,3,0,0,3,3,0,0,0,0,0,0,0
289569200,289542019,1,1,3,0,0,3,3,0,0,0,0,0,0,0
290584074,290560476,1,1,3,0,0,3,3,0,0,0,0,0,0,0
291594328,291570835,1,1,3,0,0,3,3,0,0,0,0,0,0,0
292595070,292574698,1,1,3,0,0,3,3,0,0,0,0,0,0,0
293612114,293588838,1,1,3,0,0,3,3,0,0,0,0,0,0,0
294616868,294596299,1,1,3,0,0,3,3,0,0,0,0,0,0,0
295637051,295615337,1,1,3,0,0,3,3,0,0,0,0,0,0,0
296652425,296630063,1,1,3,0,0,3,3,0,0,0,0,0,0,0
297652657,297630107,1,1,3,0,0,3,3,0,0,0,0,0,0,0
298667903,298646093,1,1,3,0,0,3,3,0,0,0,0,0,0,0
299671929,299650342,1,1,3,0,0,3,3,0,0,0,0,0,0,0
300688714,300666862,1,1,3,0,0,3,3,0,0,0,0,0,0,0
301709110,301687515,1,1,3,0,0,3,3,0,0,0,0,0,0,0
302719004,302697162,1,1,3,0,0,3,3,0,0,0,0,0,0,0
303726182,303705576,1,1,3,0,0,3,3,0,0,0,0,0,0,0
304739276,304717745,1,1,3,0,0,3,3,0,0,0,0,0,0,0
305748493,305726386,1,1,3,0,0,3,3,0,0,0,0,0,0,0
306750154,306728622,1,1,3,0,0,3,3,0,0,0,0,0,0,0
307769340,307748079,1,1,3,0,0,3,3,0,0,0,0,0,0,0
308784203,308762677,1,1,3,0,0,3,3,0,0,0,0,0,0,0
309794507,309773150,1,1,3,0,0,3,3,0,0,0,0,0,0,0
310803617,310780395,1,1,3,0,0,3,3,0,0,0,0,0,0,0
311821184,311799397,1,1,3,0,0,3,3,0,0,0,0,0,0,0
312834185,312813737,1,1,3,0,0,3,3,0,0,0,0,0,0,0
313834674,313813192,1,1,3,0,0,3,3,0,0,0,0,0,0,0
314849094,314828211,1,1,3,0,0,3,3,0,0,0,0,0,0,0
315862135,315840453,1,1,3,0,0,3,3,0,0,0,0,0,0,0
316872541,316850801,1,1,3,0,0,3,3,0,0,0,0,0,0,0
317876562,317855169,1,1,3,0,0,3,3,0,0,0,0,0,0,0
318886639,318865419,1,1,3,0,0,3,3,0,0,0,0,0,0,0
319903188,319881539,1,1,3,0,0,3,3,0,0,0,0,0,0,0
320906187,320882987,1,1,3,0,0,3,3,0,0,0,0,0,0,0
321911327,321891070,1,1,3,0,0,3,3,0,0,0,0,0,0,0
322931129,322910721,1,1,3,0,0,3,3,0,0,0,0,0,0,0
323944713,323922202,1,1,3,0,0,3,3,0,0,0,0,0,0,0
324961439,324941057,1,1,3,0,0,3,3,0,0,0,0,0,0,0
325961689,325937948,1,1,3,0,0,3,3,0,0,0,0,0,0,0
326980119,326959474,1,1,3,0,0,3,3,0,0,0,0,0,0,0
327992213,327968515,1,1,3,0,0,3,3,0,0,0,0,0,0,0
328992238,328968720,1,1,3,0,0,3,3,0,0,0,0,0,0,0
330002754,329979120,1,1,3,0,0,3,3,0,0,0,0,0,0,0
331021540,331000472,1,1,3,0,0,3,3,0,0,0,0,0,0,0
332036139,332014291,1,1,3,0,0,3,3,0,0,0,0,0,0,0
333055753,333034862,1,1,3,0,0,3,3,0,0,0,0,0,0,0
